D. Lee,PF,Spurs,false,21,4,7,0,0,3,4,0,5,2,0,0,2,2,5,11,false
L. Aldridge,PF,Spurs,false,32,6,14,0,0,9,11,1,6,2,1,0,1,4,0,21,false
D. Murray,PG,Spurs,false,23,4,7,0,0,3,4,0,3,2,0,1,3,4,6,11,false
D. Green,SG,Spurs,false,35,2,12,0,8,0,0,1,6,2,1,4,1,1,6,4,false
K. Anderson,SG,Spurs,false,32,2,6,0,0,4,4,2,5,4,0,1,1,1,-2,8,false
D. Bertans,SF,Spurs,false,15,4,6,2,4,2,2,0,1,2,1,0,0,0,2,12,true
D. Dedmon,C,Spurs,false,19,2,3,0,0,3,4,2,2,2,0,0,1,2,0,7,true
P. Mills,PG,Spurs,false,30,8,15,2,5,0,1,0,0,3,3,0,1,2,-4,18,true
M. Ginobili,SG,Spurs,false,22,3,11,1,4,1,3,0,0,1,1,0,2,0,-6,8,true
B. Forbes,SG,Spurs,false,12,3,4,2,3,0,0,0,1,0,0,0,0,2,3,8,true
D. Carroll,SF,Raptors,true,15,0,6,0,3,2,2,2,2,0,1,0,0,1,-7,2,false
J. Sullinger,C,Raptors,true,12,0,4,0,1,0,0,1,1,0,1,0,0,3,-6,0,false
J. Valanciunas,C,Raptors,true,29,2,7,0,0,5,6,3,10,2,1,2,4,5,-2,9,false
K. Lowry,PG,Raptors,true,42,9,23,1,7,11,12,0,5,2,0,1,5,4,-8,30,false
N. Powell,SG,Raptors,true,39,8,16,0,4,0,0,0,4,2,2,1,0,3,1,16,false
P. Patterson,PF,Raptors,true,21,5,6,2,3,0,0,0,4,1,0,0,0,1,1,12,true
T. Ross,SF,Raptors,true,30,6,10,3,7,6,8,0,1,0,1,2,3,3,4,21,true
L. Nogueira,C,Raptors,true,26,3,6,0,0,0,0,4,6,1,1,2,0,3,2,6,true
F. VanVleet,PG,Raptors,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
C. Joseph,PG,Raptors,true,26,5,6,0,0,0,0,0,3,2,2,0,1,2,5,10,true
T. Gibson,PF,Bulls,false,29,2,6,0,1,3,6,0,6,1,1,1,1,3,-10,7,false
J. Butler,SF,Bulls,false,39,7,14,0,3,6,7,2,6,4,3,0,0,0,3,20,false
R. Lopez,C,Bulls,false,27,4,5,0,0,0,0,1,3,0,0,1,1,3,-2,8,false
J. Grant,PG,Bulls,false,20,1,4,1,4,4,5,0,3,0,0,0,3,2,-11,7,false
D. Wade,SG,Bulls,false,34,9,23,1,1,2,2,2,5,3,7,1,3,3,6,21,false
C. Felicio,PF,Bulls,false,21,4,6,0,0,4,6,1,9,0,0,0,0,1,10,12,true
N. Mirotic,PF,Bulls,false,19,1,5,0,3,2,2,0,3,0,1,1,2,2,18,4,true
P. Zipser,SF,Bulls,false,20,1,4,1,3,2,2,0,1,0,0,1,2,2,6,5,true
D. McDermott,SF,Bulls,false,17,4,7,4,6,0,0,0,1,1,0,1,0,1,15,12,true
R. Rondo,PG,Bulls,false,15,2,3,0,1,0,0,0,1,3,1,0,1,2,5,4,true
S. Ibaka,PF,Magic,true,35,6,13,3,5,1,1,1,7,0,3,2,1,3,-4,16,false
