M. Chriss,PF,Suns,false,22,3,7,0,0,0,0,2,2,1,1,0,0,3,0,6,false
T. Warren,SF,Suns,false,40,8,12,0,2,2,4,2,1,1,2,1,0,2,-5,18,false
T. Chandler,C,Suns,false,30,9,14,0,0,4,6,8,8,1,0,1,1,0,-8,22,false
E. Bledsoe,PG,Suns,false,38,7,20,2,5,6,7,2,4,9,4,0,4,3,-9,22,false
D. Booker,SG,Suns,false,37,4,13,0,4,13,14,1,6,8,0,0,4,3,-8,21,false
D. Bender,PF,Suns,false,18,1,5,1,5,0,0,0,1,1,0,1,1,3,-9,3,true
P.J. Tucker,SF,Suns,false,29,1,5,0,1,0,0,0,5,2,2,0,0,2,-16,2,true
A. Len,C,Suns,false,8,2,3,0,0,0,0,0,3,0,0,1,0,0,-4,4,true
T. Ulis,PG,Suns,false,10,1,3,0,1,0,0,0,1,0,1,0,2,1,-6,2,true
B. Knight,PG,Suns,false,4,1,3,1,1,0,0,0,0,0,0,0,1,4,-3,3,true
L. Barbosa,SG,Suns,false,4,0,0,0,0,0,0,0,0,0,0,0,1,1,-7,0,true
L. James,SF,Cavaliers,true,39,8,12,0,2,5,8,0,9,15,1,2,4,2,14,21,false
T. Thompson,C,Cavaliers,true,20,1,6,0,0,0,2,0,6,1,0,2,1,2,3,2,false
K. Irving,PG,Cavaliers,true,33,10,20,2,7,4,5,0,2,4,2,0,2,2,15,26,false
J. Jones,SG,Cavaliers,true,20,5,8,4,6,0,0,0,0,2,0,1,2,3,-3,14,false
I. Shumpert,SG,Cavaliers,true,30,6,8,5,6,0,0,1,1,1,1,1,0,5,12,17,false
C. Frye,PF,Cavaliers,true,30,6,11,4,8,2,2,2,8,2,1,0,0,5,16,18,true
R. Jefferson,SF,Cavaliers,true,23,2,5,0,2,0,0,1,1,3,0,0,1,2,8,4,true
K. Felder,PG,Cavaliers,true,2,1,2,0,0,0,0,0,0,0,0,0,0,0,-4,2,true
D. Liggins,SG,Cavaliers,true,17,1,3,1,2,2,2,0,0,1,0,0,0,2,-1,5,true
J. McRae,SG,Cavaliers,true,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,true
K. Korver,SG,Cavaliers,true,25,3,10,3,9,0,0,0,5,0,2,0,2,1,17,9,true
D. Nowitzki,PF,Mavericks,false,29,7,16,2,6,3,5,0,4,1,2,0,1,2,-1,19,false
H. Barnes,SF,Mavericks,false,34,7,14,0,3,1,1,2,5,2,1,0,1,0,1,15,false
D. Williams,PG,Mavericks,false,32,2,8,1,5,1,2,0,3,9,0,0,2,3,-2,6,false
W. Matthews,SG,Mavericks,false,37,7,14,4,9,0,0,0,5,1,0,1,0,1,-9,18,false
S. Curry,SG,Mavericks,false,32,6,11,3,5,0,1,2,2,0,0,0,1,5,0,15,false
D. Powell,PF,Mavericks,false,10,0,3,0,1,2,2,1,3,0,0,1,0,2,-6,2,true
D. Finney-Smith,SF,Mavericks,false,11,1,1,1,1,0,0,0,2,1,0,0,0,3,5,3,true
S. Mejri,C,Mavericks,false,19,2,2,0,0,0,0,0,3,0,1,1,2,2,-3,4,true
J.J. Barea,PG,Mavericks,false,16,5,10,3,6,0,0,0,1,1,0,0,2,0,-2,13,true
D. Harris,PG,Mavericks,false,17,0,3,0,0,0,0,0,0,2,0,0,0,2,-4,0,true
P. Jackson,PG,Mavericks,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
J. Anderson,SG,Mavericks,false,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,true
L. Babbitt,SF,Heat,true,17,1,3,1,3,0,0,0,3,0,0,0,0,2,13,3,false
H. Whiteside,C,Heat,true,29,6,12,0,0,1,1,1,7,2,1,0,3,2,14,13,false
G. Dragic,PG,Heat,true,38,11,15,4,4,6,10,2,4,2,0,0,1,3,7,32,false
R. McGruder,SG,Heat,true,24,1,4,1,2,0,0,1,4,3,0,0,0,2,12,3,false
D. Waiters,SG,Heat,true,32,5,12,1,2,1,2,0,3,3,0,0,3,2,16,12,false
W. Reed,PF,Heat,true,13,3,3,0,0,2,3,1,2,0,1,1,1,0,-7,8,true
O. White,PF,Heat,true,9,0,1,0,1,0,0,0,1,0,0,0,1,1,-11,0,true
J. Johnson,PF,Heat,true,32,1,6,0,3,3,4,0,7,4,0,0,3,1,-5,5,true
T. Johnson,SG,Heat,true,28,7,13,2,2,7,9,0,2,2,1,0,1,1,-14,23,true
W. Ellington,SG,Heat,true,19,0,4,0,3,0,0,1,1,0,1,0,0,1,-5,0,true
M. Morris,PF,Wizards,false,35,6,11,2,3,0,0,2,4,4,0,2,3,1,-12,14,false
O. Porter Jr.,SF,Wizards,false,30,7,13,6,10,3,3,1,5,2,1,2,0,3,1,23,false
M. Gortat,C,Wizards,false,30,6,12,0,0,0,0,5,7,2,0,0,1,3,9,12,false
J. Wall,PG,Wizards,false,37,11,21,1,3,6,8,0,5,13,3,0,2,2,11,29,false
B. Beal,SG,Wizards,false,38,4,13,0,7,0,0,1,1,5,1,0,5,1,0,8,false
J. Smith,PF,Wizards,false,23,5,8,1,2,0,0,1,3,0,0,2,2,4,4,11,true
K. Oubre Jr.,SF,Wizards,false,25,3,6,1,4,3,3,0,3,1,0,0,0,4,7,10,true
T. Burke,PG,Wizards,false,7,1,2,1,2,0,0,0,0,1,0,0,1,1,-8,3,true
T. Satoransky,SG,Wizards,false,14,1,2,1,1,0,0,0,2,1,2,0,1,0,3,3,true
C. Anthony,SF,Knicks,true,35,13,27,3,7,5,7,1,9,2,1,0,1,2,1,34,false
M. Kuzminskas,SF,Knicks,true,18,1,5,1,5,3,4,0,1,2,0,0,1,1,-15,6,false
K. O'Quinn,C,Knicks,true,21,7,10,0,0,0,0,4,4,3,1,3,1,1,2,14,false
D. Rose,PG,Knicks,true,32,7,16,0,0,6,6,2,3,2,0,0,1,0,-12,20,false
R. Baker,SG,Knicks,true,20,1,4,0,1,0,0,1,1,0,2,0,1,1,-5,2,false
K. Porzingis,PF,Knicks,true,29,6,11,0,3,3,3,3,2,2,1,0,1,3,-1,15,true
M. Plumlee,C,Knicks,true,11,0,1,0,0,0,0,3,0,0,0,0,1,1,-8,0,true
B. Jennings,PG,Knicks,true,24,1,4,1,2,0,0,0,1,5,0,0,3,1,20,3,true
J. Holiday,SG,Knicks,true,21,4,6,1,3,2,2,0,2,2,1,1,0,2,4,11,true
C. Lee,SG,Knicks,true,29,2,6,1,3,0,0,0,4,2,1,0,0,2,-1,5,true
K. Faried,PF,Nuggets,false,25,2,7,0,0,1,2,3,6,1,0,0,2,1,-18,5,false
N. Jokic,PF,Nuggets,false,38,14,22,2,4,5,5,4,8,4,0,2,3,2,-17,35,false
J. Hernangomez,PF,Nuggets,false,38,3,9,1,4,1,2,2,4,1,1,1,1,3,-16,8,false
E. Mudiay,PG,Nuggets,false,26,4,10,2,4,2,2,0,1,2,2,0,3,2,-18,12,false
W. Barton,SG,Nuggets,false,36,5,12,1,5,7,7,0,3,7,0,2,3,3,-16,18,false
J. Nurkic,C,Nuggets,false,14,2,5,0,0,1,5,0,1,0,0,1,1,1,4,5,true
J. Nelson,PG,Nuggets,false,27,2,7,1,4,0,0,0,2,9,2,1,1,4,5,5,true
J. Murray,SG,Nuggets,false,26,4,15,2,8,3,3,1,5,2,0,0,0,2,2,13,true
M. Miller,SG,Nuggets,false,11,1,4,1,2,0,0,1,2,1,0,0,1,1,4,3,true
D. Lee,PF,Spurs,true,33,5,7,0,0,0,0,5,11,2,1,1,0,2,30,10,false
L. Aldridge,PF,Spurs,true,29,4,9,0,0,2,2,1,2,6,0,1,1,5,8,10,false
K. Leonard,SF,Spurs,true,36,12,22,2,5,8,8,0,5,4,2,1,1,1,16,34,false
D. Murray,PG,Spurs,true,34,7,11,3,5,7,7,0,2,2,1,0,1,3,23,24,false
D. Green,SG,Spurs,true,22,2,5,1,3,0,0,0,1,4,2,2,2,2,3,5,false
D. Bertans,SF,Spurs,true,15,1,2,1,2,1,2,0,2,2,0,0,0,2,-6,4,true
D. Dedmon,C,Spurs,true,19,3,5,0,0,1,1,0,4,1,2,0,0,4,-4,7,true
P. Mills,PG,Spurs,true,16,1,5,1,3,0,2,0,1,2,0,0,1,0,-12,3,true
M. Ginobili,SG,Spurs,true,20,6,11,1,3,1,1,0,5,4,3,0,0,0,16,14,true
J. Simmons,SG,Spurs,true,14,3,9,0,1,1,2,0,4,1,1,0,1,0,-7,7,true
K. Anderson,SG,Spurs,true,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,true
G. Dieng,PF,Timberwolves,false,26,5,8,0,0,3,3,4,3,1,0,0,0,5,0,13,false
A. Wiggins,SF,Timberwolves,false,38,9,19,1,2,8,10,1,3,4,0,1,2,2,6,27,false
K. Towns,C,Timberwolves,false,41,17,24,1,2,2,2,5,7,5,1,0,2,3,5,37,false
R. Rubio,PG,Timberwolves,false,17,0,3,0,1,0,0,1,3,4,0,0,3,0,-2,0,false
Z. LaVine,PG,Timberwolves,false,40,3,13,1,6,2,2,0,6,2,1,0,2,2,-3,9,false
N. Bjelica,PF,Timberwolves,false,19,1,3,0,2,0,0,0,1,0,0,0,1,2,-7,2,true
S. Muhammad,SF,Timberwolves,false,18,2,5,1,1,2,4,1,3,0,0,0,0,0,3,7,true
C. Aldrich,C,Timberwolves,false,5,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,true
