Nerlens Noel,31.36
Dewayne Dedmon,23.93
Michael Beasley,23.28
Dario Saric,22.85
Andre Iguodala,20.76
Tony Parker,22.68
Ish Smith,20.63
Andre Roberson,19.72
Joe Ingles,19.49
Jameer Nelson,24.84
Solomon Hill,19.1
C.J. Miles,20.9
Thon Maker,18.9
Marquese Chriss,18.61
Frank Kaminsky,27.88
Kelly Olynyk,18.63
Nik Stauskas,18.54
T.J. Warren,23.77
JaVale McGee,18.34
Kent Bazemore,23.55
Marcus Smart,28.78
Juan Hernangomez,18.03
C.J. Watson,18.01
Marvin Williams,26.65
Greg Monroe,30.26
Buddy Hield,17.65
Allen Crabbe,17.64
Danny Green,17.59
Alex Len,17.56
E'Twaun Moore,17.54
Meyers Leonard,17.51
Gerald Green,17.44
Dirk Nowitzki,27.77
D.J. Augustin,17.33
Richaun Holmes,17.23
P.J. Tucker,20.6
Malcolm Brogdon,23.93
Monta Ellis,17.07
Chandler Parsons,16.98
Matthew Dellavedova,16.89
Kevin Seraphin,16.94
Tim Hardaway Jr.,28.48
Manu Ginobili,16.8
Bismack Biyombo,16.79
Donatas Motiejunas,16.71
Randy Foye,16.71
Jamal Murray,16.67
James Ennis,16.58
Bojan Bogdanovic,21.39
Spencer Hawes,16.5
Rondae Hollis-Jefferson,19.82
Gerald Henderson,16.47
Marco Belinelli,17.9
Marreese Speights,16.19
Caris LeVert,16.05
Vince Carter,16.06
Derrick Favors,23.91
Terry Rozier,15.92
JaMychal Green,19.05
Al Jefferson,15.94
Moe Harkless,19.05
T.J. McConnell,24.95
Gary Harris,26.33
Justin Anderson,15.54
Will Barton,30.93
Al-Farouq Aminu,24.79
Langston Galloway,15.51
Sergio Rodriguez,15.41
Joe Johnson,15.29
Evan Fournier,27.55
Rodney McGruder,15.34
Patty Mills,15.28
Jared Dudley,15.21
Ed Davis,15.23
Domantas Sabonis,14.97
Tony Snell,14.85
Alec Burks,14.86
Tim Frazier,14.68
Spencer Dinwiddie,14.67
Kentavious Caldwell-Pope,27.82
Jamal Crawford,20.44
Sean Kilpatrick,16.08
J.J. Redick,21.94
John Henson,14.54
Steven Adams,30.39
Amir Johnson,14.52
Dwight Powell,14.49
Mike Muscala,14.34
Justin Hamilton,14.25
Rodney Stuckey,14.24
Jeremy Lamb,16.97
Michael Kidd-Gilchrist,23.93
Joe Harris,14.07
Austin Rivers,26.35
Wesley Matthews,27.65
Isaiah Whitehead,13.81
Jon Leuer,20.65
Kelly Oubre,13.72
Toney Douglas,13.57
Brandon Knight,13.6
Dwight Howard,33.74
Mirza Teletovic,13.5
Victor Oladipo,29.5
Malcolm Delaney,13.36
Tyler Johnson,25.21
Brook Lopez,35.59
Noah Vonleh,13.2
Marcin Gortat,30.35
Brandan Wright,12.95
Trevor Booker,23.39
Tyreke Evans,20.66
Okaro White,12.93
Willie Reed,12.81
Terrence Jones,22.98
George Hill,32.1
Robert Covington,29.37
Jerami Grant,12.69
Wayne Ellington,12.65
Trey Lyles,12.55
Nikola Vucevic,34.87
DeAndre Jordan,33.66
Jason Smith,12.54
Myles Turner,29.8
Aaron Gordon,23.59
Salah Mejri,12.44
Jeff Green,12.28
Luc Richard Mbah a Moute,12.28
Troy Daniels,12.21
Jonas Jerebko,12.21
Jrue Holiday,39.8
Marcus Thornton,12.01
Devin Harris,12
Joffrey Lauvergne,12.01
Al Horford,34.86
Rudy Gobert,35.75
James Johnson,30.89
Tobias Harris,24.71
Yogi Ferrell,21.18
C.J. McCollum,38.86
Andre Drummond,40.17
Paul Millsap,41.19
Reggie Jackson,25.91
Dennis Schroder,31.67
Dion Waiters,28.09
Ian Clark,11.69
Wilson Chandler,33.99
Mike Conley,36.19
Gordon Hayward,40.93
Tyson Chandler,21.96
Harrison Barnes,30.26
Marc Gasol,38.81
LaMarcus Aldridge,32.93
Nikola Jokic,46.13
Markieff Morris,30.45
Jae Crowder,28.35
Bradley Beal,35.78
Marcus Morris,24.63
David Lee,16.8
Draymond Green,38.08
Khris Middleton,18.91
Seth Curry,22.2
Raymond Felton,16.69
Elfrid Payton,24.17
Ersan Ilyasova,26.05
Leandro Barbosa,10.92
Nicolas Batum,35.73
Cameron Payne,10.81
Devin Booker,30.12
Aron Baynes,10.65
Otto Porter,28.83
Kris Humphries,10.45
Hassan Whiteside,39.03
Damian Lillard,44.99
Aaron Brooks,10.47
Stanley Johnson,10.38
Kyle Anderson,10.42
Anthony Davis,54.23
Kawhi Leonard,44.55
Jonathon Simmons,10.29
Zach Randolph,24.4
Mike Dunleavy,10.17
Deron Williams,19.12
Eric Bledsoe,39.34
Glenn Robinson,10.07
Serge Ibaka,28.9
Kemba Walker,39.11
Russell Westbrook,61.58
Reggie Bullock,9.9
Goran Dragic,35.3
Brandon Bass,9.8
Tyler Zeller,9.75
Stephen Curry,47.15
Paul George,37.79
Blake Griffin,43.42
Jeff Teague,34.22
John Wall,47.94
Isaiah Thomas,47.07
Giannis Antetokounmpo,49.41
Alan Williams,9.3
Kevin Durant,46.43
Dorian Finney-Smith,8.93
Jason Terry,8.85
Kevon Looney,8.86
Trey Burke,8.64
Tomas Satoransky,8.49
Davis Bertans,8.48
Shelvin Mack,8.5
