Isaiah Thomas,BOS,PG,35.98,5.93,3.69,3.44,6.90,1.12,0.15,3.14,31.71
Russell Westbrook,OKC,PG,34.56,7.68,2.10,10.25,9.31,1.58,0.33,5.16,29.46
Stephen Curry,GSW,PG,33.89,3.36,5.87,4.91,6.79,1.80,0.21,2.89,28.05
DeMarcus Cousins,SAC,PF,34.67,7.71,1.29,10.68,4.04,1.57,0.98,4.48,27.53
Karl-Anthony Towns,MIN,C,35.34,9.44,0.84,10.55,2.84,0.84,1.43,2.67,26.17
James Harden,HOU,PG,33.90,4.43,3.03,7.32,9.47,1.40,0.47,5.21,26.03
DeMar DeRozan,TOR,SG,35.63,8.80,0.29,5.34,4.20,1.02,0.25,2.24,25.66
Kyrie Irving,CLE,PG,36.13,7.07,2.40,3.19,5.29,1.28,0.32,3.23,25.47
Damian Lillard,POR,PG,40.83,5.28,2.94,4.68,6.28,1.00,0.29,3.06,25.34
Kevin Durant,GSW,SF,34.50,6.30,2.06,8.63,5.58,1.03,1.61,2.80,24.47
Kemba Walker,CHA,PG,36.49,4.56,3.15,4.20,5.11,1.12,0.36,2.46,23.47
LeBron James,CLE,SF,35.83,7.11,1.28,7.86,7.71,1.25,0.57,4.50,23.46
Kawhi Leonard,SA,SF,34.59,5.80,1.97,6.74,3.30,1.66,0.74,2.13,23.43
Klay Thompson,GSW,SG,32.79,4.26,3.89,3.90,2.02,0.85,0.49,1.67,23.07
Anthony Davis,NO,C,32.94,7.75,0.23,9.93,1.69,1.12,1.79,2.25,22.51
Andrew Wiggins,MIN,SG,34.41,7.13,1.03,3.60,2.38,0.96,0.39,2.25,22.50
Carmelo Anthony,NY,SF,33.19,6.30,1.80,7.06,3.33,0.89,0.38,2.08,22.42
Nikola Jokic,DEN,C,35.38,8.39,0.51,10.27,5.09,1.37,0.91,2.86,22.18
Kyle Lowry,TOR,PG,36.99,2.57,4.25,5.08,6.89,1.14,0.42,2.82,22.07
LaMarcus Aldridge,SA,PF,35.40,8.52,0.05,8.76,2.07,0.69,1.03,1.55,21.77
Blake Griffin,LAC,PF,30.56,8.15,0.09,8.24,4.40,1.09,0.52,2.54,21.20
Paul George,IND,SF,37.90,4.94,2.53,6.56,3.67,1.64,0.36,2.86,20.76
Eric Bledsoe,PHX,PG,32.74,5.45,1.78,4.87,7.01,1.37,0.54,3.55,20.74
Giannis Antetokounmpo,MIL,SG,32.79,6.87,0.40,8.22,5.60,1.60,1.81,2.81,20.53
Devin Booker,PHX,SG,33.15,5.64,1.91,2.87,3.90,0.80,0.33,2.94,20.53
CJ McCollum,POR,SG,33.47,5.90,1.94,3.09,3.33,1.16,0.40,2.18,20.44
Gordon Hayward,UTA,SF,33.73,3.88,2.02,5.13,3.68,1.07,0.36,2.15,19.63
Nikola Vucevic,ORL,C,29.83,8.61,0.07,9.18,2.50,0.88,0.83,1.98,19.07
Brook Lopez,BKN,C,24.49,5.31,0.78,4.65,1.77,0.56,1.14,2.15,18.29
Dennis Schroder,ATL,PG,29.97,5.91,1.19,3.04,5.67,0.72,0.11,3.44,18.10
Mike Conley,MEM,PG,32.29,3.39,2.47,3.66,6.85,1.17,0.26,2.05,17.98
Marc Gasol,MEM,C,31.61,5.94,0.67,6.39,4.15,0.96,1.09,2.11,17.77
George Hill,UTA,PG,30.01,4.75,1.61,5.98,3.54,1.04,0.55,1.70,17.73
Al Horford,BOS,C,33.26,5.79,1.16,7.56,4.52,1.07,1.65,1.83,17.20
Goran Dragic,MIA,PG,30.71,5.49,1.12,3.53,5.36,1.01,0.18,3.44,16.96
Harrison Barnes,DAL,SF,30.02,6.28,0.72,4.50,1.31,0.59,0.16,0.95,16.84
Jrue Holiday,NO,PG,35.88,4.55,1.63,4.15,7.29,1.51,0.52,3.51,16.55
Paul Millsap,ATL,PF,31.97,4.86,0.94,7.58,3.19,1.36,0.92,2.39,16.49
Derrick Rose,NY,PG,30.13,6.23,0.21,3.60,4.05,0.76,0.19,2.51,16.31
Jahlil Okafor,PHI,PF,22.39,6.68,0.00,4.95,0.92,0.29,0.72,1.88,16.15
Hassan Whiteside,MIA,C,28.07,6.43,0.00,11.21,0.51,0.74,1.94,2.23,15.79
Bojan Bogdanovic,BKN,SF,27.72,2.47,2.68,3.69,1.67,0.38,0.06,2.12,15.60
Victor Oladipo,OKC,SG,30.70,4.25,1.65,4.50,2.64,1.19,0.44,1.79,15.57
Lou Williams,LAL,PG,21.24,2.06,2.04,2.06,2.69,0.85,0.23,1.92,15.53
Zach Randolph,MEM,SF,24.45,6.32,0.12,7.69,1.88,0.52,0.16,1.42,15.25
Nick Young,LAL,SG,26.40,1.49,3.41,2.54,1.07,0.76,0.26,0.90,15.19
TJ Warren,PHX,SF,29.22,6.28,0.38,4.26,1.17,0.97,0.47,0.87,15.15
Jae Crowder,BOS,SF,35.01,2.69,2.44,6.24,2.38,1.60,0.48,1.30,15.14
JJ Redick,LAC,SG,25.23,2.01,2.98,1.99,1.17,0.67,0.15,1.24,14.78
Will Barton,DEN,SG,28.12,3.57,1.49,4.76,3.41,0.94,0.48,2.16,14.53
Reggie Jackson,DET,PG,27.39,4.11,1.32,2.55,5.42,0.42,0.06,2.58,14.52
Dirk Nowitzki,DAL,PF,24.64,4.62,1.11,5.13,1.28,0.56,0.44,0.80,14.45
Kristaps Porzingis,NY,PF,27.28,3.78,1.31,6.27,1.16,0.81,1.51,1.50,14.36
Greg Monroe,MIL,C,22.42,5.42,0.00,7.10,2.10,1.03,0.59,1.50,14.21
Jeff Teague,IND,PG,36.88,3.85,1.13,4.31,8.72,1.45,0.44,3.22,14.21
CJ Miles,IND,SG,28.44,1.57,3.22,3.77,0.86,0.83,0.55,0.86,13.89
Michael Beasley,MIL,SF,20.36,5.40,0.18,4.81,1.32,0.66,0.59,1.60,13.87
Gary Harris,DEN,SG,34.78,3.32,1.85,3.26,2.79,1.53,0.21,1.68,13.87
D'Angelo Russell,LAL,PG,25.92,2.83,1.88,3.36,4.30,1.24,0.24,3.08,13.72
Ryan Anderson,HOU,PF,29.59,2.18,2.31,5.31,1.09,0.61,0.23,1.02,13.69
Wesley Matthews,DAL,SF,33.62,1.89,2.88,3.77,2.43,0.87,0.19,1.19,13.63
Julius Randle,LAL,PF,26.18,5.10,0.03,7.86,2.72,0.74,0.40,2.49,13.43
Darren Collison,SAC,PG,34.04,3.95,1.19,2.67,4.87,1.16,0.05,2.29,13.30
Andre Drummond,DET,C,27.70,5.60,0.00,11.94,0.78,1.21,0.71,1.99,13.10
Nicolas Batum,CHA,SG,35.78,2.47,1.82,6.25,5.98,1.01,0.52,2.95,12.99
Austin Rivers,LAC,SF,31.29,2.80,1.86,2.86,3.56,0.89,0.20,2.03,12.98
Derrick Favors,UTA,PF,23.23,4.84,0.01,5.57,1.02,0.91,1.06,1.27,12.79
Evan Fournier,ORL,SG,30.47,3.01,1.48,2.80,2.97,0.85,0.04,2.22,12.62
Clint Capela,HOU,C,21.91,5.42,0.00,6.86,0.87,0.62,1.17,1.16,12.57
Jordan Clarkson,LAL,PG,23.50,3.71,1.12,2.69,1.97,1.08,0.07,1.81,12.55
Jonas Valanciunas,TOR,C,26.78,5.11,0.00,9.57,0.80,0.38,1.03,1.28,12.48
Seth Curry,DAL,SG,29.06,2.73,1.97,3.04,3.15,1.04,0.11,1.42,12.48
Ersan Ilyasova,PHI,PF,25.89,2.73,1.73,5.90,1.36,0.64,0.25,1.57,12.47
Robert Covington,PHI,SF,31.87,1.50,2.63,6.53,1.61,1.35,0.68,2.52,12.36
Jameer Nelson,DEN,PG,34.37,2.87,1.93,3.23,7.41,0.97,0.14,2.81,12.36
Kentavious Caldwell-Pope,DET,SG,32.33,2.20,2.13,3.41,2.29,0.97,0.12,1.49,12.34
Dion Waiters,MIA,PG,27.38,3.23,1.35,2.71,2.99,1.02,0.30,2.40,12.19
Montrezl Harrell,HOU,PF,20.08,4.90,0.00,3.90,1.25,0.42,0.66,0.96,12.15
Mason Plumlee,DEN,C,28.66,4.32,0.00,7.79,3.82,1.04,1.25,2.15,12.14
Sean Kilpatrick,BKN,PG,24.20,2.23,1.80,3.58,2.01,0.65,0.10,2.08,12.13
Myles Turner,IND,C,27.37,4.53,0.18,5.38,0.92,0.72,1.51,1.18,12.06
Gorgui Dieng,MIN,PF,30.93,4.74,0.08,7.71,2.00,1.19,1.10,1.48,11.99
Jamal Murray,DEN,PG,23.33,2.35,1.75,2.98,2.39,0.70,0.46,1.93,11.89
Marcus Morris,DET,SF,32.59,2.49,1.77,4.69,2.44,0.50,0.20,1.41,11.83
Kelly Olynyk,BOS,PF,22.42,3.13,1.17,5.04,2.09,0.73,0.51,1.48,11.79
Tyler Johnson,MIA,PG,26.07,3.30,0.96,3.38,2.94,0.97,0.55,1.43,11.57
Marreese Speights,LAC,C,15.30,2.46,1.50,4.55,0.99,0.36,0.60,0.90,11.47
Eric Gordon,HOU,SG,20.86,1.40,2.25,1.83,2.01,0.46,0.26,1.22,11.41
Tobias Harris,DET,SF,23.72,3.27,0.93,4.21,1.31,0.40,0.28,1.05,11.37
Tim Hardaway Jr.,ATL,PG,23.17,1.85,2.03,2.41,1.87,0.56,0.11,1.14,11.31
Khris Middleton,MIL,SG,22.75,2.86,1.00,2.54,2.92,1.20,0.16,1.58,11.19
Marquese Chriss,PHX,PF,22.02,3.38,1.01,4.68,0.98,1.02,0.84,1.39,11.16
Terrence Ross,ORL,PF,23.56,2.05,2.10,2.85,0.91,0.82,0.33,0.81,11.08
Tony Parker,SA,PG,28.83,4.37,0.21,2.49,5.56,0.55,0.10,1.78,11.07
Dwight Howard,ATL,C,27.97,4.27,0.00,10.73,1.19,0.77,0.86,2.15,11.05
Kent Bazemore,ATL,SG,27.37,2.68,1.42,3.72,2.34,1.11,0.47,2.00,10.94
Marvin Williams,CHA,PF,29.35,1.77,2.00,5.19,1.28,0.75,0.69,0.83,10.91
DeMarre Carroll,TOR,SF,30.51,1.47,2.24,4.90,1.19,1.09,0.50,0.94,10.78
Steven Adams,OKC,C,30.35,4.41,0.00,7.90,1.12,1.01,1.02,1.78,10.74
John Henson,MIL,C,22.74,4.49,0.00,5.66,1.27,0.76,1.98,1.43,10.69
Jon Leuer,DET,PF,25.90,3.71,0.60,6.10,1.55,0.42,0.32,1.20,10.66
Deron Williams,DAL,PG,25.52,2.96,1.11,2.42,5.08,0.58,0.08,1.88,10.60
Ivica Zubac,LAL,C,14.62,4.45,0.00,4.27,0.60,0.31,0.88,1.09,10.38
James Johnson,MIA,PF,26.67,2.98,0.92,4.46,3.07,0.92,1.10,2.60,10.37
Brandon Knight,PHX,PG,17.42,2.80,1.06,2.03,2.59,0.49,0.16,1.68,10.25
Jordan Hill,MIN,PF,18.34,3.84,0.55,4.38,1.77,0.59,0.17,1.98,10.22
Wayne Ellington,MIA,PG,22.88,1.40,2.31,2.25,1.30,0.60,0.08,0.75,10.20
Kyle Korver,CLE,SG,26.80,0.92,2.62,3.04,1.86,0.50,0.37,1.34,10.19
Nerlens Noel,PHI,C,21.51,4.16,0.00,5.72,1.23,1.06,0.87,1.74,10.17
Elfrid Payton,ORL,PG,28.65,3.89,0.31,3.55,5.66,0.89,0.29,2.52,10.15
David Lee,SA,PF,22.07,4.11,0.00,6.92,1.99,0.48,0.47,1.36,9.99
Dario Saric,PHI,SF,22.90,2.30,1.26,5.85,1.79,0.55,0.23,2.26,9.90
Buddy Hield,NO,SG,22.76,1.39,2.15,3.30,1.51,0.35,0.14,1.04,9.86
Aaron Gordon,ORL,SF,28.57,2.93,0.74,5.66,2.08,0.59,0.46,1.21,9.73
Shabazz Muhammad,MIN,SG,18.61,2.61,0.78,2.65,0.66,0.28,0.07,0.75,9.72
Chandler Parsons,MEM,SF,21.85,2.15,1.40,3.50,2.19,0.50,0.18,1.09,9.67
Mirza Teletovic,MIL,PF,16.39,1.14,2.15,2.95,0.82,0.27,0.21,0.84,9.64
Trevor Ariza,HOU,SF,33.72,1.06,2.15,5.28,2.49,1.63,0.28,1.14,9.60
Johnny O'Bryant,DEN,PF,15.93,2.96,0.63,3.52,1.17,0.50,0.41,1.04,9.47
Troy Daniels,MEM,PG,14.61,0.71,2.35,1.41,0.69,0.31,0.06,0.64,9.26
Maurice Harkless,POR,SF,30.71,3.15,0.66,4.89,1.14,1.12,0.71,1.29,9.25
Michael Kidd-Gilchrist,CHA,SF,30.94,3.39,0.01,6.90,1.33,0.69,1.08,0.92,9.06
Jamal Crawford,LAC,SG,17.23,1.78,1.12,1.31,1.94,0.56,0.16,1.29,9.01
Malcolm Brogdon,MIL,PG,25.23,2.42,0.84,2.94,4.74,1.47,0.14,1.57,8.98
Tony Allen,MEM,SG,27.48,3.56,0.07,5.73,1.31,1.63,0.37,1.63,8.92
JaVale McGee,GSW,C,14.44,3.92,0.01,4.39,0.29,0.32,1.07,0.89,8.90
Marco Belinelli,CHA,SG,22.05,1.75,1.31,2.03,1.62,0.43,0.11,1.01,8.90
Nene Hilario,HOU,C,15.64,3.34,0.00,3.70,1.06,0.57,0.48,1.13,8.80
Yogi Ferrell,DAL,PG,22.39,1.63,1.39,2.05,3.16,0.79,0.16,1.53,8.75
Thon Maker,MIL,PF,12.48,1.81,1.28,3.84,0.34,0.48,0.80,0.64,8.68
Trevor Booker,BKN,PF,22.95,3.44,0.12,7.15,1.98,1.04,0.45,1.83,8.60
Arron Afflalo,SAC,SF,29.34,2.10,1.02,2.70,1.71,0.50,0.10,1.15,8.59
Marcus Smart,BOS,PG,26.47,1.62,1.02,3.82,4.16,1.53,0.36,1.98,8.57
Jeff Green,ORL,SF,20.49,2.27,0.68,2.87,1.12,0.45,0.23,1.20,8.57
Alec Burks,UTA,PG,18.37,2.02,0.59,2.63,1.29,0.42,0.16,1.15,8.54
Rudy Gobert,UTA,C,29.49,2.55,0.00,10.38,1.17,0.74,2.35,1.80,8.52
Frank Kaminsky,CHA,PF,22.23,1.85,1.11,3.90,1.52,0.55,0.52,0.86,8.48
Tarik Black,LAL,C,19.18,3.38,0.00,5.85,0.75,0.58,0.74,1.30,8.47
Anthony Tolliver,SAC,SF,24.63,0.63,2.17,4.14,1.00,0.58,0.21,1.02,8.41
Patty Mills,SA,PG,18.34,1.06,1.74,1.82,2.86,0.51,0.02,1.16,8.37
Kosta Koufos,SAC,C,20.50,3.79,0.00,5.67,0.65,0.51,0.50,1.08,8.35
Danny Green,SA,SG,27.71,0.70,2.11,3.79,1.75,1.15,0.81,1.04,8.30
Caris Levert,BKN,SG,21.77,1.46,1.45,3.16,1.95,1.08,0.16,1.52,8.27
Amir Johnson,BOS,PF,20.61,3.32,0.12,5.69,1.97,0.75,0.79,1.23,8.20
Nik Stauskas,PHI,SG,26.51,1.13,1.59,2.93,2.41,0.49,0.35,1.77,8.20
Joe Harris,BKN,SG,18.90,1.07,1.84,2.48,0.97,0.51,0.08,1.18,8.18
Kyle O'Quinn,NY,PF,15.13,3.51,0.02,5.22,1.24,0.39,1.02,1.07,8.14
Tony Snell,MIL,SF,27.62,1.07,1.80,3.68,1.31,0.51,0.30,0.84,8.13
Jeremy Lamb,CHA,SG,18.33,2.24,0.67,3.42,1.01,0.46,0.41,0.70,8.08
Vince Carter,MEM,SG,21.55,1.02,1.63,3.22,1.57,0.70,0.36,0.64,8.05
Jordan McRae,CLE,PG,15.92,1.81,0.84,1.84,1.29,0.29,0.20,0.95,8.03
Patrick Beverley,HOU,SG,27.34,1.64,1.31,4.49,3.94,1.16,0.31,1.32,8.02
TJ McConnell,PHI,PG,29.51,3.49,0.12,3.90,7.40,1.35,0.10,2.51,7.99
Norman Powell,TOR,SG,20.12,1.85,0.95,3.01,1.44,0.56,0.34,0.98,7.90
Matt Barnes,SAC,SG,25.59,1.41,1.44,5.13,2.49,0.65,0.36,1.91,7.84
Draymond Green,GSW,PF,29.44,1.86,0.71,7.53,6.76,1.67,1.43,2.50,7.82
Guillermo Hernangomez,NY,C,18.70,3.22,0.02,7.26,1.46,0.54,0.61,1.57,7.75
Willie Cauley-Stein,SAC,PF,16.18,3.25,0.00,3.40,0.64,0.48,0.51,0.63,7.74
Isaiah Whitehead,BKN,PG,20.67,2.31,0.60,2.42,2.75,0.58,0.47,2.37,7.74
JaMychal Green,MEM,PF,24.21,2.48,0.38,6.37,1.38,0.69,0.40,1.28,7.73
DeAndre Jordan,LAC,C,26.92,3.23,0.00,11.71,1.20,0.62,1.77,1.61,7.73
Jusuf Nurkic,POR,C,19.27,3.19,0.00,5.30,1.29,0.75,0.77,1.85,7.72
Ben McLemore,SAC,PG,21.17,1.75,1.13,1.99,1.13,0.67,0.10,1.43,7.72
Juancho Hernangomez,DEN,SF,21.80,1.25,1.36,5.16,0.99,0.70,0.55,0.80,7.72
Tyreke Evans,NO,PG,18.98,1.84,0.74,3.08,3.44,0.69,0.14,1.77,7.68
Rodney Stuckey,IND,PG,21.30,2.34,0.27,2.49,2.44,0.52,0.07,1.37,7.64
Meyers Leonard,POR,PF,21.99,1.66,1.35,4.36,1.20,0.12,0.33,1.02,7.64
Courtney Lee,NY,SG,29.97,1.76,1.14,3.26,2.10,1.03,0.28,0.84,7.61
Monta Ellis,IND,SG,25.61,2.37,0.52,2.78,3.31,0.99,0.31,1.76,7.61
Joe Johnson,UTA,SG,19.29,1.58,1.07,2.52,1.80,0.40,0.12,0.97,7.54
Luol Deng,LAL,SF,24.61,2.00,0.75,5.11,1.54,0.82,0.41,1.02,7.54
Langston Galloway,NO,PG,18.96,0.88,1.63,2.35,1.52,0.61,0.13,0.60,7.49
Domantas Sabonis,OKC,PF,23.26,2.41,0.65,4.40,1.12,0.56,0.47,1.41,7.48
Allen Crabbe,POR,SG,24.58,1.49,1.05,2.30,1.16,0.66,0.11,0.71,7.48
Ish Smith,DET,PG,18.85,2.89,0.28,2.43,3.86,0.46,0.23,1.42,7.48
Brandon Rush,MIN,SF,22.34,0.65,1.93,3.13,1.14,0.45,0.52,0.79,7.45
Ricky Rubio,MIN,PG,32.22,1.60,0.88,3.88,9.54,1.96,0.14,2.88,7.42
Sam Dekker,HOU,SF,19.63,2.14,0.74,3.90,1.22,0.53,0.34,0.77,7.41
Brandon Ingram,LAL,SF,27.70,2.04,0.59,4.39,2.12,0.42,0.44,1.64,7.38
Rondae Hollis-Jefferson,BKN,SG,23.22,2.16,0.09,5.37,2.06,1.04,0.54,1.76,7.32
Davis Bertans,SA,PF,15.08,0.74,1.53,2.23,1.01,0.36,0.56,0.67,7.25
Derrick Williams,CLE,SF,17.38,1.86,0.42,3.49,0.89,0.36,0.12,0.76,7.23
Anthony Morrow,OKC,SG,15.36,1.06,1.48,1.02,0.45,0.39,0.08,0.21,7.21
Mindaugas Kuzminskas,NY,SG,16.82,1.53,0.98,2.42,1.11,0.53,0.23,0.89,7.12
Joe Ingles,UTA,SG,24.98,0.55,1.80,3.60,2.77,1.35,0.11,1.43,7.07
Dewayne Dedmon,SA,PF,19.65,2.68,0.00,6.49,0.59,0.60,0.75,0.89,7.07
Spencer Dinwiddie,BKN,PG,22.98,1.61,0.52,2.73,3.19,0.60,0.33,1.60,7.02
Randy Foye,BKN,PG,21.05,0.92,1.47,2.50,2.22,0.50,0.31,1.83,7.00
Ian Clark,GSW,PG,15.41,1.80,0.84,1.83,1.81,0.58,0.20,0.97,6.97
Marcus Georges-Hunt,MIA,SG,12.49,1.57,0.92,1.58,1.10,0.38,0.14,0.87,6.93
Justin Hamilton,BKN,PF,15.73,1.60,1.04,3.59,0.73,0.40,0.69,0.74,6.91
Cory Joseph,TOR,PG,21.63,2.48,0.25,2.70,3.08,0.48,0.13,1.07,6.90
Tyson Chandler,PHX,C,26.30,2.66,0.00,10.33,1.08,0.68,0.66,1.62,6.90
