James Harden,59.0,55.6,42.6,68.6,57.1,57.1
Kemba Walker,41.0,38.6,29.5,47.8,43.0,43.0
Damian Lillard,40.4,42.1,32.1,52.2,37.9,37.9
Nicolas Batum,32.5,34.5,26.1,43.0,37.2,37.2
Brook Lopez,31.0,33.7,24.4,43.1,34.4,34.4
Nikola Vucevic,36.2,32.6,22.5,42.6,33.4,33.4
Harrison Barnes,28.4,30.5,22.4,38.5,32.0,32.0
C.J. McCollum,33.8,36.5,25.8,47.3,31.7,31.7
Marvin Williams,25.5,22.6,15.2,30.1,30.7,30.7
Serge Ibaka,30.3,29.3,19.4,39.1,30.5,30.5
Frank Kaminsky,22.7,20.2,11.6,28.8,29.8,29.8
Clint Capela,26.8,25.5,18.2,32.8,29.6,29.6
Elfrid Payton,25.8,27.4,15.5,39.4,28.7,28.7
Mason Plumlee,26.5,29.9,21.5,38.3,27.9,27.9
Yogi Ferrell,32.4,16.9,3.7,30.1,27.9,27.9
Patrick Beverley,21.5,26.5,19.6,33.4,27.6,27.6
Dirk Nowitzki,22.4,24.2,16.0,32.3,27.4,27.4
Seth Curry,32.2,21.8,13.1,30.5,26.8,26.8
Wesley Matthews,29.8,25.8,17.7,34.0,26.7,26.7
Evan Fournier,20.8,26.1,16.6,35.5,26.1,26.1
Michael Kidd-Gilchrist,20.4,22.6,14.8,30.5,26.0,26.0
Eric Gordon,22.3,26.9,18.6,35.2,25.5,25.5
Trevor Ariza,22.2,26.4,18.9,34.0,25.4,25.4
Ryan Anderson,25.0,23.8,13.7,33.9,25.4,25.4
Sean Kilpatrick,18.3,22.9,12.4,33.5,24.6,24.6
Aaron Gordon,16.2,21.5,12.3,30.6,23.5,23.5
Al-Farouq Aminu,25.5,22.4,15.5,29.2,22.5,22.5
Trevor Booker,24.4,25.7,17.2,34.2,22.4,22.4
Bojan Bogdanovic,19.4,21.2,13.0,29.3,21.9,21.9
Marco Belinelli,17.6,18.8,11.7,25.8,20.0,20.0
Evan Turner,22.9,20.7,13.7,27.8,20.0,20.0
Rondae Hollis-Jefferson,19.9,18.6,10.6,26.6,19.4,19.4
D.J. Augustin,15.4,15.7,9.4,22.0,18.0,18.0
Bismack Biyombo,10.4,18.3,9.7,27.0,17.3,17.3
Joe Harris,13.5,15.1,7.8,22.5,17.1,17.1
Jeremy Lamb,18.3,17.4,7.0,27.7,16.9,16.9
Randy Foye,9.4,12.0,5.3,18.7,16.1,16.1
Nene Hilario,23.1,15.9,9.3,22.4,15.9,15.9
Justin Hamilton,18.6,16.2,8.7,23.7,15.7,15.7
Spencer Dinwiddie,17.9,15.5,8.4,22.6,15.7,15.7
Allen Crabbe,18.6,17.4,9.6,25.2,14.9,14.9
Sam Dekker,12.0,15.3,7.4,23.1,14.6,14.6
Salah Mejri,11.5,10.4,1.7,19.2,14.6,14.6
C.J. Watson,22.0,9.7,1.8,17.7,14.5,14.5
Moe Harkless,14.2,21.3,13.4,29.3,14.1,14.1
Devin Harris,14.4,12.1,5.4,18.9,13.9,13.9
