DeMarcus Cousins,SAC,PF,35.15,8.20,1.54,11.63,4.46,1.51,1.29,3.93,28.90
Anthony Davis,NO,C,32.31,8.57,0.31,9.89,1.93,1.24,2.00,2.17,24.47
DeMar DeRozan,TOR,SG,29.78,8.05,0.21,4.37,3.41,0.99,0.14,1.92,23.25
Kawhi Leonard,SA,SF,34.60,5.62,1.88,6.62,3.14,1.60,0.74,1.90,22.33
Karl-Anthony Towns,MIN,C,32.36,7.94,0.71,10.04,2.50,0.75,1.25,2.44,22.27
LaMarcus Aldridge,SA,PF,35.39,8.24,0.06,8.75,1.99,0.75,1.04,1.49,20.87
Andrew Wiggins,MIN,SG,34.17,6.44,0.96,3.64,2.29,0.99,0.35,2.18,20.53
Carmelo Anthony,NY,SF,32.72,5.77,1.61,6.34,3.09,0.74,0.33,2.12,20.03
Kyle Lowry,TOR,PG,32.50,2.67,2.93,4.17,6.49,1.19,0.26,2.46,18.24
Jrue Holiday,NO,PG,33.66,4.92,1.84,3.86,7.21,1.62,0.54,3.24,17.88
Derrick Rose,NY,PG,30.29,5.91,0.21,3.38,3.97,0.66,0.20,2.53,14.97
Reggie Jackson,DET,PG,28.00,4.05,1.29,2.39,5.07,0.45,0.09,2.63,14.51
Darren Collison,SAC,PG,33.85,4.08,1.37,2.82,5.39,1.08,0.07,1.91,14.37
Jonas Valanciunas,TOR,C,26.78,5.59,0.00,9.21,0.82,0.48,0.84,1.34,13.53
Kristaps Porzingis,NY,PF,27.19,3.58,1.19,5.64,1.17,0.60,1.24,1.60,13.02
Andre Drummond,DET,C,27.64,5.37,0.00,11.05,0.76,1.24,1.00,1.85,12.69
Taj Gibson,CHI,PF,29.93,5.12,0.01,6.69,1.30,0.84,0.93,1.63,12.32
Robin Lopez,CHI,C,29.37,5.37,0.00,6.80,1.06,0.25,1.43,1.51,12.23
Kentavious Caldwell-Pope,DET,SG,31.78,2.16,2.00,3.12,2.09,0.97,0.18,1.42,12.02
Marcus Morris,DET,SF,31.97,2.42,1.62,4.26,2.23,0.52,0.24,1.47,11.18
Terrence Ross,TOR,SF,21.95,1.98,2.03,2.79,0.93,0.70,0.25,0.64,10.97
Tony Parker,SA,PG,29.14,4.39,0.17,2.60,5.48,0.68,0.10,1.72,10.82
Tobias Harris,DET,SF,24.11,3.08,0.91,3.90,1.32,0.42,0.30,1.09,10.80
Buddy Hield,NO,SG,22.15,1.54,2.37,3.35,1.42,0.34,0.16,0.98,10.76
Jon Leuer,DET,PF,25.63,3.51,0.61,5.44,1.49,0.50,0.44,1.21,10.26
Terrence Jones,NO,PF,25.40,3.37,0.33,5.52,1.22,0.73,1.07,1.14,9.93
Shabazz Muhammad,MIN,SG,19.68,2.52,0.86,3.05,0.65,0.27,0.09,0.76,9.81
Anthony Tolliver,SAC,SF,25.80,0.63,2.52,4.80,1.10,0.57,0.28,0.95,9.76
Arron Afflalo,SAC,SF,28.73,2.26,1.23,2.94,1.90,0.45,0.12,1.07,9.63
Gorgui Dieng,MIN,PF,27.54,3.77,0.05,6.68,1.80,1.02,0.89,1.31,9.63
DeMarre Carroll,TOR,SF,26.91,1.47,1.78,4.11,1.13,1.09,0.29,0.90,9.37
David Lee,SA,PF,22.02,3.85,0.00,6.68,2.00,0.48,0.52,1.23,9.24
Matt Barnes,SAC,SG,25.53,1.48,1.70,5.60,2.78,0.67,0.47,1.80,8.98
Doug McDermott,CHI,SF,22.02,1.86,1.36,2.42,0.94,0.23,0.06,0.79,8.87
Lance Stephenson,MIN,SG,21.26,3.06,0.31,3.16,2.44,0.57,0.14,1.53,8.80
Michael Carter-Williams,CHI,PG,22.43,3.24,0.16,3.73,3.32,0.97,0.48,2.33,8.69
Kosta Koufos,SAC,C,20.87,3.94,0.00,6.15,0.72,0.44,0.72,0.99,8.69
Jordan Hill,MIN,PF,15.95,3.09,0.49,3.93,1.44,0.51,0.15,1.70,8.62
Tyreke Evans,NO,PG,17.57,2.00,0.85,2.73,3.42,0.67,0.15,1.58,8.35
Ben McLemore,SAC,PG,20.39,1.68,1.18,2.07,1.16,0.62,0.12,1.32,7.97
Patty Mills,SA,PG,18.47,1.11,1.56,1.91,2.74,0.54,0.02,1.09,7.81
Langston Galloway,NO,PG,16.35,0.96,1.70,2.00,1.42,0.71,0.12,0.54,7.75
Danny Green,SA,SG,27.92,0.72,1.92,3.72,1.87,1.13,0.73,0.96,7.69
Kyle O'Quinn,NY,PF,15.00,3.39,0.02,4.89,1.18,0.37,0.84,1.10,7.63
Willie Cauley-Stein,SAC,PF,16.07,3.18,0.00,3.78,0.67,0.43,0.59,0.60,7.61
Jerian Grant,CHI,PG,21.76,1.70,0.76,2.30,2.72,1.05,0.14,1.65,7.16
Courtney Lee,NY,SG,29.83,1.68,1.08,2.92,1.97,0.89,0.23,0.84,7.13
Ish Smith,DET,PG,18.12,2.75,0.28,2.14,3.41,0.51,0.26,1.55,7.06
Ricky Rubio,MIN,PG,30.25,1.46,0.81,3.56,8.54,1.87,0.13,2.45,6.84
Davis Bertans,SA,PF,15.27,0.71,1.48,2.29,1.04,0.37,0.54,0.65,6.83
Brandon Jennings,NY,PG,24.68,0.99,1.23,2.53,4.63,0.84,0.10,1.99,6.83
Solomon Hill,NO,SF,28.78,1.14,1.27,4.48,2.32,0.86,0.50,1.36,6.79
Guillermo Hernangomez,NY,C,17.91,2.85,0.03,6.76,1.46,0.36,0.47,1.52,6.75
Ty Lawson,SAC,PG,21.54,1.80,0.48,2.34,4.35,0.87,0.08,1.78,6.70
Jared Sullinger,TOR,PF,14.63,2.71,0.10,4.43,1.30,0.35,0.23,0.68,6.61
Mindaugas Kuzminskas,NY,SG,16.80,1.42,0.95,2.44,1.17,0.48,0.20,1.04,6.60
Dewayne Dedmon,SA,PF,19.11,2.47,0.00,6.15,0.53,0.57,0.78,0.80,6.56
Norman Powell,TOR,SG,15.17,1.68,0.55,2.20,1.00,0.53,0.19,0.71,6.43
Justin Holiday,NY,PG,20.05,0.96,1.21,2.92,1.31,0.78,0.31,1.05,6.27
Cory Joseph,TOR,PG,15.87,2.19,0.17,1.88,2.17,0.43,0.08,0.84,6.24
Denzel Valentine,CHI,PG,17.40,0.69,1.49,2.37,1.30,0.81,0.14,1.29,6.16
Pascal Siakam,TOR,PF,16.36,2.68,0.01,3.82,0.37,0.39,0.89,0.79,6.06
Manu Ginobili,SA,SG,16.36,0.92,1.03,2.12,2.19,0.84,0.18,1.25,6.05
Brandon Rush,MIN,SF,18.35,0.51,1.56,2.64,0.98,0.35,0.37,0.64,6.03
Cristiano Felicio,CHI,C,17.17,2.19,0.00,4.89,0.96,0.45,0.38,0.71,5.77
Nemanja Bjelica,MIN,SF,15.78,1.13,0.94,2.94,1.25,0.47,0.25,0.94,5.72
