Tyler Ennis,31.8,LAL,PG,NOP,46.40,24,219.0,-135,110.75,0.75,9.7,101.60,21.22,33.15,42.29,21.31,3.18
Ty Lawson,28.8,SAC,PG,PHO,47.11,26,217.5,-195,111,-0.5,24.6,99.24,20.02,40.47,42.05,15.55,2.88
Skal Labissiere,30.87,SAC,PF,PHO,46.28,25,217.5,-195,111,-0.5,17.3,99.24,20.56,31.25,40.44,21.30,2.81
Cheick Diallo,27.23,NOP,PF,@ LAL,48.83,30,219.0,115,108.25,1.25,9.7,101.62,20.14,28.43,34.85,19.61,2.72
Dragan Bender,27.01,PHO,PF,@ SAC,46.33,27,217.5,170,106.5,-1.5,12.5,103.77,14.70,36.24,39.97,14.05,2.7
Jamal Murray,33.06,DEN,PG,@ DAL,40.07,1,214.0,120,105.75,-0.5,20.6,102.68,22.05,39.86,43.97,22.15,2.54
Yogi Ferrell,29.94,DAL,PG,DEN,48.21,28,214.0,-140,108.25,2,25.2,94.37,19.11,32.59,42.22,17.66,2.5
Nicolas Brussino,24.82,DAL,SG,DEN,41.63,28,214.0,-140,108.25,2,9.5,94.37,15.87,25.38,33.51,16.13,2.48
Alex Abrines,24.18,OKC,SG,@ MIN,38.76,17,208.0,260,100,-4.5,15.2,102.86,15.89,41.00,31.43,16.93,2.42
Alexis Ajinca,28.95,NOP,C,@ LAL,52.44,29,219.0,115,108.25,1.25,14.0,101.62,15.66,27.32,39.37,18.53,2.41
Alex Len,26.32,PHO,C,@ SAC,47.71,16,217.5,170,106.5,-1.5,19.9,103.77,17.54,24.20,36.85,15.79,2.39
Enes Kanter,34.39,OKC,C,@ MIN,48.74,20,208.0,260,100,-4.5,20.8,102.86,26.90,30.07,49.87,18.91,2.29
Dwight Powell,22.72,DAL,C,DEN,48.37,18,214.0,-140,108.25,2,16.8,94.37,14.93,23.70,31.35,14.09,2.27
Derrick Jones,22.56,PHO,SF,@ SAC,39.11,15,217.5,170,106.5,-1.5,16.1,103.77,11.39,43.87,29.33,15.79,2.26
Jeremy Lamb,22.02,CHA,SG,@ ATL,39.57,20,205.0,300,98.25,-0.5,17.7,100.51,21.88,15.16,32.59,11.45,2.2
Kent Bazemore,21.79,ATL,SG,CHA,39.96,23,205.0,-360,106.75,0.5,26.6,101.70,20.28,24.89,30.29,13.29,2.18
Garrett Temple,21.62,SAC,SF,PHO,38.98,14,217.5,-195,111,-0.5,26.1,99.24,14.09,32.80,30.48,12.76,2.16
Quinn Cook,21.31,NOP,PG,@ LAL,48.21,29,219.0,115,108.25,1.25,12.3,101.62,20.22,25.76,28.77,13.85,2.13
Steven Adams,27.7,OKC,C,@ MIN,48.74,20,208.0,260,100,-4.5,29.6,102.86,16.01,34.22,36.29,19.11,2.13
Ben McLemore,21.01,SAC,SG,PHO,40.45,26,217.5,-195,111,-0.5,18.5,99.24,18.82,28.84,31.09,10.93,2.1
Semaj Christon,20.75,OKC,PG,@ MIN,43.86,16,208.0,260,100,-4.5,14.5,102.86,13.89,38.28,30.09,11.41,2.08
Georgios Papagiannis,19.93,SAC,C,PHO,49.25,25,217.5,-195,111,-0.5,14.6,99.24,15.57,27.29,26.71,13.15,1.99
Larry Nance,29.55,LAL,PF,NOP,45.21,22,219.0,-135,110.75,0.75,22.2,101.60,13.72,27.19,38.41,20.68,1.97
Tarik Black,19.59,LAL,C,NOP,48.51,19,219.0,-135,110.75,0.75,15.7,101.60,15.64,21.85,27.82,11.36,1.96
Juan Hernangomez,19.43,DEN,SF,@ DAL,36.03,3,214.0,120,105.75,-0.5,13.0,102.68,14.19,25.95,25.45,13.41,1.94
Domantas Sabonis,18.76,OKC,PF,@ MIN,41.68,4,208.0,260,100,-4.5,19.6,102.86,15.30,31.53,27.95,9.57,1.88
Jarrod Uthoff,18.8,DAL,PF,DEN,44.85,18,214.0,-140,108.25,2,10.3,94.37,19.80,21.80,24.06,13.54,1.88
Jordan Crawford,26.02,NOP,SG,@ LAL,39.18,19,219.0,115,108.25,1.25,22.9,101.62,24.71,30.43,37.99,14.05,1.86
Jerami Grant,18.51,OKC,PF,@ MIN,41.68,4,208.0,260,100,-4.5,18.9,102.86,12.08,23.30,25.17,11.85,1.85
Thomas Robinson,18.32,LAL,PF,NOP,45.21,22,219.0,-135,110.75,0.75,11.5,101.60,20.90,20.47,26.93,9.71,1.83
