DeMarcus Cousins,SAC,PF,13th,36.6,77.9,34.2,37.80,54.28,76
Giannis Antetokounmpo,MIL,PG,10th,34.1,73.9,34.4,38.48,51.14,76
Kevin Durant,GSW,SF,17th,31.8,64.3,33.9,32.98,45.74,81
Isaiah Thomas,BOS,PG,6th,31.7,63.8,33.6,38.16,45.45,78
Karl-Anthony Towns,MIN,C,21st,35.5,73.3,35.7,37.62,51.69,75
Stephen Curry,GSW,PG,21st,29.1,56.7,33.2,35.02,40.94,81
Hassan Whiteside,MIA,C,19th,15.5,60.9,32.7,32.70,34.92,66
Blake Griffin,LAC,PF,8th,18,48.1,33.0,28.50,30.92,78
Eric Bledsoe,PHX,PG,28th,25.2,66.2,32.5,34.41,42.81,69
Kemba Walker,CHA,PG,13th,26.6,59.5,33.4,33.66,40.69,76
Draymond Green,GSW,PF,23rd,26.7,55,32.8,37.10,38.81,78
Mike Conley,MEM,PG,1st,21.5,55.8,32.1,36.05,36.23,72
Jabari Parker,MIL,PF,13th,22.4,57,33.9,36.26,37.24,71
Nicolas Batum,CHA,SG,16th,20,51.9,34.2,32.30,33.69,73
Marc Gasol,MEM,C,10th,18.1,57.4,34.0,33.12,34.97,70
Gordon Hayward,UTA,SF,7th,16.7,50.5,34.3,35.02,31.20,73
Andre Drummond,DET,C,24th,23.1,60.7,30.0,31.62,39.24,70
Goran Dragic,MIA,PG,8th,17.2,53.2,34.1,36.05,32.59,70
Rudy Gobert,UTA,C,6th,20.9,52.5,33.1,32.76,34.43,73
Andrew Wiggins,MIN,SF,30th,20.1,59.1,36.5,39.22,36.79,64
DeAndre Jordan,LAC,C,7th,21.3,52.6,31.6,31.68,34.72,74
Devin Booker,PHX,SG,27th,20.8,53.6,34.0,38.11,34.87,68
Klay Thompson,GSW,SG,3rd,16.8,49.3,33.8,37.06,30.69,70
Reggie Jackson,DET,PG,23rd,19.2,51.1,28.8,34.24,32.84,67
George Hill,UTA,PG,2nd,14.7,49.6,31.1,33.99,29.67,67
Brook Lopez,BKN,C,17th,24.7,60,28.8,34.10,39.83,70
Zach LaVine,MIN,SG,30th,14.6,49.6,36.8,38.88,29.63,66
Tobias Harris,DET,PF,14th,17.8,47.2,32.4,32.86,30.40,69
Zach Randolph,MEM,PF,6th,15.9,42.1,23.5,25.44,27.09,72
Jae Crowder,BOS,SF,29th,20.1,46.3,31.6,35.02,31.34,72
Wilson Chandler,DEN,PF,24th,10.9,49.1,30.0,28.20,27.27,61
James Johnson,MIA,PF,7th,19.2,51.6,25.4,32.70,33.09,61
Ricky Rubio,MIN,PG,30th,17.9,52.1,31.2,31.68,32.57,63
Marcus Morris,DET,SF,14th,14.9,46.6,32.2,37.40,28.50,62
Will Barton,DEN,SG,9th,4.7,39.7,28.0,20.00,19.70,59
Danilo Gallinari,DEN,SF,24th,21,44.6,33.7,33.33,31.13,76
Dion Waiters,MIA,SG,13th,10.5,52.3,29.7,29.14,28.41,54
Trevor Booker,BKN,PF,21st,15.4,45.2,26.4,28.08,28.16,67
Austin Rivers,LAC,PG,15th,11.7,46,26.6,32.90,26.39,49
Gorgui Dieng,MIN,PF,21st,13.2,42.7,31.7,28.21,25.81,67
Gary Harris,DEN,SG,9th,9.1,42,26.6,28.80,23.21,57
Kentavious Caldwell-Pope,DET,SG,4th,8.2,46.7,33.1,32.76,24.67,58
Marcus Smart,BOS,PG,6th,13.7,40.6,30.0,32.96,25.21,68
Malcolm Brogdon,MIL,SG,22nd,11.4,43.7,24.7,29.70,25.25,54
J.J. Redick,LAC,SG,15th,11.4,41.9,27.6,30.00,24.45,60
Jon Leuer,DET,PF,9th,8.7,34.7,26.3,27.16,19.83,66
Michael Kidd-Gilchrist,CHA,SF,16th,18.2,46.1,29.5,37.80,30.16,65
Tyson Chandler,PHX,C,15th,16.7,49.5,27.9,33.66,30.77,63
Sean Kilpatrick,BKN,SG,5th,1.9,39.2,26.5,23.25,17.88,54
Kenneth Faried,DEN,PF,20th,7.8,43.8,21.5,24.00,23.26,53
Greg Monroe,MIL,C,25th,15.1,50.6,20.6,26.19,30.28,58
Marvin Williams,CHA,PF,15th,17.2,42.3,26.7,28.08,27.97,67
Raymond Felton,LAC,PG,26th,7.7,40.1,21.3,25.92,21.59,42
Rodney Hood,UTA,SG,26th,1.9,34.8,28.7,25.92,15.99,58
JaMychal Green,MEM,PF,6th,10.9,39,28.7,32.40,22.94,63
Tony Allen,MEM,SG,2nd,5.4,35.6,27.8,26.60,18.30,59
Bojan Bogdanovic,BKN,SG,5th,8.9,38.5,26.1,24.44,21.60,60
