James Harden,HOU,PG,36.80,4.84,3.73,8.57,11.10,1.62,0.67,6.70,31.56
Russell Westbrook,OKC,PG,34.67,7.60,2.07,10.12,9.52,1.66,0.22,5.90,30.08
Isaiah Thomas,BOS,PG,37.48,5.45,3.24,2.96,5.78,1.12,0.11,2.98,27.81
Stephen Curry,GSW,PG,34.82,3.86,5.00,5.38,6.70,2.03,0.20,3.00,26.89
Kyrie Irving,CLE,PG,35.56,7.48,2.35,3.24,5.81,1.28,0.32,2.68,26.13
Kevin Durant,GSW,SF,35.24,6.92,1.71,9.17,5.23,1.21,1.30,2.80,25.32
LeBron James,CLE,SF,36.24,7.48,1.26,7.81,8.73,1.34,0.61,3.66,24.29
Kemba Walker,CHA,PG,33.49,4.87,3.05,4.17,5.31,0.96,0.22,2.46,22.99
Blake Griffin,LAC,PF,33.45,8.87,0.09,8.87,4.68,0.92,0.54,2.44,22.93
Devin Booker,PHX,SG,37.72,5.79,2.28,3.09,4.05,0.99,0.29,3.90,22.15
Paul George,IND,SF,36.20,4.54,2.83,6.58,3.62,1.77,0.38,3.14,21.74
Klay Thompson,GSW,SG,33.40,4.54,3.10,4.28,2.03,0.89,0.47,1.66,21.38
Nikola Vucevic,ORL,C,31.89,9.36,0.08,9.63,2.63,0.78,0.69,2.20,20.78
Giannis Antetokounmpo,MIL,SG,33.77,6.33,0.36,8.31,4.78,1.49,1.60,3.51,19.60
Hassan Whiteside,MIA,C,31.13,7.48,0.00,12.30,0.54,0.90,2.20,2.54,19.13
Nikola Jokic,DEN,C,32.27,7.58,0.44,9.95,4.50,1.10,0.76,2.33,19.00
Gordon Hayward,UTA,SF,33.47,4.14,1.87,5.40,3.68,0.88,0.29,2.34,18.79
Wilson Chandler,DEN,SF,34.99,5.56,1.72,7.19,2.53,0.98,0.51,2.12,18.13
Goran Dragic,MIA,PG,31.58,5.73,1.10,3.84,5.72,1.15,0.16,3.37,17.98
TJ Warren,PHX,SF,35.65,7.28,0.52,4.99,1.34,1.27,0.49,1.25,17.74
George Hill,UTA,PG,29.88,4.89,1.53,6.20,3.63,0.88,0.55,1.83,17.14
Harrison Barnes,DAL,SF,30.21,5.95,0.80,4.86,1.31,0.68,0.18,1.03,17.10
Ryan Anderson,HOU,PF,31.27,2.49,3.09,5.92,1.27,0.69,0.34,1.30,17.06
Kevin Love,CLE,PF,31.18,2.64,2.65,9.99,2.29,0.91,0.44,1.85,16.62
Victor Oladipo,OKC,SG,31.59,4.47,1.82,4.43,2.83,1.37,0.48,2.16,16.62
JJ Redick,LAC,SG,29.14,2.25,3.46,2.27,1.35,0.57,0.13,1.22,16.42
Jahlil Okafor,PHI,PF,22.53,6.61,0.00,4.76,0.93,0.35,0.85,1.76,16.40
Al Horford,BOS,C,35.09,5.21,1.06,6.64,4.03,1.01,1.20,1.60,15.20
Dirk Nowitzki,DAL,PF,25.08,4.32,1.34,5.43,1.37,0.59,0.56,0.88,15.19
Serge Ibaka,ORL,PF,34.67,4.70,1.43,7.34,1.04,0.60,1.11,1.61,14.96
Wesley Matthews,DAL,SF,34.37,1.77,3.22,3.83,2.46,1.00,0.20,1.21,14.81
Jeff Teague,IND,PG,35.08,3.38,1.25,4.16,8.74,1.46,0.42,3.38,14.59
Myles Turner,IND,C,30.65,4.99,0.23,6.91,0.99,0.79,1.89,1.49,14.22
Clint Capela,HOU,C,23.42,5.90,0.00,7.83,0.91,0.68,1.76,1.40,13.82
Austin Rivers,LAC,SF,33.87,3.01,1.96,2.99,3.56,0.78,0.24,1.80,13.77
CJ Miles,IND,SG,25.36,1.29,3.21,3.48,0.78,0.75,0.51,0.86,13.52
Montrezl Harrell,HOU,PF,21.25,5.25,0.00,3.94,1.39,0.53,0.96,1.22,13.17
Evan Fournier,ORL,SG,30.80,2.82,1.82,2.83,3.02,0.76,0.03,2.22,13.13
Seth Curry,DAL,SG,29.27,2.51,2.16,3.16,3.11,1.08,0.13,1.52,13.06
Greg Monroe,MIL,C,22.51,4.81,0.00,6.75,1.81,0.86,0.55,1.83,13.02
Ersan Ilyasova,PHI,PF,27.17,2.85,1.65,5.91,1.40,0.73,0.30,1.41,12.76
Trevor Ariza,HOU,SF,36.35,1.20,3.03,6.23,2.96,2.00,0.42,1.39,12.73
Marquese Chriss,PHX,PF,25.61,3.62,1.28,5.22,0.99,1.28,0.86,1.88,12.50
Nicolas Batum,CHA,SG,32.67,2.64,1.64,6.31,6.08,0.85,0.35,2.79,12.40
Deron Williams,DAL,PG,28.44,3.11,1.40,2.74,6.03,0.67,0.10,2.19,12.38
Michael Beasley,MIL,SF,19.55,4.66,0.17,4.28,1.03,0.51,0.57,1.83,12.36
Derrick Favors,UTA,PF,23.06,4.78,0.01,5.90,1.09,0.77,1.00,1.38,12.29
Brandon Knight,PHX,PG,23.23,3.01,1.48,2.54,3.33,0.72,0.17,2.61,12.15
Robert Covington,PHI,SF,32.40,1.45,2.49,6.40,1.68,1.40,0.74,2.20,12.07
Tyler Johnson,MIA,PG,26.18,3.41,0.90,3.52,2.89,1.14,0.55,1.43,12.06
Marreese Speights,LAC,C,16.51,2.59,1.49,4.82,0.95,0.29,0.56,0.84,11.72
James Johnson,MIA,PF,29.24,3.30,0.99,4.96,3.53,1.22,1.09,2.56,11.58
Gary Harris,DEN,SG,32.00,2.89,1.48,3.10,2.49,1.24,0.20,1.44,11.49
Marvin Williams,CHA,PF,29.34,2.00,2.10,6.13,1.41,0.76,0.52,0.82,11.40
Steven Adams,OKC,C,30.74,4.63,0.00,8.34,1.22,1.08,0.91,2.33,11.34
Will Barton,DEN,SG,23.86,2.87,1.21,4.23,2.93,0.67,0.37,1.65,11.23
Cody Zeller,CHA,C,25.78,4.03,0.00,6.35,1.24,0.68,0.71,1.23,10.49
John Henson,MIL,C,24.59,4.21,0.00,5.79,1.22,0.61,1.84,1.80,10.33
Michael Kidd-Gilchrist,CHA,SF,29.52,3.95,0.01,7.27,1.48,0.55,0.73,0.94,10.16
Kelly Olynyk,BOS,PF,23.35,2.83,1.03,4.37,1.83,0.62,0.32,1.30,10.09
Wayne Ellington,MIA,PG,22.55,1.50,2.07,2.17,1.27,0.72,0.08,0.68,10.05
Elfrid Payton,ORL,PG,26.11,3.72,0.38,3.22,5.18,0.76,0.25,2.40,9.88
Jamal Crawford,LAC,SG,20.04,2.21,1.17,1.49,2.17,0.47,0.21,1.26,9.81
Mirza Teletovic,MIL,PF,18.19,1.09,2.24,3.24,0.79,0.26,0.22,1.14,9.77
Nerlens Noel,PHI,C,19.87,3.88,0.00,4.98,1.22,1.07,0.87,1.50,9.72
Jameer Nelson,DEN,PG,29.73,2.30,1.53,2.90,6.04,0.71,0.13,2.14,9.63
Patrick Beverley,HOU,SG,29.71,1.78,1.62,5.00,4.59,1.36,0.51,1.72,9.58
Kyle Korver,CLE,SG,25.56,0.94,2.35,2.81,2.00,0.50,0.35,1.03,9.43
