Monta Ellis,24.86,IND,SG,@ MEM,37.88,11,196.0,155,96,-0.25,26.3,100.83,17.25,32.50,35.80,13.92,2.49
Rodney Hood,22.68,UTA,SG,@ SAC,39.98,21,194.5,-325,101,0,27.0,94.33,20.81,29.78,35.15,10.21,2.27
Justin Anderson,21.86,PHI,PF,ATL,42.67,6,211.0,122,104.25,1.25,14.5,102.22,20.06,27.92,37.82,5.90,2.19
Amir Johnson,19.88,BOS,PF,MIL,44.14,13,209.5,-350,108.75,0.5,19.7,99.63,13.69,24.68,30.42,9.34,1.99
Timothe Luwawu-Cabarrot,19.79,PHI,SG,ATL,40.22,26,211.0,122,104.25,1.25,14.2,102.22,16.96,33.11,31.47,8.11,1.98
Skal Labissiere,21.77,SAC,PF,UTA,40.16,1,194.5,270,93.5,0,14.2,99.24,21.74,25.81,36.14,7.40,1.98
Tony Allen,19.39,MEM,SG,IND,38.35,14,196.0,-175,100,-1.25,26.8,97.74,16.78,28.01,30.05,8.73,1.94
Nik Stauskas,19.41,PHI,SG,ATL,40.22,26,211.0,122,104.25,1.25,26.6,102.22,16.18,32.11,30.47,8.35,1.94
Austin Rivers,19.25,LAC,PG,WAS,41.51,4,218.5,-250,112.25,0,27.6,99.86,19.78,27.48,28.11,10.39,1.93
Andre Iguodala,21.1,GSW,SG,@ SAS,38.30,12,208.0,165,101.75,-0.25,25.8,104.67,11.94,30.29,32.70,9.49,1.92
Josh Richardson,22.83,MIA,SG,@ NYK,40.01,22,209.0,-160,106.25,0.25,28.8,98.61,16.71,33.05,34.47,11.19,1.9
Shawn Long,18.85,PHI,C,ATL,44.73,6,211.0,122,104.25,1.25,12.3,102.22,25.25,20.45,29.97,7.73,1.89
Jamal Crawford,18.9,LAC,SG,WAS,38.33,13,218.5,-250,112.25,0,25.9,99.86,22.13,25.31,29.48,8.32,1.89
Joe Johnson,18.76,UTA,SF,@ SAC,39.12,15,194.5,-325,101,0,22.9,94.33,16.90,26.69,29.08,8.44,1.88
JaMychal Green,18.47,MEM,PF,IND,44.86,20,196.0,-175,100,-1.25,27.1,97.74,13.50,24.12,29.00,7.94,1.85
Buddy Hield,23.71,SAC,SG,UTA,34.27,1,194.5,270,93.5,0,21.7,99.24,20.05,33.92,36.51,10.91,1.82
Vince Carter,18.13,MEM,SF,IND,40.18,25,196.0,-175,100,-1.25,23.9,97.74,14.50,27.87,27.92,8.34,1.81
Joe Ingles,19.65,UTA,SG,@ SAC,39.98,21,194.5,-325,101,0,22.8,94.33,13.53,29.18,30.06,9.24,1.79
Cody Zeller,25.1,CHA,C,@ TOR,46.46,9,202.0,200,98,-1.5,27.2,100.51,15.26,30.47,36.65,13.55,1.79
Tony Parker,17.89,SAS,PG,GSW,43.62,13,208.0,-190,106.25,-0.25,24.9,97.88,20.42,24.33,27.37,8.41,1.79
Tim Frazier,17.91,NOP,PG,DAL,39.86,1,201.5,-225,103.5,1.25,23.0,101.62,18.41,24.47,28.66,7.16,1.79
Cory Joseph,24.86,TOR,PG,CHA,44.01,16,202.0,-240,104,-2.5,24.4,98.46,18.51,30.32,34.80,14.92,1.78
Rodney McGruder,17.65,MIA,SG,@ NYK,40.01,22,209.0,-160,106.25,0.25,24.7,98.61,11.84,28.87,25.95,9.35,1.77
Ron Baker,17.32,NYK,PG,MIA,41.79,6,209.0,140,102.75,-0.25,13.5,101.39,16.21,24.01,28.23,6.41,1.73
Kent Bazemore,18.92,ATL,SG,@ PHI,39.04,18,211.0,-142,106.75,2.75,27.0,101.70,20.15,25.16,29.52,8.32,1.72
Danny Green,17.16,SAS,SG,GSW,37.51,6,208.0,-190,106.25,-0.25,26.4,97.88,12.90,25.05,27.11,7.21,1.72
Yogi Ferrell,16.96,DAL,PG,@ NOP,46.52,27,201.5,195,98,0.25,25.1,94.37,18.72,21.57,26.46,7.46,1.7
T.J. McConnell,30.39,PHI,PG,ATL,46.22,24,211.0,122,104.25,1.25,25.1,102.22,16.42,34.61,42.24,18.54,1.69
Dante Exum,16.88,UTA,PG,@ SAC,44.40,19,194.5,-325,101,0,17.4,94.33,17.56,26.15,29.54,4.22,1.69
Kelly Olynyk,18.47,BOS,PF,MIL,44.14,13,209.5,-350,108.75,0.5,20.2,99.63,18.66,20.30,29.18,7.76,1.68
Manu Ginobili,16.75,SAS,SG,GSW,37.51,6,208.0,-190,106.25,-0.25,18.3,97.88,20.60,19.17,26.97,6.53,1.68
Georgios Papagiannis,16.67,SAC,C,UTA,43.59,3,194.5,270,93.5,0,11.6,99.24,15.26,22.56,25.51,7.83,1.67
Tony Snell,16.68,MIL,SG,@ BOS,37.86,10,209.5,290,100.75,0.5,28.5,99.06,11.32,29.65,27.86,5.50,1.67
