Nene Hilario,23.09,HOU,C,@ OKC,47.51,14,224.0,112,111,0.25,17.4,103.47,19.68,21.42,31.17,15.01,2.31
Robin Lopez,27.64,CHI,C,BOS,49.09,23,206.5,118,102,-2.5,27.7,98.73,16.73,33.04,37.59,17.69,2.13
Jerian Grant,20.33,CHI,PG,BOS,44.99,20,206.5,118,102,-2.5,15.8,98.73,16.86,27.38,33.54,7.12,2.03
Andre Roberson,25.72,OKC,SF,HOU,39.57,22,224.0,-132,113,-0.25,29.7,102.86,10.20,35.24,33.18,18.26,1.98
Joe Ingles,21.19,UTA,SG,LAC,36.85,5,197.0,105,97.75,0,23.7,94.33,13.75,31.13,28.82,13.56,1.93
Steven Adams,23.69,OKC,C,HOU,51.06,28,224.0,-132,113,-0.25,29.3,102.86,15.88,30.74,33.40,13.98,1.82
Jamal Crawford,17.73,LAC,SG,@ UTA,33.71,1,197.0,-125,99.25,0,25.8,99.86,21.99,26.26,24.64,10.82,1.77
Kelly Olynyk,19.42,BOS,C,@ CHI,44.75,5,206.5,-138,104.5,1.5,20.1,99.63,18.87,21.99,27.19,11.65,1.77
Luc Richard Mbah a Moute,17.67,LAC,SF,@ UTA,33.21,1,197.0,-125,99.25,0,22.2,99.86,10.74,34.55,22.79,12.55,1.77
Clint Capela,27.5,HOU,C,@ OKC,47.51,14,224.0,112,111,0.25,23.4,103.47,19.61,24.54,37.67,17.32,1.62
Marcus Smart,25.61,BOS,PG,@ CHI,44.72,18,206.5,-138,104.5,1.5,29.8,99.63,19.25,30.39,33.29,17.93,1.6
Jerami Grant,15.87,OKC,SF,HOU,39.57,22,224.0,-132,113,-0.25,19.0,102.86,12.17,24.67,19.68,12.06,1.59
Eric Gordon,22.08,HOU,SG,@ OKC,38.85,16,224.0,112,111,0.25,30.5,103.47,22.22,29.51,30.03,14.13,1.58
Taj Gibson,18.93,OKC,PF,HOU,46.49,27,224.0,-132,113,-0.25,24.9,102.86,18.46,22.62,25.56,12.30,1.58
Boris Diaw,15.68,UTA,PF,LAC,43.98,14,197.0,105,97.75,0,17.2,94.33,15.48,21.79,21.17,10.19,1.57
Derrick Favors,27.81,UTA,PF,LAC,43.98,14,197.0,105,97.75,0,23.6,94.33,18.46,31.92,36.71,18.91,1.55
Patrick Beverley,29.37,HOU,PG,@ OKC,43.53,13,224.0,112,111,0.25,30.2,103.47,15.51,31.93,41.71,17.03,1.55
Joe Johnson,23.01,UTA,SF,LAC,39.67,24,197.0,105,97.75,0,23.3,94.33,17.38,29.90,33.59,12.43,1.53
Marreese Speights,14.48,LAC,PF,@ UTA,39.53,1,197.0,-125,99.25,0,15.1,99.86,22.40,14.07,19.55,9.41,1.45
Paul Zipser,13.55,CHI,SG,BOS,38.49,15,206.5,118,102,-2.5,19.0,98.73,14.22,24.37,19.38,7.72,1.36
Bobby Portis,16.3,CHI,PF,BOS,45.02,20,206.5,118,102,-2.5,15.3,98.73,18.28,17.70,23.47,9.13,1.36
Victor Oladipo,29.71,OKC,SG,HOU,40.09,24,224.0,-132,113,-0.25,32.8,102.86,21.31,37.17,38.33,21.09,1.35
Avery Bradley,30.72,BOS,SG,@ CHI,37.56,8,206.5,-138,104.5,1.5,33.0,99.63,20.86,38.68,44.85,16.59,1.34
Dwyane Wade,35.72,CHI,SG,BOS,38.49,15,206.5,118,102,-2.5,29.5,98.73,29.04,32.54,48.22,23.22,1.32
Amir Johnson,12.96,BOS,PF,@ CHI,44.27,15,206.5,-138,104.5,1.5,19.4,99.63,13.86,15.25,22.42,3.50,1.3
Cristiano Da Silva Felicio,12.88,CHI,C,BOS,49.09,23,206.5,118,102,-2.5,15.3,98.73,12.21,14.79,16.62,9.14,1.29
J.J. Redick,17.97,LAC,SG,@ UTA,33.71,1,197.0,-125,99.25,0,27.8,99.86,20.43,31.77,24.26,11.68,1.28
George Hill,29.11,UTA,PG,LAC,41.87,2,197.0,105,97.75,0,31.2,94.33,22.01,36.30,44.54,13.68,1.27
Gerald Green,12.45,BOS,SG,@ CHI,37.56,8,206.5,-138,104.5,1.5,10.8,99.63,22.44,15.39,18.68,6.22,1.25
Michael Carter-Williams,12.54,CHI,PG,BOS,44.99,20,206.5,118,102,-2.5,18.0,98.73,21.53,15.04,16.93,8.15,1.25
Jae Crowder,28.07,BOS,SF,@ CHI,39.00,14,206.5,-138,104.5,1.5,31.9,99.63,16.51,34.88,36.49,19.65,1.22
Al Horford,32.73,BOS,C,@ CHI,44.75,5,206.5,-138,104.5,1.5,31.8,99.63,20.00,36.87,41.24,24.22,1.21
DeAndre Jordan,39.62,LAC,C,@ UTA,43.66,3,197.0,-125,99.25,0,31.4,99.86,14.38,36.72,54.28,24.96,1.2
Raymond Felton,11.73,LAC,SF,@ UTA,33.21,1,197.0,-125,99.25,0,20.6,99.86,16.58,16.95,18.77,4.69,1.17
Rodney Hood,16.94,UTA,SG,LAC,36.85,5,197.0,105,97.75,0,26.4,94.33,20.68,24.46,25.92,7.96,1.13
Louis Williams,20.11,HOU,PG,@ OKC,43.53,13,224.0,112,111,0.25,24.1,103.47,29.36,23.39,25.94,14.28,1.12
Nikola Mirotic,24.52,CHI,PF,BOS,45.02,20,206.5,118,102,-2.5,23.5,98.73,19.16,26.45,34.82,14.22,1.11
Russell Westbrook,71.33,OKC,PG,HOU,45.75,23,224.0,-132,113,-0.25,34.1,102.86,44.04,40.30,90.59,52.07,1.08
Gordon Hayward,39.69,UTA,SF,LAC,39.67,24,197.0,105,97.75,0,34.1,94.33,25.23,39.18,51.60,27.78,1.07
Trevor Ariza,25.78,HOU,SF,@ OKC,39.08,16,224.0,112,111,0.25,34.3,103.47,14.20,35.39,34.80,16.76,1.07
Ryan Anderson,19.74,HOU,PF,@ OKC,43.37,10,224.0,112,111,0.25,29.1,103.47,17.38,32.49,25.86,13.62,1.04
Chris Paul,46.2,LAC,PG,@ UTA,42.12,3,197.0,-125,99.25,0,31.1,99.86,26.15,35.89,63.29,29.11,1
Shelvin Mack,9.7,UTA,PG,LAC,41.87,2,197.0,105,97.75,0,21.1,94.33,18.78,12.35,18.43,0.97,0.97
Blake Griffin,38.78,LAC,PF,@ UTA,39.53,1,197.0,-125,99.25,0,33.7,99.86,27.25,39.34,53.52,24.04,0.95
Jimmy Butler,48.47,CHI,SF,BOS,39.17,18,206.5,118,102,-2.5,36.6,98.73,26.64,41.86,63.50,33.44,0.95
Isaiah Thomas,42.51,BOS,PG,@ CHI,44.72,18,206.5,-138,104.5,1.5,33.4,99.63,33.29,39.21,58.24,26.78,0.94
Enes Kanter,13.98,OKC,C,HOU,51.06,28,224.0,-132,113,-0.25,20.5,102.86,26.88,14.66,22.65,5.31,0.93
Terry Rozier,9.25,BOS,PG,@ CHI,44.72,18,206.5,-138,104.5,1.5,16.5,99.63,17.28,10.37,15.08,3.42,0.93
James Harden,55.86,HOU,SG,@ OKC,38.85,16,224.0,112,111,0.25,35.8,103.47,37.04,37.28,75.97,35.75,0.9
Alex Abrines,8.61,OKC,SG,HOU,40.09,24,224.0,-132,113,-0.25,15.1,102.86,15.82,12.77,13.95,3.27,0.86
Doug McDermott,7.91,OKC,SF,HOU,39.57,22,224.0,-132,113,-0.25,21.9,102.86,16.11,13.56,11.63,4.19,0.79
Jaylen Brown,7.75,BOS,SF,@ CHI,39.00,14,206.5,-138,104.5,1.5,16.5,99.63,17.44,11.95,13.33,2.17,0.78
Jeff Withey,7.4,UTA,C,LAC,46.40,8,197.0,105,97.75,0,8.1,94.33,13.90,8.81,11.77,3.03,0.74
Jonas Jerebko,7.38,BOS,PF,@ CHI,44.27,15,206.5,-138,104.5,1.5,15.2,99.63,11.35,11.38,11.29,3.47,0.74
Semaj Christon,6.51,OKC,PG,HOU,45.75,23,224.0,-132,113,-0.25,14.6,102.86,13.70,7.58,10.68,2.34,0.65
Tyler Zeller,4.93,BOS,C,@ CHI,44.75,5,206.5,-138,104.5,1.5,9.8,99.63,16.81,4.20,7.25,2.61,0.49
