Russell Westbrook,OKC,PG,14th,35.1,77.6,34.2,31.85,53.32,79
James Harden,HOU,SG,25th,42.5,83.7,36.0,38.48,60.11,79
LeBron James,CLE,SF,25th,30.7,65.8,37.1,37.74,45.78,79
Anthony Davis,NOP,C,16th,30.6,89.2,35.3,38.15,55.70,67
Kevin Durant,GSW,SF,5th,26,58.2,33.7,31.28,39.82,81
John Wall,WAS,PG,29th,37.5,68.6,35.8,39.22,50.79,80
Jimmy Butler,CHI,SF,8th,21.6,72,36.3,34.96,43.21,66
Kawhi Leonard,SAS,SF,10th,29,60.7,33.1,32.64,42.60,78
Damian Lillard,POR,PG,26th,20.6,59.8,35.3,35.00,37.35,73
Kyle Lowry,TOR,PG,17th,25.9,59.9,36.9,34.58,40.49,77
DeMar DeRozan,TOR,SG,15th,27.1,58.3,34.8,35.15,40.46,78
Kyrie Irving,CLE,PG,7th,24.2,62.6,34.6,33.95,40.64,72
Carmelo Anthony,NYK,SF,24th,21.3,61,33.1,32.40,38.30,69
Kevin Love,CLE,PF,28th,24.5,61.4,31.5,34.68,40.33,72
C.J. McCollum,POR,SG,18th,22.2,61.3,34.2,34.00,39.00,69
Paul George,IND,SF,27th,31.1,56.1,35.2,38.52,41.79,81
Draymond Green,GSW,PF,26th,25,53.6,32.7,34.65,37.28,78
Paul Millsap,ATL,PF,25th,20.9,57.1,33.3,32.20,36.39,71
LaMarcus Aldridge,SAS,PF,1st,17,51,31.8,31.04,31.60,69
Jeff Teague,IND,PG,20th,21.4,58.9,32.0,37.10,37.47,69
Klay Thompson,GSW,SG,9th,14.5,47.2,33.7,31.62,28.52,69
Kristaps Porzingis,NYK,PF,3rd,16.3,55.4,32.9,33.66,33.05,67
Harrison Barnes,DAL,PF,4th,16.3,45.2,35.4,35.00,28.70,73
Bradley Beal,WAS,SG,20th,22.4,56.3,33.7,38.88,36.90,70
Serge Ibaka,ORL,PF,2nd,12.7,46.8,29.6,31.35,27.31,66
Dennis Schroder,ATL,PG,4th,21.4,55.3,29.9,35.20,35.94,68
Dwyane Wade,CHI,SG,8th,19.1,54,30.1,30.08,34.05,69
Elfrid Payton,ORL,PG,24th,12,54.6,28.7,30.45,30.24,56
Nikola Vucevic,ORL,C,23rd,17.6,52.3,27.5,28.50,32.46,69
Jrue Holiday,NOP,PG,11th,18.8,51.6,30.5,30.38,32.81,71
Myles Turner,IND,C,8th,19.9,52.9,29.8,32.00,34.02,70
Dwight Howard,ATL,C,21st,18.9,56,28.9,33.60,34.78,68
Markieff Morris,WAS,PF,19th,18.5,52.5,31.3,34.68,33.05,64
Otto Porter,WAS,SF,23rd,14,54.6,33.2,33.99,31.41,60
Ersan Ilyasova,PHI,PF,23rd,14.8,46.9,26.7,26.73,28.52,64
Mason Plumlee,POR,C,5th,17.6,49.9,27.6,31.50,31.41,69
Thaddeus Young,IND,PF,27th,11,41.4,30.8,28.83,24.02,65
Robert Covington,PHI,SF,12th,13.2,46.1,30.2,31.68,27.31,61
Trevor Ariza,HOU,SF,2nd,13.5,40.1,34.3,39.60,24.87,71
Eric Gordon,HOU,SG,25th,14.9,44.5,30.0,30.90,27.62,69
Victor Oladipo,OKC,SG,28th,16.2,49,33.4,36.30,30.27,66
Aaron Gordon,ORL,SF,2nd,11.2,42.8,27.2,32.32,24.76,59
Patrick Beverley,HOU,PG,22nd,15.2,40.7,30.6,31.31,26.11,72
Steven Adams,OKC,C,1st,16.6,44.6,29.8,34.56,28.55,69
Marcin Gortat,WAS,C,12th,16.7,42.9,34.2,31.68,27.94,74
Terrence Jones,NOP,PF,16th,7.9,47.4,24.0,22.80,24.81,52
Al-Farouq Aminu,POR,PF,28th,11.8,39.4,27.7,27.55,23.61,63
Jonas Valanciunas,TOR,C,26th,13.5,44.1,26.5,24.30,26.61,67
Tyreke Evans,NOP,SF,19th,10.4,45.7,17.2,21.12,25.51,53
Dirk Nowitzki,DAL,C,6th,16.5,45.8,24.6,29.43,29.05,66
Wesley Matthews,DAL,SF,16th,13.3,41.3,34.9,37.80,25.29,68
Ryan Anderson,HOU,PF,29th,7.7,41,30.2,31.20,21.96,59
Clint Capela,HOU,C,27th,15.7,43.2,22.6,22.44,27.51,68
Nerlens Noel,PHI,C,23rd,18.8,56.1,16.7,30.52,34.79,42
T.J. McConnell,PHI,PG,12th,13.4,44.1,23.0,31.20,26.55,54
Rajon Rondo,CHI,PG,10th,0,36.5,26.9,14.70,13.30,52
Evan Turner,POR,SF,18th,9.8,33.3,25.7,25.10,19.88,67
Maurice Harkless,POR,SF,28th,2.9,31.8,29.4,21.78,15.31,61
