DeMarcus Cousins,SAC,PF,29th,32.6,74,34.2,33.25,50.34,76
LeBron James,CLE,SF,10th,27,61.8,37.0,32.98,41.92,79
Isaiah Thomas,BOS,PG,9th,31,63.4,33.7,34.20,44.87,78
Karl-Anthony Towns,MIN,C,26th,34.7,73.4,35.7,36.10,51.26,75
Hassan Whiteside,MIA,C,24th,11.1,56.5,32.7,27.90,30.58,66
Eric Bledsoe,PHX,PG,2nd,26.5,68.9,32.8,37.74,44.65,68
Kyrie Irving,CLE,PG,5th,23.9,62.2,34.6,34.34,40.35,72
Mike Conley,MEM,PG,26th,28.5,62.3,32.0,37.45,42.99,72
Marc Gasol,MEM,C,17th,25.8,64.8,34.0,37.80,42.53,71
Goran Dragic,MIA,PG,30th,18.1,53.7,34.1,31.50,33.36,70
Andre Drummond,DET,C,25th,23.6,61.7,30.2,31.68,39.89,70
Andrew Wiggins,MIN,SF,26th,17.3,55.9,36.6,38.76,33.88,65
Devin Booker,PHX,SG,26th,18.7,51.1,34.0,38.48,32.59,68
Harrison Barnes,DAL,PF,14th,19.1,47.8,35.4,33.25,31.35,73
Al Horford,BOS,C,8th,24.5,54.8,32.7,35.36,37.52,75
Serge Ibaka,ORL,PF,18th,12.8,46.6,29.7,28.21,27.25,66
Reggie Jackson,DET,PG,25th,20.2,51.8,28.8,33.92,33.75,68
Elfrid Payton,ORL,PG,12th,13.6,55.8,28.8,31.80,31.67,56
Tobias Harris,DET,PF,11th,17.1,46.4,32.3,32.40,29.65,69
Brook Lopez,BKN,C,20th,20.2,55.1,28.8,30.38,35.12,70
Zach Randolph,MEM,PF,24th,18.9,45.9,23.7,26.78,30.45,72
Ersan Ilyasova,PHI,PF,16th,17.1,50.5,26.9,28.08,31.42,63
Nikola Vucevic,ORL,C,19th,19.4,55.6,27.7,28.20,34.94,68
Robert Covington,PHI,SF,18th,11.8,47.7,30.3,32.32,27.15,59
Zach LaVine,MIN,SG,17th,15.4,50.2,36.8,38.85,30.30,66
Ricky Rubio,MIN,PG,17th,18.8,52.5,31.0,33.33,33.23,63
James Johnson,MIA,PF,17th,19.8,53.2,25.5,32.40,34.12,61
Jae Crowder,BOS,SF,8th,16.9,43.4,31.7,35.02,28.26,71
Aaron Gordon,ORL,SF,18th,11.3,42.9,27.2,29.44,24.85,59
Dion Waiters,MIA,SG,15th,12.1,53.2,29.9,30.69,29.74,55
Marcus Morris,DET,SF,11th,13.7,45.2,32.2,34.68,27.22,62
Evan Fournier,ORL,SG,4th,7.5,39.5,32.5,25.38,21.19,66
Trevor Booker,BKN,PF,9th,2.8,33.1,26.1,18.20,15.76,66
Kentavious Caldwell-Pope,DET,SG,23rd,10.4,49.6,33.1,37.44,27.18,56
Tyler Johnson,MIA,PG,15th,17.5,45.7,30.4,29.45,29.57,71
Tyson Chandler,PHX,C,3rd,17.7,50.5,28.2,32.67,31.76,63
Gorgui Dieng,MIN,PF,26th,16.9,46.3,31.7,31.68,29.49,67
Dirk Nowitzki,DAL,C,30th,13.7,43.1,24.7,27.25,26.32,66
Wesley Matthews,DAL,SF,28th,14.4,42.3,34.8,36.75,26.35,69
Marcus Smart,BOS,PG,9th,10.2,36.9,30.1,28.83,21.62,68
Jon Leuer,DET,PF,7th,13.2,39.7,26.2,28.28,24.60,65
Sean Kilpatrick,BKN,SG,3rd,3.3,40.4,26.5,27.50,19.17,54
T.J. McConnell,PHI,PG,13th,13.2,45.1,23.3,30.00,26.85,53
Tony Allen,MEM,SG,12th,6.1,36.1,27.8,25.48,18.93,60
JaMychal Green,MEM,PF,24th,6.6,34.4,28.6,25.00,18.55,63
Tristan Thompson,CLE,C,1st,4.3,33.6,28.5,24.50,16.88,64
Seth Curry,DAL,SG,14th,13.4,44.3,26.8,36.38,26.63,57
Kelly Olynyk,BOS,C,18th,5.1,36,20.6,18.80,18.35,52
Bojan Bogdanovic,BKN,SG,19th,9.7,39.3,26.0,26.75,22.36,60
T.J. Warren,PHX,SF,7th,0,41.3,28.6,29.00,16.07,42
Nerlens Noel,PHI,C,16th,7.5,45.3,17.1,20.00,23.66,43
Willie Reed,MIA,C,17th,3.5,40.5,14.2,17.28,19.37,23
P.J. Tucker,PHX,SF,7th,5,38,27.8,30.72,19.14,49
Darren Collison,SAC,PG,8th,15.6,42.9,29.4,32.34,27.29,66
Jahlil Okafor,PHI,C,9th,13.5,41.3,22.5,28.00,25.40,61
Wayne Ellington,MIA,SG,15th,1.1,33.1,27.0,20.60,14.79,52
Dario Saric,PHI,SF,16th,8.9,38.7,23.2,21.80,21.69,56
Sergio Rodriguez,PHI,PG,13th,2,36.2,23.8,18.36,16.67,52
Ty Lawson,SAC,PG,8th,8.5,38,24.4,24.00,21.12,57
Nik Stauskas,PHI,SG,7th,5.9,28.7,25.8,25.68,15.66,59
Malachi Richardson,SAC,SG,8th,2.3,22.3,7.7,12.72,10.85,15
Willie Cauley-Stein,SAC,C,29th,0.5,24.5,11.5,11.30,10.78,27
Brandan Wright,MEM,C,24th,3.7,3.7,,4.70,3.73,0
Vince Carter,MEM,SG,12th,6.2,30.2,23.5,22.47,16.45,60
Dwight Powell,DAL,PF,30th,3.4,29.8,18.7,15.47,14.68,55
Timothe Luwawu-Cabarrot,PHI,SG,7th,0,14.2,11.6,9.90,5.93,41
Richaun Holmes,PHI,PF,16th,0,25.4,15.7,8.00,8.92,46
Justin Anderson,DAL,SF,14th,0,27.9,15.1,9.30,10.97,38
Salah Mejri,DAL,C,1st,0,22,13.0,10.80,6.90,25
Gerald Henderson,PHI,SG,7th,9.4,35,23.5,25.92,20.37,55
Dorian Finney-Smith,DAL,SF,14th,0,26.4,22.3,20.46,10.91,34
Chandler Parsons,MEM,SF,24th,8.6,28.4,17.7,22.00,17.05,55
Garrett Temple,SAC,SF,8th,10,35.5,26.1,33.17,20.93,58
Wade Baldwin,MEM,PG,12th,0,17.7,12.7,0.00,0.00,0
Marquese Chriss,PHX,PF,13th,1.5,26.6,17.2,16.20,12.25,47
Leandro Barbosa,PHX,SG,26th,0,25.1,12.3,12.30,10.11,25
Jared Dudley,PHX,SF,13th,0,22.1,21.6,9.60,6.29,49
Alan Williams,PHX,C,3rd,0,23.6,6.8,0.00,0.00,0
Brandon Knight,PHX,PG,2nd,2.6,33.5,21.4,20.02,15.82,52
Andrew Harrison,MEM,PG,26th,0,22.5,23.2,6.58,4.99,43
Tyler Ulis,PHX,PG,2nd,0,13.1,8.8,0.00,0.00,0
James Ennis,MEM,SF,24th,1.6,26.9,25.2,20.79,12.41,55
