James Harden ,52.4
Anthony Davis ,49.5
Giannis Antetokounmpo ,47.9
DeMarcus Cousins ,47.1
John Wall ,46.3
Karl-Anthony Towns ,46.1
Kawhi Leonard ,44.9
Jimmy Butler ,43.8
Chris Paul ,42.0
Damian Lillard ,41.6
Isaiah Thomas ,40.8
Blake Griffin ,40.5
Kemba Walker ,39.1
Marc Gasol ,39.1
Hassan Whiteside ,38.7
Mike Conley ,38.5
Paul George ,37.5
Eric Bledsoe ,37.0
Andre Drummond ,35.9
Bradley Beal ,35.7
C.J. McCollum ,35.5
DeAndre Jordan ,35.0
Ricky Rubio ,34.8
Jrue Holiday ,34.3
Rudy Gobert ,34.3
Gordon Hayward ,34.2
Dwyane Wade ,33.8
Goran Dragic ,33.7
Andrew Wiggins ,32.8
Julius Randle ,32.7
Jusuf Nurkic ,32.4
Jeff Teague ,31.7
D'Angelo Russell ,31.6
LaMarcus Aldridge ,31.6
Devin Booker ,31.2
Myles Turner ,31.2
Khris Middleton ,30.5
George Hill ,30.5
Greg Monroe ,30.4
Alan Williams ,29.8
Avery Bradley ,29.4
Harrison Barnes ,29.3
Rajon Rondo ,29.1
James Johnson ,29.0
Al Horford ,29.0
Marvin Williams ,28.9
Otto Porter ,28.5
Pau Gasol ,28.5
Ivica Zubac ,28.3
Dirk Nowitzki ,28.1
Tyreke Evans ,28.1
Jordan Clarkson ,27.9
Clint Capela ,27.5
Tobias Harris ,27.3
Willie Cauley-Stein ,27.3
Jae Crowder ,27.0
Jeremy Lamb ,26.8
T.J. Warren ,26.5
Reggie Jackson ,26.3
Michael Kidd-Gilchrist ,26.2
Nerlens Noel ,26.1
Dion Waiters ,25.9
Cody Zeller ,25.6
Kentavious Caldwell-Pope ,25.4
Louis Williams ,25.1
Zach Randolph ,25.1
Patrick Beverley ,25.0
Tyler Johnson ,25.0
Seth Curry ,24.7
Wesley Matthews ,24.4
Darren Collison ,24.2
Gorgui Dieng ,24.2
Trevor Ariza ,24.0
Thaddeus Young ,23.7
Marcus Morris ,23.5
Rodney Hood ,23.5
Markieff Morris ,23.4
Al-Farouq Aminu ,22.9
Robin Lopez ,22.7
Marcus Smart ,22.4
Marcin Gortat ,21.9
Buddy Hield ,21.9
Malcolm Brogdon ,21.9
Nemanja Bjelica ,21.7
Brandon Ingram ,21.7
Jordan Crawford ,21.7
David Lee ,21.7
Marquese Chriss ,21.6
Ryan Anderson ,21.6
Frank Kaminsky ,21.5
Yogi Ferrell ,21.4
Nikola Mirotic ,21.4
Kosta Koufos ,21.1
Ty Lawson ,20.7
Maurice Harkless ,20.6
Tony Allen ,20.3
Patrick Mills ,20.1
Tony Parker ,20.0
Eric Gordon ,19.9
C.J. Miles ,19.9
Bojan Bogdanovic ,19.9
Vince Carter ,19.8
Austin Rivers ,19.7
Danny Green ,19.7
Alex Len ,19.4
Tyler Ulis ,19.3
J.J. Redick ,19.2
JaMychal Green ,19.2
Larry Nance Jr. ,18.7
Tony Snell ,18.2
Jamal Crawford ,18.1
E'Twaun Moore ,17.9
Joe Ingles ,17.9
Marco Belinelli ,17.9
Ian Mahinmi ,17.7
Matthew Dellavedova ,17.6
Joe Johnson ,17.6
Jon Leuer ,17.6
Garrett Temple ,17.5
Josh Richardson ,17.3
Kelly Olynyk ,17.0
Ishmael Smith ,16.9
Monta Ellis ,16.8
Nene Hilario ,16.7
Allen Crabbe ,16.4
John Henson ,16.4
Amir Johnson ,16.3
Dewayne Dedmon ,16.3
Jaylen Brown ,16.2
Manu Ginobili ,16.2
Denzel Valentine ,16.1
Jose Juan Barea ,15.8
Solomon Hill ,15.6
Raymond Felton ,15.0
Willie Reed ,14.9
Rodney Stuckey ,14.9
Dante Cunningham ,14.7
Tyler Ennis ,14.6
Bobby Portis ,14.5
Arron Afflalo ,14.4
Cristiano Felicio ,14.2
Shabazz Muhammad ,14.1
Meyers Leonard ,13.8
Tarik Black ,13.6
Marreese Speights ,13.6
Brandon Rush ,13.5
Noah Vonleh ,13.5
Andrew Harrison ,13.2
Brandon Jennings ,13.1
Devin Harris ,12.9
Luc Mbah a Moute ,12.8
Leandro Barbosa ,12.7
Boris Diaw ,12.6
Jason Terry ,12.6
Skal Labissiere ,12.4
Troy Daniels ,12.2
Wayne Ellington ,12.1
Sam Dekker ,11.9
Stanley Johnson ,11.8
Brandan Wright ,11.5
Alec Burks ,11.5
Tim Frazier ,11.2
Tyus Jones ,11.0
Kris Dunn ,10.9
Aron Baynes ,10.9
Rakeem Christmas ,10.8
James Ennis ,10.4
Shabazz Napier ,10.3
Jonas Jerebko ,10.2
Luke Babbitt ,10.2
Jonathon Simmons ,9.8
Glenn Robinson III ,9.8
Terry Rozier ,9.8
Dante Exum ,9.7
Anthony Tolliver ,9.5
Wayne Selden Jr. ,9.4
David Nwaba ,9.4
Rodney McGruder ,9.4
Jason Smith ,9.4
Jared Dudley ,8.7
Dorian Finney-Smith ,8.6
Jeff Withey ,8.3
Salah Mejri ,8.3
Thon Maker ,8.0
Reggie Bullock ,7.6
Dwight Powell ,7.5
Montrezl Harrell ,7.5
Wesley Johnson ,7.4
Corey Brewer ,7.2
Mirza Teletovic ,6.9
Jared Sullinger ,6.8
Derrick Jones Jr. ,6.8
Kevin Seraphin ,6.1
Kelly Oubre ,6.0
Mike Scott ,5.7
Spencer Hawes ,5.6
Joffrey Lauvergne ,5.2
Kyle Anderson ,5.2
Brian Roberts ,5.1
Mike Tobey ,4.7
Sheldon McClellan ,4.6
Thomas Robinson ,4.3
Quinn Cook ,4.3
Boban Marjanovic ,3.8
Adreian Payne ,3.3
Treveon Graham ,3.1
James Young ,3.0
Joel Bolomboy ,2.7
Joel Anthony ,2.7
Kyle Wiltjer ,2.7
Jordan Hill ,2.6
Paul Pierce ,2.5
Metta World Peace ,2.5
Ronnie Price ,2.3
Udonis Haslem ,2.1
Brandon Knight ,2.1
Johnny O'Bryant III ,2.1
Deyonta Davis ,2.0
Ben Bentil ,1.9
Daniel Ochefu ,1.8
Shelvin Mack ,1.8
Bryn Forbes ,1.7
