Russell Westbrook,54.7,60.6,49.6,71.5,64.5,64.5
James Harden,66.5,56.0,43.4,68.6,56.4,56.4
Anthony Davis,46.4,52.3,38.8,65.7,49.2,49.2
DeMarcus Cousins,48.6,50.4,37.9,62.8,45.4,45.4
Nikola Jokic,42.9,36.1,21.2,50.9,45.0,45.0
Damian Lillard,49.9,43.0,33.5,52.5,44.7,44.7
Giannis Antetokounmpo,47.9,47.1,35.9,58.3,43.8,43.8
Jimmy Butler,53.8,42.5,29.0,56.1,43.6,43.6
D'Angelo Russell,29.7,29.1,17.2,41.0,39.7,39.7
Stephen Curry,45.9,42.8,33.0,52.7,39.6,39.6
Hassan Whiteside,42.0,38.9,27.8,50.1,39.2,39.2
Marc Gasol,35.6,37.8,27.8,47.8,39.0,39.0
Kemba Walker,29.7,38.5,28.7,48.3,38.8,38.8
Goran Dragic,37.0,35.7,27.4,43.9,38.7,38.7
Isaiah Thomas,38.1,42.6,33.9,51.3,37.9,37.9
Dwight Howard,34.4,33.6,23.9,43.2,37.7,37.7
Chris Paul,32.2,40.2,29.7,50.7,37.4,37.4
Mike Conley,38.7,36.7,26.8,46.6,37.0,37.0
Paul George,44.9,37.8,29.2,46.3,36.9,36.9
Dennis Schroder,30.6,30.5,20.7,40.4,36.4,36.4
Draymond Green,31.8,36.3,26.9,45.8,35.6,35.6
Jusuf Nurkic,36.0,22.3,8.1,36.4,34.9,34.9
C.J. McCollum,33.4,35.9,25.8,46.0,34.9,34.9
Tim Hardaway Jr.,30.0,22.5,12.0,33.0,34.6,34.6
Jrue Holiday,34.4,33.6,23.0,44.2,34.4,34.4
Klay Thompson,35.1,32.2,22.0,42.5,34.3,34.3
Nicolas Batum,28.8,33.8,25.3,42.4,34.0,34.0
Dario Saric,33.4,24.6,13.6,35.6,33.9,33.9
Brook Lopez,34.0,34.4,25.3,43.6,33.9,33.9
Julius Randle,35.7,29.9,19.2,40.6,33.6,33.6
Blake Griffin,33.3,39.3,29.4,49.3,33.5,33.5
Jeff Teague,35.8,33.5,23.6,43.4,33.4,33.4
Wilson Chandler,30.0,29.1,17.4,40.8,33.1,33.1
Robert Covington,30.0,28.1,17.2,39.0,32.4,32.4
DeAndre Jordan,33.9,33.6,24.2,42.9,32.1,32.1
Devin Booker,38.6,30.9,19.3,42.4,31.9,31.9
Jordan Clarkson,30.4,23.5,14.7,32.3,31.5,31.5
Ersan Ilyasova,24.8,24.6,15.2,34.0,30.6,30.6
Myles Turner,28.8,30.6,21.9,39.3,30.4,30.4
Richaun Holmes,28.5,18.6,8.2,29.1,30.3,30.3
Al Horford,40.9,33.6,24.3,42.9,29.9,29.9
Tyler Ulis,28.4,11.8,0.1,23.5,29.8,29.8
Khris Middleton,26.7,26.9,17.9,35.9,29.7,29.7
Jeremy Lin,28.4,26.6,18.5,34.7,29.7,29.7
Clint Capela,27.4,26.1,19.0,33.1,29.6,29.6
Victor Oladipo,26.7,28.7,20.2,37.2,29.6,29.6
Avery Bradley,28.8,30.9,22.3,39.5,29.3,29.3
Danilo Gallinari,32.2,28.8,22.2,35.3,29.0,29.0
James Johnson,29.1,26.2,16.6,35.8,28.8,28.8
Alan Williams,25.4,16.4,1.6,31.1,28.2,28.2
Marvin Williams,27.3,24.5,15.6,33.4,28.1,28.1
Cody Zeller,27.4,24.0,17.2,30.7,27.1,27.1
Trevor Ariza,23.8,26.0,18.5,33.5,26.8,26.8
T.J. Warren,31.6,24.7,13.6,35.8,26.7,26.7
Gary Harris,29.8,25.7,17.5,34.0,26.5,26.5
Greg Monroe,25.6,25.8,16.2,35.5,26.2,26.2
Malcolm Brogdon,23.7,21.4,13.0,29.7,26.1,26.1
Jameer Nelson,25.2,20.6,10.7,30.5,25.8,25.8
Tyler Johnson,27.6,27.7,19.7,35.7,25.7,25.7
Taurean Prince,19.8,9.9,1.6,18.3,25.7,25.7
Frank Kaminsky,24.1,22.5,12.2,32.7,25.6,25.6
Jae Crowder,32.3,26.7,18.9,34.6,25.5,25.5
Zach Randolph,19.9,26.5,19.0,34.1,24.8,24.8
Marquese Chriss,28.2,17.3,8.0,26.6,24.8,24.8
Eric Gordon,22.8,26.0,18.3,33.8,24.2,24.2
Steven Adams,21.6,25.2,16.5,33.9,24.2,24.2
Josh Richardson,19.2,20.9,12.4,29.3,23.7,23.7
Rajon Rondo,24.9,24.9,14.4,35.4,23.6,23.6
Skal Labissiere,28.6,15.2,3.3,27.0,23.5,23.5
Patrick Beverley,21.4,26.5,19.0,33.9,23.0,23.0
