Russell Westbrook,OKC,PG,9th,41,81.9,34.3,33.60,58.53,80
Giannis Antetokounmpo,MIL,PG,8th,20.5,61.5,34.8,32.76,38.10,75
Anthony Davis,NOP,C,23rd,35.3,90.5,35.8,39.52,59.00,69
John Wall,WAS,PG,8th,34.8,65.6,36.2,36.26,48.01,81
Kevin Durant,GSW,SF,19th,41.5,72.8,33.8,36.04,54.89,81
Isaiah Thomas,BOS,PG,4th,37.5,69.3,34.1,38.11,51.14,79
Stephen Curry,GSW,PG,29th,31.3,65.9,33.1,31.35,46.12,77
Blake Griffin,LAC,PF,2nd,28.1,60,32.9,35.35,41.75,78
Kawhi Leonard,SAS,SF,2nd,31.1,62.6,33.1,36.72,44.61,79
Damian Lillard,POR,PG,16th,21,58.6,35.4,34.20,37.14,74
Nikola Jokic,DEN,C,6th,29.1,81.4,26.2,38.16,51.55,56
Kemba Walker,CHA,PG,10th,23.5,57.9,33.5,38.52,38.25,74
Eric Bledsoe,PHX,PG,27th,23.1,65.4,32.6,33.25,41.26,68
Paul George,IND,SF,4th,21.5,49.8,35.1,36.75,33.59,78
Hassan Whiteside,MIA,C,28th,23,66.9,32.3,33.00,41.81,67
Goran Dragic,MIA,PG,24th,21.5,55.8,33.8,30.94,36.20,72
Jeff Teague,IND,PG,6th,14.6,52.2,32.1,31.96,30.71,69
Gordon Hayward,UTA,SF,26th,22.6,56.3,34.3,34.34,37.05,73
Paul Millsap,ATL,PF,24th,21.8,60.6,32.5,32.20,38.45,70
Draymond Green,GSW,PF,9th,31.3,61.9,32.9,35.97,44.42,76
Andre Drummond,DET,C,17th,26.1,66,30.1,32.96,43.18,69
Marc Gasol,MEM,C,25th,24.9,63.1,33.9,32.98,41.26,71
Jrue Holiday,NOP,PG,28th,27.9,64.8,31.7,34.41,43.74,69
C.J. McCollum,POR,SG,23rd,19.3,57,34.2,31.50,35.41,70
Nicolas Batum,CHA,SG,11th,23,54.6,34.1,34.20,36.56,74
Bradley Beal,WAS,SG,28th,17,52.6,34.2,34.56,32.28,69
Mike Conley,MEM,PG,30th,22.4,57.8,32.0,31.96,37.55,71
Rudy Gobert,UTA,C,22nd,26.7,56.9,33.2,38.52,39.68,75
LaMarcus Aldridge,SAS,PF,27th,19.6,51.4,31.9,34.56,33.25,71
Al Horford,BOS,C,1st,20.3,51,32.6,36.38,33.43,75
Serge Ibaka,ORL,PF,6th,10,45,30.1,31.96,24.99,65
Nikola Vucevic,ORL,C,11th,16.6,52.7,28.0,27.90,32.09,68
Devin Booker,PHX,SG,27th,15.6,47.6,34.1,33.67,29.29,69
Brook Lopez,BKN,C,3rd,19.3,52.6,28.9,30.07,33.59,72
Markieff Morris,WAS,PF,20th,18,52.1,31.6,31.04,32.59,65
Otto Porter,WAS,SF,27th,15.5,54.4,33.3,37.40,32.16,62
Dennis Schroder,ATL,PG,11th,16.8,53,30.2,32.86,32.33,65
DeAndre Jordan,LAC,C,9th,22.3,54.6,30.9,31.20,36.13,72
Harrison Barnes,DAL,PF,17th,19.3,48.1,35.4,39.60,31.64,73
James Johnson,MIA,PF,21st,19.6,53.8,26.0,33.92,34.23,62
George Hill,UTA,PG,15th,12,46,31.3,31.35,26.58,68
Jae Crowder,BOS,SF,14th,20.7,47,31.9,35.36,32.00,72
Dwight Howard,ATL,C,27th,14.4,51.9,29.0,27.90,30.44,67
Zach Randolph,MEM,PF,8th,17.6,43.7,23.9,24.72,28.75,72
Ersan Ilyasova,PHI,PF,13th,10.5,44.8,26.8,25.65,25.21,62
Dion Waiters,MIA,SG,19th,6,46.8,30.0,23.70,23.51,57
Myles Turner,IND,C,7th,14.1,46,30.2,32.32,27.80,70
Marcin Gortat,WAS,C,4th,20.9,46.9,34.2,33.28,32.02,75
Robert Covington,PHI,SF,16th,18.9,55.2,30.7,36.75,34.47,60
Elfrid Payton,ORL,PG,26th,8,49.4,28.6,27.82,25.71,56
Reggie Jackson,DET,PG,3rd,7.4,39.8,27.8,26.04,21.25,65
Victor Oladipo,OKC,SG,9th,15,48.2,33.5,33.95,29.23,66
Marcus Morris,DET,SF,29th,17.2,49.7,32.4,33.25,31.16,62
Tobias Harris,DET,PF,29th,11.5,41.5,31.5,25.92,24.34,68
Steven Adams,OKC,C,10th,12.6,41,30.6,34.04,24.75,69
Will Barton,DEN,SG,13th,23.9,61.9,28.1,39.90,40.18,58
Seth Curry,DAL,SG,22nd,7.4,38.9,27.7,26.68,20.89,57
Wesley Matthews,DAL,SF,14th,18,46.2,34.8,37.10,30.09,69
Deron Williams,DAL,PG,22nd,4.8,34.9,29.2,19.08,17.67,68
Aaron Gordon,ORL,SF,6th,3.1,34.7,27.1,26.04,16.61,58
Kentavious Caldwell-Pope,DET,SG,10th,12.9,53.2,33.3,38.88,30.17,55
Tyson Chandler,PHX,C,21st,12.8,44.9,27.3,27.56,26.57,62
Austin Rivers,LAC,PG,1st,11.3,44.6,27.8,38.88,25.58,53
Tyler Johnson,MIA,PG,19th,14.2,44,30.1,30.60,26.99,69
Evan Fournier,ORL,SG,17th,10.8,44,32.5,33.99,25.05,64
Yogi Ferrell,DAL,PG,22nd,2.3,44.1,23.3,26.25,20.21,33
Trevor Booker,BKN,PF,22nd,12.7,41.6,25.7,25.68,25.12,68
Tim Hardaway Jr.,ATL,SG,11th,14.7,50.6,24.2,34.00,30.12,50
Gary Harris,DEN,SG,13th,13.1,43.6,27.8,30.74,26.16,62
Michael Kidd-Gilchrist,CHA,SF,11th,16.7,43.6,29.0,30.69,28.20,66
Greg Monroe,MIL,C,14th,13.5,49.2,20.9,26.73,28.79,57
Khris Middleton,MIL,SF,12th,8.5,24.8,17.0,17.00,15.49,0
Al-Farouq Aminu,POR,PF,23rd,17.5,44.3,28.3,33.17,28.96,66
T.J. McConnell,PHI,PG,19th,14.5,45.7,24.2,31.03,27.86,56
Tyreke Evans,NOP,SG,7th,11.9,47.7,17.1,23.10,27.26,48
Dirk Nowitzki,DAL,C,4th,17.2,46.5,25.4,29.12,29.73,67
Marcus Smart,BOS,PG,4th,16.7,43.8,30.4,35.00,28.32,68
David Lee,SAS,PF,27th,6,31.1,18.1,17.34,16.73,58
Jon Leuer,DET,PF,12th,12.8,40.7,26.2,30.74,24.78,63
Marvin Williams,CHA,PF,3rd,15.4,41,27.6,30.94,26.36,67
