N. Vonleh,PF,Trail Blazers,false,26,4,6,1,1,1,3,1,4,0,1,0,0,3,-3,10,false
M. Plumlee,C,Trail Blazers,false,33,4,14,0,0,6,10,3,8,2,1,3,1,3,-5,14,false
D. Lillard,PG,Trail Blazers,false,36,12,25,2,7,4,5,2,3,1,1,0,5,2,-12,30,false
E. Turner,SG,Trail Blazers,false,28,2,10,0,1,0,0,1,0,5,1,1,1,1,-13,4,false
C.J. McCollum,SG,Trail Blazers,false,35,5,18,2,8,4,4,0,4,4,2,0,4,1,13,16,false
E. Davis,PF,Trail Blazers,false,15,1,2,0,0,0,0,1,5,1,0,0,0,5,4,2,true
A. Aminu,SF,Trail Blazers,false,22,3,6,1,1,2,2,1,8,1,1,0,2,5,2,9,true
M. Harkless,SF,Trail Blazers,false,19,1,5,0,1,1,2,3,1,0,1,2,0,0,11,3,true
A. Crabbe,SG,Trail Blazers,false,25,1,3,0,0,2,2,0,1,2,0,0,0,0,-2,4,true
E. Ilyasova,PF,76ers,true,29,9,14,5,6,1,2,2,4,2,2,1,5,4,18,24,false
R. Covington,SF,76ers,true,34,8,17,5,12,1,1,1,5,0,1,1,2,3,6,22,false
J. Embiid,C,76ers,true,22,7,14,0,0,4,9,3,7,5,0,4,5,2,-1,18,false
T.J. McConnell,PG,76ers,true,31,4,8,0,0,0,0,1,3,5,0,0,2,3,21,8,false
N. Stauskas,SG,76ers,true,22,1,3,0,0,0,0,0,2,3,0,1,0,2,10,2,false
N. Noel,PF,76ers,true,21,1,4,0,0,3,4,2,7,2,2,0,2,0,-2,5,true
D. Saric,PF,76ers,true,24,1,12,1,5,0,0,2,4,3,0,1,2,0,-13,3,true
S. Rodriguez,PG,76ers,true,17,2,7,0,2,0,0,0,1,2,1,0,0,4,-20,4,true
T. Luwawu-Cabarrot,SG,76ers,true,14,1,3,0,1,0,0,0,2,2,0,0,1,2,-5,2,true
G. Henderson,SG,76ers,true,26,2,10,1,3,0,0,2,5,1,0,0,0,1,-9,5,true
D. Carroll,SF,Raptors,false,26,1,7,0,2,0,0,1,0,0,1,1,0,1,-20,2,false
J. Valanciunas,C,Raptors,false,25,5,8,0,0,1,1,3,3,1,1,1,2,3,-10,11,false
K. Lowry,PG,Raptors,false,34,7,18,3,10,7,7,0,1,3,1,0,1,3,-22,24,false
D. DeRozan,SG,Raptors,false,31,8,17,2,3,5,6,0,3,2,0,0,4,0,-29,23,false
N. Powell,SG,Raptors,false,26,2,9,0,4,0,0,0,4,0,0,0,1,0,-26,4,false
P. Siakam,PF,Raptors,false,19,1,2,0,0,0,0,2,2,1,2,1,0,1,-13,2,true
T. Ross,SF,Raptors,false,27,2,9,1,4,0,0,0,4,1,2,0,0,1,-16,5,true
J. Sullinger,C,Raptors,false,17,1,5,1,4,0,0,0,2,1,0,1,1,3,-11,3,true
J. Poeltl,C,Raptors,false,9,0,0,0,0,0,0,1,3,0,0,1,1,3,-12,0,true
F. VanVleet,PG,Raptors,false,5,1,6,0,2,0,0,1,1,0,0,0,0,0,-3,2,true
C. Joseph,PG,Raptors,false,21,1,5,0,1,0,0,0,2,1,0,0,2,5,-13,2,true
M. Williams,PF,Hornets,true,21,3,6,2,4,2,2,0,8,2,1,0,0,1,7,10,false
M. Kidd-Gilchrist,SF,Hornets,true,31,4,9,0,0,0,0,3,8,1,1,1,0,1,29,8,false
C. Zeller,C,Hornets,true,23,4,6,0,0,3,4,2,1,1,0,0,1,2,18,11,false
K. Walker,PG,Hornets,true,29,11,16,6,9,4,5,1,3,8,0,0,2,2,24,32,false
