Russell Westbrook,OKC,PG,36.70,8.18,2.09,9.89,10.00,1.93,0.32,5.43,30.35
Stephen Curry,GSW,PG,36.52,3.87,6.05,5.90,7.41,1.56,0.27,2.94,29.34
Isaiah Thomas,BOS,PG,35.59,5.22,3.55,3.27,6.25,0.94,0.15,3.11,28.46
Carmelo Anthony,NY,SF,35.67,7.98,2.00,7.15,3.54,1.04,0.52,2.31,27.00
Kyrie Irving,CLE,PG,36.87,7.70,2.28,3.29,5.59,1.44,0.31,3.19,26.41
Anthony Davis,NO,C,33.12,9.47,0.26,10.57,1.85,1.22,1.44,2.09,25.43
Kemba Walker,CHA,PG,35.36,5.32,2.95,4.44,5.12,1.38,0.21,2.62,24.35
Blake Griffin,LAC,PF,31.97,9.02,0.06,8.64,4.33,1.22,0.47,2.93,24.10
LeBron James,CLE,SF,34.95,7.65,1.06,7.33,7.70,1.43,0.54,4.12,23.67
Klay Thompson,GSW,SG,34.34,4.72,3.80,4.56,2.12,0.68,0.57,1.63,23.06
Kevin Durant,GSW,SF,32.07,5.89,1.88,8.60,5.01,0.75,1.55,2.25,22.15
Karl-Anthony Towns,MIN,C,33.68,8.19,0.63,10.17,2.53,0.76,1.19,2.65,21.90
Kyle Lowry,TOR,PG,36.81,3.17,3.32,4.89,6.67,1.39,0.33,3.50,21.33
Dwyane Wade,CHI,SG,31.27,7.45,0.34,4.63,3.85,1.52,0.65,2.89,21.29
Brook Lopez,BKN,C,28.47,6.54,0.76,5.76,2.11,0.66,1.20,2.21,21.28
Paul George,IND,SF,35.59,4.53,2.55,6.65,3.61,1.50,0.36,2.89,20.64
Eric Bledsoe,PHX,PG,35.44,5.46,1.75,5.17,6.81,1.39,0.41,3.83,20.46
Harrison Barnes,DAL,SF,33.58,7.03,0.84,5.40,1.61,0.77,0.21,1.24,20.18
Devin Booker,PHX,SG,36.07,5.45,1.84,3.21,3.77,0.81,0.21,3.38,19.74
JJ Redick,LAC,SG,32.09,2.75,3.85,2.53,1.51,0.87,0.09,1.64,19.50
Dennis Schroder,ATL,PG,35.42,6.33,1.20,3.60,6.67,0.91,0.19,3.70,19.49
Andrew Wiggins,MIN,SF,34.34,6.11,0.79,3.67,2.22,0.76,0.34,2.40,19.34
Reggie Jackson,DET,PG,32.64,5.31,1.76,3.39,6.72,0.55,0.10,3.13,19.10
Jimmy Butler,CHI,SF,34.23,4.80,0.92,5.75,4.73,1.74,0.37,2.19,19.03
Zach LaVine,MIN,SG,36.11,3.58,3.09,3.15,2.93,0.96,0.24,2.12,18.42
Goran Dragic,MIA,PG,37.12,5.77,1.34,4.32,6.85,1.21,0.26,3.93,18.34
Marc Gasol,MEM,C,31.26,6.41,0.56,6.11,3.90,1.02,1.32,1.86,18.30
Kristaps Porzingis,NY,PF,30.11,5.17,1.57,6.51,1.30,0.86,1.79,1.74,18.27
Victor Oladipo,OKC,SG,34.59,4.95,1.95,4.52,3.21,1.58,0.58,2.09,17.98
Gordon Hayward,UTA,SF,34.17,3.73,1.89,4.93,3.62,1.03,0.37,2.35,17.83
Jrue Holiday,NO,PG,34.46,5.24,1.59,3.77,7.64,1.46,0.38,2.87,17.56
Mike Conley,MEM,PG,32.46,3.61,2.29,3.77,6.77,1.20,0.34,1.86,17.28
Giannis Antetokounmpo,MIL,SG,33.60,6.03,0.31,7.27,4.74,1.49,1.09,2.75,17.24
George Hill,UTA,PG,29.44,4.86,1.56,5.89,3.43,1.07,0.55,1.78,17.19
Paul Millsap,ATL,PF,35.46,5.21,0.83,8.49,3.32,1.62,1.33,2.41,17.02
Al Horford,BOS,C,34.24,5.60,1.25,7.39,4.09,0.89,1.75,1.71,16.74
Nikola Vucevic,ORL,C,23.98,7.36,0.07,7.45,2.05,0.67,0.81,1.67,16.58
Myles Turner,IND,C,32.45,6.13,0.21,7.54,0.95,0.67,2.09,1.50,16.07
Wesley Matthews,DAL,SG,37.02,1.86,3.51,3.90,2.55,1.52,0.28,1.51,16.05
Evan Fournier,ORL,SG,32.42,3.48,2.06,2.96,3.26,1.07,0.05,2.35,15.36
Seth Curry,DAL,PG,32.47,2.99,2.57,3.20,3.64,1.59,0.19,1.93,15.19
Jonas Valanciunas,TOR,C,27.94,6.07,0.00,10.04,0.73,0.43,0.94,1.84,15.12
Hassan Whiteside,MIA,C,28.15,6.10,0.00,11.39,0.52,0.82,2.42,2.23,15.11
Austin Rivers,LAC,PG,33.75,3.34,2.00,3.06,3.48,1.11,0.19,2.07,15.10
Dirk Nowitzki,DAL,PF,23.38,4.45,1.16,4.94,1.28,0.65,0.60,0.96,15.10
Jabari Parker,MIL,PF,30.57,5.34,0.56,4.99,2.09,0.84,0.22,1.71,14.94
Jahlil Okafor,PHI,PF,23.00,6.26,0.00,4.87,0.94,0.32,0.62,2.02,14.87
Jae Crowder,BOS,SF,34.39,2.34,2.57,5.99,2.18,1.18,0.44,1.16,14.54
Serge Ibaka,ORL,PF,29.35,4.91,1.13,6.56,0.90,0.71,1.47,1.51,14.53
Jeff Teague,IND,PG,33.78,3.78,1.10,4.33,8.28,1.23,0.46,3.16,14.51
Andre Drummond,DET,C,30.65,6.23,0.01,13.66,1.00,1.38,1.09,2.04,14.45
Kentavious Caldwell-Pope,DET,SG,35.42,2.57,2.39,3.83,2.68,1.31,0.20,1.41,14.32
Bojan Bogdanovic,BKN,SF,26.32,2.46,2.27,3.67,1.69,0.36,0.07,1.62,13.99
Zach Randolph,MEM,SF,20.65,5.80,0.11,6.20,1.58,0.39,0.14,1.03,13.83
Nicolas Batum,CHA,SG,35.86,2.95,1.75,6.91,5.86,1.11,0.40,3.42,13.74
Rodney Hood,UTA,SG,27.55,2.43,2.40,3.10,1.92,0.73,0.17,1.38,13.73
Danilo Gallinari,DEN,SF,33.94,1.96,1.81,5.23,2.26,0.58,0.29,1.74,13.51
Ersan Ilyasova,PHI,PF,28.60,2.78,2.10,6.38,1.34,0.56,0.27,1.57,13.39
Wilson Chandler,DEN,SF,24.74,3.67,1.29,5.63,1.47,0.58,0.30,1.50,13.09
Sean Kilpatrick,BKN,PG,25.77,2.65,1.62,3.84,2.13,0.63,0.08,1.90,12.68
Greg Monroe,MIL,C,23.58,4.91,0.00,6.92,1.79,0.88,0.45,1.68,12.55
TJ Warren,PHX,SF,27.14,5.13,0.33,3.82,1.02,0.71,0.26,0.86,12.44
Jamal Crawford,LAC,SG,23.79,2.79,1.36,1.79,2.57,0.70,0.20,1.84,12.24
Emmanuel Mudiay,DEN,PG,30.26,2.95,1.19,3.58,4.40,0.73,0.38,3.12,11.93
Thaddeus Young,IND,PF,31.52,4.87,0.31,7.46,1.79,1.77,0.48,1.72,11.75
Dion Waiters,MIA,PG,26.80,2.90,1.41,2.74,2.73,1.08,0.29,2.11,11.72
Kent Bazemore,ATL,SG,31.68,2.92,1.44,4.51,2.58,1.24,0.56,2.21,11.68
Dwight Howard,ATL,C,32.44,4.43,0.00,12.21,1.28,0.95,1.31,2.37,11.67
Marcus Morris,DET,SF,31.83,2.51,1.68,4.74,2.42,0.54,0.26,1.48,11.59
Gary Harris,DEN,SG,33.27,2.79,1.46,3.39,2.35,1.07,0.25,1.58,11.56
Aaron Gordon,ORL,SF,28.72,3.37,0.97,6.29,2.09,0.71,0.54,1.25,11.49
Steven Adams,OKC,C,31.16,4.69,0.00,7.52,1.10,1.18,1.15,1.85,11.44
Tyler Johnson,MIA,PG,24.18,2.92,1.04,3.36,2.65,1.00,0.56,1.29,10.89
Marvin Williams,CHA,PF,28.73,1.84,1.99,5.86,1.35,0.78,0.52,0.86,10.82
Tobias Harris,DET,SF,23.02,3.13,0.91,4.22,1.40,0.46,0.30,0.90,10.80
Robin Lopez,CHI,C,27.01,4.70,0.00,7.01,0.94,0.21,1.60,1.44,10.66
Buddy Hield,NO,SG,23.54,1.66,2.23,3.62,1.65,0.34,0.15,1.07,10.60
Terrence Ross,TOR,SF,20.45,1.93,1.94,2.49,0.64,0.65,0.37,0.60,10.45
Courtney Lee,NY,SG,33.81,2.39,1.45,3.50,2.31,1.18,0.41,0.93,10.24
