Ivica Zubac,24.73
Courtney Lee,25.81
Sean Kilpatrick,21.22
C.J. Miles,21.17
Alex Len,20.63
Brandon Ingram,22.55
Jahlil Okafor,23.99
Josh Richardson,19.97
Marquese Chriss,21.64
Larry Nance,19.5
Jeremy Lin,28.69
Alan Williams,28.68
Caris LeVert,18.72
Jordan Clarkson,26.2
Nik Stauskas,18.52
Nene Hilario,18.38
Gerald Henderson,18.25
Monta Ellis,18.26
Iman Shumpert,17.94
Nick Young,17.89
Wayne Ellington,17.68
Rondae Hollis-Jefferson,19.15
Guillermo Hernangomez,29.17
Sergio Rodriguez,16.92
T.J. McConnell,30.23
Quincy Acy,16.59
Tyler Ulis,17.89
Richard Jefferson,16.09
Allen Crabbe,15.66
Tyler Johnson,26.19
Richaun Holmes,21.24
Meyers Leonard,15.05
Eric Gordon,24.2
Jusuf Nurkic,33.27
Justin Anderson,15.14
Tristan Thompson,23.86
Clint Capela,25.11
Isaiah Whitehead,14.73
Trevor Ariza,24.93
Willie Reed,14.65
Derrick Williams,14.51
Rodney McGruder,14.38
Al-Farouq Aminu,25.5
Moe Harkless,24.1
Trevor Booker,25.3
Noah Vonleh,13.84
Tarik Black,13.66
Al Jefferson,13.65
Channing Frye,13.52
Brook Lopez,33.48
Kyle O'Quinn,17.07
Dion Waiters,31.22
Patrick Beverley,24.73
James Johnson,28.36
Spencer Dinwiddie,12.94
Luke Babbitt,12.35
T.J. Warren,26.08
Rodney Stuckey,12.11
Sam Dekker,11.97
Deron Williams,13.22
Leandro Barbosa,11.97
Louis Williams,25.02
Myles Turner,27.96
Carmelo Anthony,39.22
D'Angelo Russell,35.45
Jared Dudley,11.36
Shabazz Napier,11.27
Derrick Rose,29.29
Devin Booker,29.09
Ryan Anderson,21.09
Jeff Teague,30.89
Timothe Luwawu-Cabarrot,11.01
Kristaps Porzingis,34.08
C.J. McCollum,36.39
Julius Randle,30.46
Dario Saric,34.86
Kyle Korver,11.84
Robert Covington,31.37
Thaddeus Young,20.06
Lance Thomas,10.53
Paul George,36.67
Damian Lillard,44.87
Glenn Robinson,10.14
Randy Foye,10.09
J.R. Smith,14.69
Hassan Whiteside,35.88
Eric Bledsoe,35.99
LeBron James,52.62
Lavoy Allen,9.53
Justin Holiday,9.35
James Harden,53.78
Corey Brewer,8.6
Derrick Jones,8.62
Kyrie Irving,36.33
Ron Baker,7.68
Chasson Randle,7.19
Mindaugas Kuzminskas,6.77
Montrezl Harrell,5.72
