DeMarcus Cousins,SAC,PF,5th,30.5,73.2,33.9,35.70,48.80,76
LeBron James,CLE,SF,10th,26.9,61.4,37.0,34.41,41.70,80
Giannis Antetokounmpo,MIL,PG,17th,28.5,69.4,34.7,37.37,46.04,75
Kevin Durant,GSW,SF,14th,32.9,64.4,33.8,32.20,46.37,81
Anthony Davis,NOP,C,14th,26.8,84.1,35.7,36.40,51.36,68
John Wall,WAS,PG,28th,32.2,63.5,35.8,34.78,45.60,80
Karl-Anthony Towns,MIN,C,2nd,34,71.9,35.8,39.90,50.27,75
Kawhi Leonard,SAS,SF,23rd,38.4,69.8,33.1,37.06,51.85,78
Stephen Curry,GSW,PG,9th,35.6,67.8,33.1,33.33,49.40,79
Carmelo Anthony,NYK,SF,16th,21,62.1,33.2,34.65,38.63,68
Eric Bledsoe,PHX,PG,5th,22.5,64.8,32.9,36.00,40.61,68
Paul George,IND,SF,11th,18.8,47.3,35.1,31.50,31.00,78
Kemba Walker,CHA,PG,1st,17.2,51.4,33.3,31.28,31.87,74
Kevin Love,CLE,PF,26th,21.5,60.5,31.0,32.98,38.22,70
Hassan Whiteside,MIA,C,30th,11.4,56.3,32.5,28.50,30.64,66
Draymond Green,GSW,PF,18th,20.6,49.7,32.6,28.21,33.06,77
Nikola Jokic,DEN,C,10th,29.3,80.4,25.8,34.98,51.21,56
Paul Millsap,ATL,PF,17th,26.4,66.5,32.3,35.35,43.59,69
Goran Dragic,MIA,PG,11th,24.3,59.5,33.9,36.38,39.36,71
Jeff Teague,IND,PG,10th,21.2,58.6,32.1,35.02,37.23,69
Andre Drummond,DET,C,24th,26,66,30.2,33.66,43.15,69
Jabari Parker,MIL,PF,22nd,17.9,54.3,33.8,34.00,33.46,69
Mike Conley,MEM,PG,14th,22.4,59,31.9,32.98,38.06,70
Gordon Hayward,UTA,SF,19th,18.7,52.2,34.3,34.00,33.08,73
LaMarcus Aldridge,SAS,PF,4th,23.1,56.5,31.8,32.32,37.43,70
Nicolas Batum,CHA,SG,2nd,15.7,46.7,34.0,34.34,28.98,74
Andrew Wiggins,MIN,SF,7th,13.7,51.6,36.7,39.14,29.94,65
Jrue Holiday,NOP,PG,12th,23.9,58,31.2,33.66,38.51,71
Klay Thompson,GSW,SG,7th,17.9,51.8,33.7,32.30,32.40,69
Rudy Gobert,UTA,C,15th,25,56.5,33.2,37.44,38.49,74
Devin Booker,PHX,SG,5th,16.4,48.9,34.2,34.20,30.34,69
Bradley Beal,WAS,SG,18th,21,54,33.7,37.10,35.17,71
Dennis Schroder,ATL,PG,22nd,13.9,50,30.1,30.07,29.38,65
Kristaps Porzingis,NYK,PF,30th,12.1,50.5,32.7,31.20,28.52,67
Markieff Morris,WAS,PF,24th,17.5,51.3,31.5,32.55,31.96,65
