Anthony Davis,NO,C,36.44,10.47,0.25,10.62,2.04,1.73,1.93,2.57,29.36
DeMarcus Cousins,SAC,PF,37.90,8.02,1.57,11.17,4.86,1.96,1.59,4.37,28.68
Stephen Curry,GSW,PG,34.75,2.98,5.09,4.76,5.69,1.61,0.21,3.09,24.82
Carmelo Anthony,NY,SF,33.63,6.84,1.92,7.10,3.59,0.86,0.45,2.00,24.10
Karl-Anthony Towns,MIN,C,32.40,8.12,0.81,11.25,2.64,0.67,1.23,2.73,22.61
Kevin Durant,GSW,SF,35.29,5.41,1.80,8.19,4.66,0.89,1.30,2.91,21.88
Kawhi Leonard,SA,SF,34.01,5.70,1.77,6.49,3.31,1.56,0.66,1.87,21.64
LaMarcus Aldridge,SA,PF,35.17,8.69,0.05,8.32,2.16,0.67,0.98,1.42,21.55
Andrew Wiggins,MIN,SG,34.15,6.35,1.08,4.08,2.43,0.87,0.38,2.38,20.70
John Wall,WAS,PG,33.47,6.46,1.01,5.05,9.34,1.73,0.68,4.48,20.32
Jimmy Butler,CHI,SF,34.85,5.17,0.92,6.06,5.23,1.83,0.43,2.45,20.19
Hassan Whiteside,MIA,C,32.21,8.12,0.00,13.10,0.62,0.94,2.60,2.27,20.16
Jrue Holiday,NO,PG,37.69,5.79,1.77,4.05,8.13,1.98,0.50,3.77,20.09
Paul George,IND,SF,36.48,4.95,2.59,6.70,3.69,1.84,0.29,3.55,19.89
Dwyane Wade,CHI,SG,28.04,6.87,0.29,4.30,3.67,1.44,0.67,2.77,19.63
Bradley Beal,WAS,SG,30.06,4.20,2.77,3.07,3.11,0.97,0.23,2.23,19.60
Dennis Schroder,ATL,PG,32.01,5.71,1.42,3.16,6.27,0.88,0.17,3.81,19.19
Klay Thompson,GSW,SG,32.80,3.62,3.11,3.81,1.65,0.67,0.40,1.77,19.16
Devin Booker,PHX,SG,33.67,5.10,1.88,2.80,3.57,0.86,0.23,2.97,19.09
Eric Bledsoe,PHX,PG,32.32,4.90,1.62,4.45,6.38,1.42,0.43,3.39,18.73
Goran Dragic,MIA,PG,31.73,5.81,1.23,3.85,6.17,1.14,0.20,2.95,18.48
Brook Lopez,BKN,C,24.21,5.64,0.59,4.65,1.71,0.54,1.05,2.00,18.40
Derrick Rose,NY,PG,31.65,7.06,0.27,3.99,4.73,0.79,0.26,2.40,18.35
Wilson Chandler,DEN,SF,34.72,5.46,1.69,7.72,2.41,1.01,0.51,1.96,18.14
Paul Millsap,ATL,PF,35.30,4.85,1.14,8.09,3.43,1.76,1.35,2.62,18.03
Marc Gasol,MEM,C,31.36,6.05,0.62,5.89,4.12,1.00,0.90,2.31,17.98
Giannis Antetokounmpo,MIL,SG,28.53,6.21,0.33,7.19,4.91,1.26,1.61,2.48,17.84
