Russell Westbrook,67.3,60.3,50.0,70.6,60.4,60.4
Stephen Curry,42.3,42.4,32.3,52.5,51.8,51.8
Jimmy Butler,41.1,42.4,28.7,56.0,43.6,43.6
Damian Lillard,43.3,42.4,32.5,52.4,42.9,42.9
Draymond Green,31.6,36.5,27.1,46.0,42.4,42.4
Klay Thompson,34.7,31.9,22.0,41.8,41.5,41.5
Eric Bledsoe,45.0,38.5,26.7,50.2,39.9,39.9
Kemba Walker,42.8,38.5,28.9,48.1,39.2,39.2
C.J. McCollum,32.3,36.1,25.7,46.4,38.3,38.3
Nicolas Batum,30.0,34.4,25.7,43.1,35.7,35.7
Dwyane Wade,39.3,33.9,24.5,43.3,33.7,33.7
Devin Booker,26.2,29.9,21.0,38.8,31.3,31.3
Jusuf Nurkic,24.4,18.6,7.5,29.8,29.8,29.8
Enes Kanter,23.5,25.2,15.2,35.1,28.1,28.1
Frank Kaminsky,37.7,22.6,12.1,33.1,27.7,27.7
T.J. Warren,24.0,23.0,11.7,34.4,27.6,27.6
Marvin Williams,25.7,22.6,15.2,30.0,25.9,25.9
Steven Adams,25.8,26.3,18.1,34.4,25.8,25.8
Moe Harkless,27.6,21.8,14.0,29.7,25.1,25.1
Marquese Chriss,22.4,15.5,7.1,23.8,22.7,22.7
Andre Iguodala,22.4,19.0,12.4,25.6,22.3,22.3
Rajon Rondo,27.6,24.9,14.5,35.2,22.0,22.0
Michael Kidd-Gilchrist,27.0,23.3,15.3,31.3,21.8,21.8
Al-Farouq Aminu,27.1,23.0,15.6,30.4,21.4,21.4
Alan Williams,20.3,10.7,-3.0,24.3,21.3,21.3
Alex Len,20.3,18.0,9.6,26.4,21.3,21.3
Nikola Mirotic,21.6,19.5,10.3,28.7,20.7,20.7
Taj Gibson,18.3,23.0,15.8,30.2,20.3,20.3
Robin Lopez,22.3,22.0,14.5,29.5,20.1,20.1
Cody Zeller,21.8,23.3,16.8,29.9,19.8,19.8
Bobby Portis,19.8,10.4,2.7,18.1,19.2,19.2
Andre Roberson,22.0,19.1,11.3,26.8,17.8,17.8
Allen Crabbe,11.7,16.8,8.8,24.7,17.5,17.5
Alex Abrines,15.2,9.3,2.8,15.8,17.3,17.3
Zaza Pachulia,24.8,18.3,10.7,26.0,17.1,17.1
Jeremy Lamb,14.6,17.2,7.4,26.9,16.6,16.6
Doug McDermott,18.0,16.1,7.8,24.5,16.4,16.4
Marco Belinelli,17.1,18.7,11.8,25.6,16.3,16.3
Jared Dudley,9.9,15.3,7.8,22.9,13.8,13.8
Noah Vonleh,10.1,9.3,3.4,15.2,13.5,13.5
David West,16.4,12.6,7.2,18.1,13.5,13.5
Leandro Barbosa,10.0,10.0,2.7,17.3,12.6,12.6
Patrick McCaw,9.9,7.1,0.9,13.3,11.5,11.5
Denzel Valentine,15.7,14.8,4.4,25.2,11.4,11.4
Cristiano Felicio,14.6,12.8,6.4,19.3,11.4,11.4
Tyler Ulis,14.9,7.0,-0.4,14.4,11.3,11.3
Meyers Leonard,15.1,11.9,3.9,20.0,11.2,11.2
Shaun Livingston,11.2,11.2,7.0,15.4,11.1,11.1
Jerami Grant,19.6,13.7,7.9,19.5,11.0,11.0
Cameron Payne,9.8,11.2,5.3,17.0,10.7,10.7
Jerian Grant,11.6,11.3,3.5,19.2,8.3,8.3
Brian Roberts,6.3,5.5,1.2,9.8,8.2,8.2
Paul Zipser,13.3,8.1,1.0,15.2,7.4,7.4
James Michael McAdoo,10.0,6.8,0.3,13.2,6.9,6.9
Semaj Christon,3.7,8.2,3.3,13.0,6.6,6.6
Domantas Sabonis,16.0,13.4,6.7,20.1,6.0,6.0
Shabazz Napier,11.1,7.1,0.2,13.9,5.8,5.8
JaVale McGee,10.7,11.1,3.7,18.6,5.7,5.7
Ian Clark,13.3,11.1,3.4,18.9,3.9,3.9
Damian Jones,3.5,3.1,0.2,6.1,0.0,0.0
Victor Oladipo,35.3,28.8,20.1,37.5,0.0,0.0
Johnny O'Bryant,4.9,5.2,1.5,8.9,0.0,0.0
Christian Wood,7.4,7.4,4.1,10.8,0.0,0.0
Tyson Chandler,23.5,24.6,15.5,33.7,0.0,0.0
