Skal Labissiere,27.3,SAC,PF,@ MIN,41.68,4,206.5,600,97.25,-1.25,15.6,99.24,21.37,32.30,35.76,18.84,2.48
Meyers Leonard,22.93,POR,C,PHO,49.62,25,222.5,-670,116.75,-0.25,15.1,101.32,15.99,27.00,35.08,10.78,2.29
Allen Crabbe,20.67,POR,SG,PHO,40.09,23,222.5,-670,116.75,-0.25,27.9,101.32,14.20,29.70,27.70,13.64,2.07
Georgios Papagiannis,20.21,SAC,C,@ MIN,48.80,20,206.5,600,97.25,-1.25,12.9,99.24,15.24,24.20,32.54,7.88,2.02
Kris Dunn,20.02,MIN,PG,SAC,44.15,18,206.5,-800,109.25,-1.25,16.7,98.32,15.02,28.00,28.63,11.41,2
Alex Len,21.11,PHO,C,@ POR,49.06,21,222.5,520,105.75,0.75,19.8,103.77,17.42,22.54,30.40,11.82,1.92
Al-Farouq Aminu,26.35,POR,PF,PHO,46.28,27,222.5,-670,116.75,-0.25,28.2,101.32,14.91,30.60,37.15,15.55,1.88
Gorgui Dieng,34.25,MIN,PF,SAC,46.16,26,206.5,-800,109.25,-1.25,31.7,98.32,13.96,38.00,42.13,26.37,1.8
Noah Vonleh,19.54,POR,PF,PHO,46.28,27,222.5,-670,116.75,-0.25,15.2,101.32,13.07,27.50,28.33,10.75,1.78
Jared Dudley,17.52,PHO,PF,@ POR,46.49,28,222.5,520,105.75,0.75,20.6,103.77,14.22,24.57,26.81,8.23,1.75
Moe Harkless,19.01,POR,SF,PHO,39.35,17,222.5,-670,116.75,-0.25,28.4,101.32,14.87,28.80,25.47,12.55,1.73
Arron Afflalo,16.51,SAC,SF,@ MIN,37.48,5,206.5,600,97.25,-1.25,25.4,99.24,13.49,26.31,26.58,6.44,1.65
Marquese Chriss,27.51,PHO,PF,@ POR,46.49,28,222.5,520,105.75,0.75,20.4,103.77,19.60,31.00,36.86,18.16,1.62
Buddy Hield,23.86,SAC,SG,@ MIN,38.41,15,206.5,600,97.25,-1.25,21.8,99.24,19.95,31.50,33.40,14.32,1.49
Evan Turner,19.02,POR,SF,PHO,39.35,17,222.5,-670,116.75,-0.25,25.0,101.32,18.63,24.60,28.34,9.70,1.46
Ty Lawson,14.38,SAC,PG,@ MIN,43.22,11,206.5,600,97.25,-1.25,24.5,99.24,19.71,22.24,24.59,4.17,1.44
Tyler Ulis,34.01,PHO,PG,@ POR,43.29,13,222.5,520,105.75,0.75,16.1,103.77,22.15,38.00,47.27,20.75,1.42
Willie Cauley-Stein,28.06,SAC,PF,@ MIN,41.68,4,206.5,600,97.25,-1.25,18.0,99.24,17.99,33.00,39.56,16.56,1.4
Devin Booker,39.04,PHO,SG,@ POR,38.57,17,222.5,520,105.75,0.75,34.4,103.77,28.51,37.00,56.61,21.47,1.39
Darren Collison,22.5,SAC,PG,@ MIN,43.22,11,206.5,600,97.25,-1.25,29.9,99.24,19.76,28.00,33.98,11.03,1.32
Langston Galloway,12.66,SAC,SG,@ MIN,38.41,15,206.5,600,97.25,-1.25,19.0,99.24,18.06,20.00,20.51,4.81,1.27
Brandon Rush,12.69,MIN,SG,SAC,40.16,25,206.5,-800,109.25,-1.25,20.5,98.32,9.70,18.00,19.80,5.58,1.27
Anthony Tolliver,12.5,SAC,PF,@ MIN,41.68,4,206.5,600,97.25,-1.25,22.2,99.24,12.77,16.30,18.50,6.50,1.25
Omri Casspi,12.3,MIN,PF,SAC,46.16,26,206.5,-800,109.25,-1.25,17.2,98.32,15.24,14.00,19.80,4.80,1.23
Derrick Jones,11.82,PHO,SF,@ POR,38.78,11,222.5,520,105.75,0.75,14.3,103.77,10.57,22.15,N/A,N/A,1.18
T.J. Warren,33.77,PHO,SF,@ POR,38.78,11,222.5,520,105.75,0.75,30.3,103.77,19.17,38.00,49.98,17.56,1.16
Alan Williams,22.3,PHO,C,@ POR,49.06,21,222.5,520,105.75,0.75,14.3,103.77,21.08,20.00,32.11,12.49,1.12
Ben McLemore,10.98,SAC,SG,@ MIN,38.41,15,206.5,600,97.25,-1.25,18.1,99.24,18.50,17.48,17.68,4.28,1.1
Andrew Wiggins,34.72,MIN,SF,SAC,39.33,16,206.5,-800,109.25,-1.25,36.8,98.32,26.88,39.00,45.48,23.96,1.09
Ricky Rubio,37.55,MIN,PG,SAC,44.15,18,206.5,-800,109.25,-1.25,32.1,98.32,19.07,37.00,50.69,24.41,1.07
C.J. McCollum,33.42,POR,SG,PHO,40.09,23,222.5,-670,116.75,-0.25,34.4,101.32,26.56,34.00,44.11,22.73,1.01
Damian Lillard,46.28,POR,PG,PHO,46.53,26,222.5,-670,116.75,-0.25,35.2,101.32,31.15,38.00,60.63,31.93,0.96
Shabazz Muhammad,9.47,MIN,SF,SAC,39.33,16,206.5,-800,109.25,-1.25,19.0,98.32,19.59,12.00,17.71,1.23,0.95
Karl-Anthony Towns,44.48,MIN,C,SAC,47.86,17,206.5,-800,109.25,-1.25,36.5,98.32,26.08,39.00,55.16,33.80,0.89
Ronnie Price,8.05,PHO,PG,@ POR,43.29,13,222.5,520,105.75,0.75,8.7,103.77,11.71,12.13,11.35,4.75,0.81
Tyus Jones,7.52,MIN,SG,SAC,40.16,25,206.5,-800,109.25,-1.25,13.3,98.32,15.39,10.00,15.64,-0.60,0.75
