James Harden,HOU,PG,39.58,5.02,3.56,8.34,10.74,1.49,0.56,6.98,29.69
Russell Westbrook,OKC,PG,36.06,6.77,1.98,10.42,10.24,1.65,0.27,5.49,26.51
Damian Lillard,POR,PG,37.55,5.60,3.29,4.99,7.27,0.80,0.42,3.00,26.26
Kemba Walker,CHA,PG,38.44,5.54,3.37,5.06,6.20,1.58,0.28,2.83,25.78
Stephen Curry,GSW,PG,33.36,3.72,4.75,5.05,5.98,1.37,0.21,2.69,25.20
CJ McCollum,POR,SG,36.18,6.78,2.74,3.83,4.53,1.26,0.70,2.48,24.92
Kyrie Irving,CLE,PG,36.69,6.38,2.50,3.40,5.61,1.26,0.28,3.08,24.42
DeMarcus Cousins,SAC,PF,32.79,7.05,1.20,9.45,3.63,1.64,1.19,3.60,23.62
Anthony Davis,NO,PF,31.23,7.83,0.33,10.23,2.01,1.42,1.99,1.96,22.54
Isaiah Thomas,BOS,PG,27.58,4.31,2.71,2.62,5.69,0.73,0.11,2.74,22.47
Klay Thompson,GSW,SG,34.78,4.59,3.57,4.36,1.89,0.67,0.53,1.65,22.42
Kevin Durant,GSW,SF,32.14,5.52,1.87,8.19,4.58,0.67,1.40,2.44,21.30
Al Horford,BOS,C,37.98,6.80,1.80,8.78,5.18,1.10,1.80,2.10,21.21
LeBron James,CLE,SF,33.98,6.11,1.30,7.03,7.43,1.20,0.57,4.00,20.92
Jabari Parker,MIL,PF,35.09,6.96,0.76,6.62,2.77,1.34,0.36,2.16,20.49
Goran Dragic,MIA,PG,38.06,6.21,1.44,4.40,7.08,1.35,0.25,3.56,19.92
Giannis Antetokounmpo,MIL,SG,32.90,6.42,0.40,8.62,5.40,1.61,1.76,3.21,19.64
Brook Lopez,BKN,C,28.72,6.17,0.70,5.62,2.27,0.55,1.39,2.41,19.48
Hassan Whiteside,MIA,C,34.36,7.52,0.00,13.60,0.62,1.06,2.90,2.37,19.25
Kyle Lowry,TOR,PG,31.34,2.54,3.01,3.81,4.97,1.44,0.26,3.12,19.24
Dennis Schroder,ATL,PG,34.30,6.06,1.33,3.45,6.58,1.10,0.21,3.68,18.95
Harrison Barnes,DAL,SF,34.73,6.15,1.14,5.59,1.66,0.80,0.24,1.17,18.16
Jae Crowder,BOS,SF,35.51,3.31,2.91,6.13,2.54,1.45,0.45,1.42,18.14
Mike Conley,MEM,PG,34.42,3.29,2.35,3.85,6.12,1.10,0.38,2.35,17.71
Victor Oladipo,OKC,SG,34.29,4.65,2.00,4.93,3.23,1.32,0.50,2.21,17.58
Jimmy Butler,CHI,SF,32.51,4.49,1.03,5.70,5.06,1.61,0.39,2.40,17.52
Dwyane Wade,CHI,SG,29.03,6.13,0.42,4.22,4.14,1.33,0.67,2.90,17.24
Derrick Rose,NY,PG,34.46,6.26,0.39,3.97,4.27,0.65,0.24,3.15,17.01
Jrue Holiday,NO,PG,32.55,4.68,1.53,3.92,7.71,1.60,0.45,2.89,16.80
Kevin Love,CLE,PF,30.83,2.59,2.65,9.80,2.10,0.80,0.45,2.03,16.72
Marc Gasol,MEM,C,30.40,4.96,0.60,5.78,3.34,0.88,1.35,2.10,15.56
Deron Williams,DAL,PG,33.69,3.84,1.82,3.23,7.07,0.86,0.14,2.58,15.47
Carmelo Anthony,NY,SF,26.86,3.93,1.43,5.37,2.53,0.59,0.27,1.76,15.33
Dirk Nowitzki,DAL,PF,25.36,4.25,1.45,5.42,1.43,0.63,0.56,0.92,14.97
Nick Young,LAL,SG,26.64,1.70,3.13,2.47,1.06,0.61,0.26,0.82,14.75
Jonas Valanciunas,TOR,C,31.05,5.65,0.00,10.02,0.69,0.59,1.10,2.12,14.69
Julius Randle,LAL,PF,31.87,5.30,0.07,10.05,3.42,0.86,0.40,2.98,14.18
Robert Covington,PHI,SF,32.76,1.72,2.97,6.25,1.54,1.45,0.78,2.40,14.02
Ryan Anderson,HOU,PF,26.88,2.37,2.31,4.94,0.94,0.47,0.27,1.18,13.92
Jordan Clarkson,LAL,PG,26.46,3.97,1.31,3.06,2.33,1.09,0.07,1.88,13.78
James Johnson,MIA,PF,32.68,3.58,1.37,5.62,3.69,1.20,1.23,2.70,13.42
Nicolas Batum,CHA,SG,33.03,2.90,1.63,6.52,5.69,1.08,0.43,2.85,13.30
Lou Williams,LAL,PG,18.53,1.86,1.49,1.70,2.11,0.67,0.14,1.50,13.01
Kristaps Porzingis,NY,PF,26.27,3.24,1.24,5.69,1.07,0.57,0.99,1.69,12.68
Zach Randolph,MEM,SF,24.18,4.93,0.13,7.09,1.67,0.40,0.19,1.37,12.66
Sean Kilpatrick,BKN,PG,26.51,2.81,1.55,3.70,2.35,0.66,0.09,2.24,12.64
Kelly Olynyk,BOS,PF,23.84,3.02,1.55,4.97,2.32,0.68,0.48,1.66,12.50
Darren Collison,SAC,PG,30.94,3.68,1.11,2.42,4.66,0.98,0.06,1.85,12.48
Paul Millsap,ATL,PF,25.64,3.70,0.69,5.93,2.57,1.55,1.01,1.77,12.36
Ersan Ilyasova,PHI,PF,25.74,2.61,1.81,5.32,1.19,0.66,0.36,1.32,12.31
Trevor Ariza,HOU,SF,35.51,1.58,2.54,5.40,2.42,1.60,0.35,1.36,11.95
Kent Bazemore,ATL,SG,29.46,2.90,1.39,4.19,2.49,1.41,0.54,1.97,11.45
Seth Curry,DAL,PG,23.46,2.02,1.94,2.27,2.51,1.02,0.10,1.23,11.29
Greg Monroe,MIL,C,19.20,4.07,0.00,6.47,1.88,0.88,0.45,1.46,11.17
DeMarre Carroll,TOR,SF,26.50,1.62,2.02,3.76,0.81,1.11,0.30,0.95,11.09
Patrick Beverley,HOU,SG,34.37,2.27,1.89,5.48,4.38,1.39,0.50,1.84,11.04
Bojan Bogdanovic,BKN,SF,21.73,1.99,1.79,2.84,1.38,0.26,0.06,1.35,10.92
Robin Lopez,CHI,C,28.87,4.87,0.00,7.75,1.08,0.28,1.80,1.80,10.85
Taj Gibson,CHI,PF,28.83,4.64,0.01,7.16,1.27,0.84,1.04,1.65,10.83
Evan Turner,POR,SG,27.92,3.93,0.28,4.99,4.79,0.92,0.51,1.95,10.79
Terrence Ross,TOR,SF,19.43,1.87,1.92,2.12,0.56,0.71,0.31,0.59,10.73
Buddy Hield,NO,SG,20.74,1.87,1.97,3.37,1.59,0.34,0.15,0.99,10.64
Jeremy Lamb,CHA,SG,22.76,3.18,0.83,4.81,1.54,0.68,0.42,0.96,10.57
Timofey Mozgov,LAL,C,24.07,4.49,0.00,5.38,0.71,0.37,0.68,1.57,10.47
James Michael McAdoo,GSW,SF,21.70,2.49,1.20,4.14,1.79,0.59,0.37,1.03,10.46
Allen Crabbe,POR,SG,26.93,2.21,1.41,3.10,1.52,0.70,0.23,0.75,10.34
Trevor Booker,BKN,PF,28.86,4.13,0.22,8.97,2.36,1.31,0.51,1.98,10.25
Nik Stauskas,PHI,SG,29.34,1.50,1.91,2.95,2.30,0.62,0.40,1.90,10.18
Enes Kanter,OKC,PF,16.41,3.95,0.08,5.58,0.51,0.33,0.37,1.25,10.15
Tyreke Evans,NO,SG,21.26,2.55,0.94,3.66,4.65,0.97,0.16,1.96,10.11
Gerald Henderson,PHI,SG,25.03,2.81,0.81,3.00,1.62,0.59,0.30,1.23,10.01
Marco Belinelli,CHA,SG,23.67,2.03,1.46,2.41,1.88,0.57,0.07,1.10,9.97
John Henson,MIL,C,22.48,4.03,0.00,5.81,1.43,0.58,1.79,1.64,9.93
Tony Allen,MEM,SG,31.59,3.63,0.17,6.08,1.39,1.66,0.44,2.04,9.83
Dion Waiters,MIA,PG,21.77,2.43,1.02,2.16,2.22,0.96,0.21,1.53,9.67
Maurice Harkless,POR,SF,24.30,3.06,0.77,4.44,0.96,0.82,0.81,1.04,9.63
Tim Hardaway Jr.,ATL,PG,21.48,1.92,1.52,2.27,1.66,0.68,0.19,0.95,9.55
