Isaiah Thomas,BOS,PG,36.43,6.15,3.56,3.48,7.29,0.94,0.15,2.91,30.62
DeMarcus Cousins,SAC,PF,35.46,8.31,1.43,10.23,4.67,2.00,1.52,4.33,29.58
Russell Westbrook,OKC,PG,36.44,6.84,2.24,10.02,8.85,1.48,0.31,6.02,29.03
James Harden,HOU,PG,37.44,5.11,3.31,8.02,10.50,1.85,0.50,5.51,28.74
Brook Lopez,BKN,C,34.78,8.16,1.05,7.21,2.54,0.71,1.69,3.41,26.39
Damian Lillard,POR,PG,35.23,4.94,3.36,4.51,5.96,0.60,0.22,3.20,25.05
Karl-Anthony Towns,MIN,C,35.01,8.73,0.63,10.87,2.86,0.69,1.20,2.61,22.91
CJ McCollum,POR,SG,31.80,5.88,2.57,3.21,3.43,0.79,0.40,2.53,22.42
Eric Bledsoe,PHX,PG,35.94,4.93,2.15,4.68,6.49,1.67,0.58,4.17,22.21
Dwyane Wade,CHI,SG,30.93,8.10,0.33,4.47,4.01,1.37,0.61,3.21,22.14
Kyle Lowry,TOR,PG,36.28,3.13,3.48,4.63,6.44,1.52,0.30,3.13,22.07
Paul George,IND,SF,35.18,4.68,2.72,6.47,3.72,1.78,0.36,2.82,21.78
Devin Booker,PHX,SG,36.36,4.88,2.21,2.83,3.47,0.93,0.31,3.44,20.68
Andrew Wiggins,MIN,SF,34.91,6.56,0.79,3.66,2.28,0.75,0.39,2.26,19.85
Jabari Parker,MIL,PF,34.49,6.87,0.69,6.27,2.63,1.16,0.41,1.88,19.42
Harrison Barnes,DAL,SF,33.46,6.69,0.91,5.21,1.51,0.62,0.19,1.20,19.04
Reggie Jackson,DET,PG,32.06,5.46,1.61,2.74,6.62,0.66,0.13,3.15,18.80
Giannis Antetokounmpo,MIL,SG,31.48,6.16,0.36,7.37,5.14,1.41,1.62,2.50,18.15
Al Horford,BOS,C,33.49,6.18,1.19,7.47,4.60,0.95,1.69,1.44,17.96
Marc Gasol,MEM,C,30.98,6.09,0.57,5.99,3.58,1.10,1.25,2.00,17.93
Zach LaVine,MIN,SG,35.95,3.73,2.76,3.30,3.22,0.93,0.20,1.94,17.64
Mike Conley,MEM,PG,32.17,3.44,2.01,3.74,6.19,1.26,0.27,1.98,16.62
Myles Turner,IND,C,32.30,6.17,0.25,7.65,1.10,0.87,2.08,1.43,16.57
Victor Oladipo,OKC,SG,33.72,4.10,1.97,4.60,2.83,1.15,0.58,2.23,16.41
Nikola Vucevic,ORL,C,24.18,7.01,0.06,7.27,2.01,0.67,0.93,1.53,16.08
Wesley Matthews,DAL,SG,36.98,1.87,3.54,3.84,2.27,1.23,0.25,1.43,15.90
Jeff Teague,IND,PG,34.98,3.95,1.25,4.23,9.20,1.66,0.45,3.21,15.74
Evan Fournier,ORL,SG,32.25,3.21,2.05,2.87,2.95,0.96,0.06,2.38,15.31
Wilson Chandler,DEN,SF,27.42,4.16,1.66,6.18,2.00,0.74,0.44,1.76,15.18
Ryan Anderson,HOU,PF,29.16,2.44,2.59,5.22,1.05,0.68,0.26,1.00,15.11
Jonas Valanciunas,TOR,C,27.84,5.97,0.00,9.62,0.62,0.47,0.94,1.69,14.89
Jae Crowder,BOS,SF,33.65,2.71,2.44,6.00,2.44,1.35,0.46,1.03,14.83
Andre Drummond,DET,C,29.90,6.37,0.00,11.42,0.99,1.61,1.13,1.97,14.71
Seth Curry,DAL,PG,32.72,2.91,2.51,3.29,3.42,1.35,0.16,1.86,14.68
Dirk Nowitzki,DAL,PF,23.77,4.29,1.25,4.73,1.21,0.58,0.55,0.86,14.67
Serge Ibaka,ORL,PF,29.90,4.54,1.29,6.57,0.86,0.63,1.61,1.35,14.52
Kentavious Caldwell-Pope,DET,SG,35.88,2.66,2.32,3.48,2.73,1.48,0.20,1.53,14.36
Nick Young,LAL,SG,27.66,1.47,3.20,2.62,1.04,0.55,0.24,0.84,14.22
Eric Gordon,HOU,SG,24.68,1.76,2.85,2.16,2.36,0.69,0.27,1.38,13.97
Nikola Jokic,DEN,PF,25.90,5.11,0.32,7.81,3.50,0.82,0.88,1.96,13.90
Zach Randolph,MEM,SF,20.74,5.74,0.09,6.05,1.51,0.46,0.14,1.15,13.60
Greg Monroe,MIL,C,22.28,5.06,0.00,6.92,1.93,0.95,0.62,1.54,13.38
Darren Collison,SAC,PG,32.75,3.70,1.24,2.52,5.72,1.27,0.12,2.22,13.17
D'Angelo Russell,LAL,PG,26.49,2.80,1.69,3.53,4.07,0.87,0.22,2.97,12.73
TJ Warren,PHX,SF,27.59,4.84,0.39,3.36,0.91,0.84,0.36,0.92,12.63
Sean Kilpatrick,BKN,PG,24.57,2.59,1.69,3.48,2.12,0.66,0.10,2.27,12.41
Terrence Ross,TOR,SF,23.26,2.16,2.26,2.86,0.79,0.82,0.40,0.68,12.39
