DeMarcus Cousins,SAC,PF,29th,45.7,87.1,34.1,36.72,63.42,77
LeBron James,CLE,SF,11th,33.6,68.4,37.1,36.26,48.55,80
Karl-Anthony Towns,MIN,C,1st,32.1,68.9,35.9,41.42,47.88,76
Jimmy Butler,CHI,SF,2nd,19.2,68.5,36.0,36.10,40.32,67
Kyle Lowry,TOR,PG,12th,25.7,58.7,37.1,38.00,39.86,77
DeMar DeRozan,TOR,SG,20th,25.4,55.4,35.0,34.20,38.30,79
Kyrie Irving,CLE,PG,19th,22.8,59.1,34.6,33.95,38.36,73
Andrew Wiggins,MIN,SF,14th,17.9,56,36.6,34.78,34.22,66
D'Angelo Russell,LAL,PG,13th,9.2,50.8,26.0,24.10,27.04,57
Ricky Rubio,MIN,PG,16th,15.9,51,31.4,30.94,30.94,64
Julius Randle,LAL,PF,11th,13.8,50.8,28.0,29.96,29.66,62
Louis Williams,LAL,SG,5th,15.3,52.1,23.8,23.20,31.09,62
Gorgui Dieng,MIN,PF,1st,12.5,40.8,31.5,30.69,24.64,68
Jonas Valanciunas,TOR,C,8th,20.3,51.3,26.7,33.00,33.59,67
Darren Collison,SAC,PG,26th,23,52.8,30.2,40.32,35.76,64
Matt Barnes,SAC,SF,24th,10.8,42.4,24.6,28.35,24.35,53
Taj Gibson,CHI,PF,7th,12.1,38.2,26.8,29.40,23.26,68
Tristan Thompson,CLE,C,17th,15.9,46.9,29.3,35.70,29.20,62
Lance Stephenson,MIN,SF,14th,0,31.8,22.6,14.60,10.85,35
Michael Carter-Williams,CHI,PG,20th,9.4,44.2,21.6,26.39,24.33,47
Norman Powell,TOR,SF,20th,0,34.6,16.7,21.20,13.82,16
Robin Lopez,CHI,C,15th,13.4,39.3,27.6,29.96,24.51,66
Nick Young,LAL,SG,12th,4.4,36.4,26.0,21.60,18.12,57
DeMarre Carroll,TOR,SF,23rd,9.8,41.1,26.2,35.00,23.24,53
Lucas Nogueira,TOR,C,8th,4.7,32.6,21.1,20.46,16.67,54
Rajon Rondo,CHI,PG,20th,6.3,45.7,25.9,25.30,23.20,52
Kyle Korver,CLE,SG,3rd,6.7,36.3,26.5,27.54,19.39,53
Brandon Ingram,LAL,SF,12th,10,36.7,27.2,32.40,21.42,55
Willie Cauley-Stein,SAC,C,29th,1.7,29.1,12.5,11.90,13.46,29
Cory Joseph,TOR,PG,12th,0.7,28,22.0,19.20,12.42,53
Kris Dunn,MIN,PG,16th,0,25.7,16.2,13.80,8.72,26
Jared Sullinger,TOR,PF,18th,1.9,25.8,10.1,15.00,12.14,8
Delon Wright,TOR,PG,12th,0,0,,0.00,0.00,0
Jakob Poeltl,TOR,C,8th,4.4,22.1,10.0,19.00,11.97,24
Nemanja Bjelica,MIN,PF,30th,0,27.2,16.5,14.50,9.69,30
Tyus Jones,MIN,PG,16th,0,23.9,12.9,8.00,5.84,12
James Jones,CLE,SG,11th,0,16.1,7.5,8.72,5.51,4
Channing Frye,CLE,PF,17th,16.5,43.5,17.5,26.50,28.09,52
Derrick Williams,CLE,SF,17th,9,30.2,15.7,24.20,18.10,46
Iman Shumpert,CLE,SG,3rd,9.7,34.1,24.9,29.87,20.13,57
Kay Felder,CLE,PG,19th,0,19.2,10.1,6.90,4.96,17
Brandon Rush,MIN,SG,29th,0,28.7,16.4,24.70,12.30,0
Cole Aldrich,MIN,C,1st,0,19,8.8,8.30,6.24,16
Shabazz Muhammad,MIN,SG,14th,3.8,30.4,19.3,18.60,15.20,45
Luol Deng,LAL,SF,12th,0.6,31.7,26.7,22.88,13.93,52
Timofey Mozgov,LAL,C,6th,0,14.9,20.3,0.00,0.00,51
Bobby Portis,CHI,PF,7th,0,21.8,11.3,10.70,8.32,26
Jordan Clarkson,LAL,PG,5th,4.7,33.3,26.8,20.02,16.96,62
Tarik Black,LAL,C,6th,7.8,31.1,15.8,21.20,17.79,55
Larry Nance Jr.,LAL,PF,12th,8,38.6,21.8,25.74,21.08,53
Ivica Zubac,LAL,C,6th,4,43,13.6,19.32,20.69,18
Malachi Richardson,SAC,SG,17th,1.6,18.7,8.2,13.20,8.95,14
Ben McLemore,SAC,SG,17th,7.2,38.2,17.1,30.60,20.47,16
Isaiah Canaan,CHI,PG,20th,0,22.1,17.3,17.10,8.26,31
Doug McDermott,CHI,SF,7th,5.3,34.9,23.6,23.00,17.99,46
Jerian Grant,CHI,PG,20th,1.1,29.3,15.8,18.40,13.17,29
Cristiano Da Silva Felicio,CHI,C,7th,3.8,27.7,15.1,19.80,14.02,44
Denzel Valentine,CHI,SF,20th,3.7,28.5,12.7,21.78,14.31,9
Arron Afflalo,SAC,SG,17th,4.6,26.6,25.1,26.68,14.01,51
Anthony Tolliver,SAC,PF,28th,4.2,33.8,22.6,24.84,16.87,42
Kosta Koufos,SAC,C,29th,3.1,27.6,18.7,15.20,13.59,54
Richard Jefferson,CLE,SF,11th,4.4,23.6,19.2,23.04,12.63,45
