4632,TOR,IND,SF,16.525,10,0,0,0,1,22.2
4729,TOR,IND,PF,14.61,10,0,-3.615,0.305,1,6.5
4886,TOR,IND,C,23.89,16,0,5.61,0.3,1,41.9
4911,TOR,IND,PG,25.115,14,0,15.495,-1.41,1,16.4
5480,TOR,IND,PG,12.07,10,0,4.555,5.575,1,21.9
5506,TOR,IND,SG,15.035,10,0,7.185,-0.02,1,3.4
5640,TOR,IND,C,7.185,10,0,3.89,3.725,1,1.2
4305,SAC,MIN,SF,14.605,10,0,0,0,0,21.4
4371,SAC,MIN,PF,10.75,10,0,6.705,2.045,0,22.3
4623,SAC,MIN,PG,15.49,10,0,-8.495,2.205,0,40.9
4626,SAC,MIN,PG,22,17,0,-5.665,-0.435,0,16.5
5158,SAC,MIN,SG,12.54,10,0,16.92,-2.66,0,5.6
5388,SAC,MIN,SG,10.33,10,0,-5.115,-3.015,0,22.1
5466,SAC,MIN,PF,26.73,20,1,-8.65,1.02,0,34.5
5637,SAC,MIN,SG,22.38,16,0,-15.355,-0.125,0,31.3
5644,SAC,MIN,C,10.105,10,0,5.265,-1.77,0,12.2
5659,SAC,MIN,PF,24.8,11,0,4.165,-4.565,0,11.2
4475,MIN,SAC,SG,11.445,10,0,2.715,-1.96,1,16.4
4610,MIN,SAC,PG,37.225,35,0,3.08,-3.305,1,39.7
4628,MIN,SAC,PF,8.15,10,0,-4.52,1.37,1,6.4
5165,MIN,SAC,SF,8.335,10,0,-11.545,7.61,1,7.4
5191,MIN,SAC,PF,32.275,19,0,6.5,-6.075,1,32.1
5292,MIN,SAC,SF,34.06,32,0,-7.99,-1.07,1,43.1
5432,MIN,SAC,C,45.34,50,1,10.435,1.625,1,39.7
5484,MIN,SAC,SG,10.06,10,0,4.345,3.495,1,12.7
5636,MIN,SAC,PG,20.56,10,0,8.605,-3.265,1,14.1
3818,ATL,CHI,C,36.7,28,0,3.27,1.23,0,31.9
3831,ATL,CHI,PF,9.1,10,0,4.16,1.74,0,2.4
3962,ATL,CHI,PF,29.2,22,0,2.39,3.31,0,23.3
3989,ATL,CHI,PG,6.8,10,0,-0.115,2.515,0,8.6
5102,ATL,CHI,SG,16.1,11,0,0,0,0,16
5187,ATL,CHI,PG,39.7,30,1,5.355,-2.355,0,47.9
5194,ATL,CHI,SG,28.8,23,0,-24.07,4.37,0,33
5214,ATL,CHI,PF,6.4,10,0,-1.52,-0.68,0,13.7
5643,ATL,CHI,SF,20.2,15,0,1.295,6.705,0,18.1
4149,CHI,ATL,PG,33.1,21,0,16.435,-7.735,1,47.7
4477,CHI,ATL,C,22.4,10,0,8.215,-1.615,1,12.3
4905,CHI,ATL,PF,31.4,15,0,17.755,-8.055,1,30.3
4912,CHI,ATL,SG,44.6,48,1,7.73,-3.63,1,52.5
5162,CHI,ATL,PG,10.5,10,0,-6.125,5.225,1,10.9
5225,CHI,ATL,PF,6.7,10,0,-3.775,6.075,1,5.2
5482,CHI,ATL,PF,14.2,10,0,-11.275,3.475,1,8.3
5645,CHI,ATL,SG,23.3,11,0,-9.625,-4.575,1,19.4
5679,CHI,ATL,SF,15.7,10,0,5.005,-0.205,1,18.9
4646,ORL,BKN,SG,13.8,10,0,-8.545,-0.555,0,12.5
4888,ORL,BKN,C,15.1,10,0,19.03,-1.93,0,1.5
4897,ORL,BKN,C,37.2,30,0,2.495,-1.995,0,43.2
5014,ORL,BKN,SF,29.1,16,0,10.015,-8.415,0,13.4
5054,ORL,BKN,SG,29.3,20,0,11.655,-3.755,0,25.7
5295,ORL,BKN,PF,31,20,0,6.265,-6.265,0,52.5
5321,ORL,BKN,PG,40,31,1,-5.28,-5.52,0,50.2
5465,ORL,BKN,SF,11.8,10,0,0.985,2.215,0,6.7
4135,BKN,ORL,SG,9.2,10,0,-2.735,0.735,1,5.9
4472,BKN,ORL,C,36.4,27,0,12.375,1.525,1,43.9
4754,BKN,ORL,PF,17.9,16,0,-2.02,-3.48,1,35.6
4795,BKN,ORL,PG,36.5,19,1,3.88,-5.68,1,29.8
5079,BKN,ORL,C,14.5,10,0,5.2,-14.5,1,17.5
5349,BKN,ORL,PG,14.9,10,0,7.455,1.445,1,18.1
5428,BKN,ORL,SG,21,11,0,-7.79,-3.71,1,24.5
5483,BKN,ORL,PF,24.4,13,0,7.635,-0.635,1,11.7
5651,BKN,ORL,SF,19,11,0,-2.825,-2.175,1,13.1
5673,BKN,ORL,PG,12.8,10,0,-1.58,2.78,1,16.7
4285,LAL,LAC,SF,8.9,10,0,0.495,3.005,0,13.1
