Marcus Smart,35.29,BOS,PG,@ CLE,45.13,21,N/A,N/A,N/A,N/A,29.8,99.63,19.09,40.00,45.88,24.70,2.21
Danny Green,19.52,SAS,SG,GSW,37.66,10,217.5,560,103.25,1.25,26.0,97.88,13.14,33.00,28.11,10.93,1.77
Pau Gasol,29.49,SAS,C,GSW,47.27,14,217.5,560,103.25,1.25,24.7,97.88,20.02,28.00,39.52,19.46,1.73
Kelly Olynyk,18.52,BOS,PF,@ CLE,42.40,6,N/A,N/A,N/A,N/A,19.8,99.63,19.00,20.23,25.93,11.11,1.68
Manu Ginobili,19.65,SAS,SG,GSW,37.66,10,217.5,560,103.25,1.25,17.7,97.88,20.41,23.29,26.72,12.58,1.64
Jae Crowder,36.16,BOS,SF,@ CLE,40.83,26,N/A,N/A,N/A,N/A,32.0,99.63,16.53,40.00,47.01,25.31,1.57
Andre Iguodala,21.28,GSW,SF,@ SAS,33.76,1,217.5,-725,114.25,0.25,25.9,104.67,12.52,27.11,28.52,14.04,1.52
Avery Bradley,37.64,BOS,SG,@ CLE,41.81,29,N/A,N/A,N/A,N/A,33.3,99.63,20.58,40.00,48.18,27.10,1.51
Zaza Pachulia,14.92,GSW,C,@ SAS,43.56,3,217.5,-725,114.25,0.25,17.1,104.67,16.20,19.03,23.42,6.42,1.49
Jaylen Brown,14.8,BOS,SF,@ CLE,40.83,26,N/A,N/A,N/A,N/A,16.1,99.63,17.66,19.71,19.54,10.06,1.48
Tristan Thompson,27.25,CLE,C,BOS,48.17,18,N/A,N/A,N/A,N/A,29.8,101.29,10.90,33.18,36.24,18.26,1.43
J.R. Smith,15.73,CLE,SG,BOS,38.60,15,N/A,N/A,N/A,N/A,27.9,101.29,13.07,29.36,22.18,9.28,1.43
Patty Mills,25.64,SAS,PG,GSW,42.73,6,217.5,560,103.25,1.25,21.7,97.88,19.57,36.08,35.90,15.38,1.35
Kyle Korver,13.09,CLE,SG,BOS,38.60,15,N/A,N/A,N/A,N/A,24.5,101.29,14.67,19.96,21.86,4.32,1.31
Al Horford,36.51,BOS,C,@ CLE,46.77,10,N/A,N/A,N/A,N/A,32.1,99.63,19.74,36.47,46.00,27.02,1.26
