Russell Westbrook,OKC,PG,3rd,36.1,78.3,34.2,33.95,54.15,79
James Harden,HOU,SG,7th,43.4,85.9,35.9,37.37,61.62,78
DeMarcus Cousins,SAC,PF,6th,37.4,79.5,34.1,36.40,55.44,76
Anthony Davis,NOP,C,2nd,25.7,84.2,35.4,37.45,50.78,67
John Wall,WAS,PG,4th,33.4,64.3,35.8,37.74,46.65,81
Kawhi Leonard,SAS,SF,25th,26.5,57.9,33.2,31.62,39.94,78
Damian Lillard,POR,PG,16th,22.7,61.7,35.3,36.75,39.43,73
Kyle Lowry,TOR,PG,28th,32.8,66.8,36.9,41.42,47.38,77
Kemba Walker,CHA,PG,14th,27.6,60.2,33.5,34.92,41.59,76
Carmelo Anthony,NYK,SF,4th,22.8,63.6,33.4,34.92,40.26,68
C.J. McCollum,POR,SG,25th,24.1,62.9,34.2,35.02,40.76,69
Nicolas Batum,CHA,SG,6th,19.4,50.9,34.3,36.00,32.90,74
LaMarcus Aldridge,SAS,PF,28th,17.7,51.3,31.9,29.44,32.09,70
Jrue Holiday,NOP,PG,26th,19.3,53.3,30.8,30.69,33.88,70
Bradley Beal,WAS,SG,21st,18.6,52.2,33.8,33.84,32.99,70
Markieff Morris,WAS,PF,26th,18.3,52.1,31.4,32.30,32.78,64
D'Angelo Russell,LAL,PG,29th,7.9,47.5,25.7,24.10,24.85,58
Otto Porter,WAS,SF,11th,12.6,52.7,33.2,34.32,29.79,61
Mason Plumlee,POR,C,15th,21.5,53.6,27.6,32.40,35.25,69
Victor Oladipo,OKC,SG,16th,15,47.5,33.5,36.38,28.96,66
Wilson Chandler,DEN,SF,22nd,7.9,46.7,29.8,28.13,24.50,60
Eric Gordon,HOU,SG,7th,16.9,46.4,29.9,31.32,29.53,69
Danilo Gallinari,DEN,SF,22nd,21.6,46.4,33.8,35.97,32.19,75
Trevor Ariza,HOU,SF,13th,14.3,41.2,34.1,38.52,25.85,71
Patrick Beverley,HOU,PG,12th,18.2,43.5,30.6,33.79,29.06,72
Louis Williams,LAL,SG,28th,10.7,48.7,23.9,23.20,27.00,60
Marcin Gortat,WAS,C,22nd,14.9,40.8,34.1,30.08,26.02,74
Steven Adams,OKC,C,10th,16.1,44.1,29.7,32.98,28.10,69
Terrence Jones,NOP,PF,2nd,1,40.9,23.7,18.00,18.11,50
Jonas Valanciunas,TOR,C,13th,13.8,44.2,26.5,26.19,26.84,67
Gary Harris,DEN,SG,11th,11.7,45.2,27.0,31.31,26.05,57
Kenneth Faried,DEN,PF,23rd,12.7,50.8,21.9,26.60,29.02,52
Ryan Anderson,HOU,PF,18th,11.1,45.1,30.3,32.40,25.66,58
Clint Capela,HOU,C,12th,13.1,40.3,22.6,21.21,24.73,68
Michael Kidd-Gilchrist,CHA,SF,6th,12.2,39.9,29.2,31.68,24.08,66
Luol Deng,LAL,SF,20th,3.5,34.7,26.9,23.98,16.88,53
Jeremy Lamb,CHA,SG,8th,0,21,17.3,0.00,0.00,41
Al-Farouq Aminu,POR,PF,15th,10.1,37.4,27.9,26.39,21.77,64
Marvin Williams,CHA,PF,25th,14.7,39.5,26.8,28.80,25.34,67
Evan Turner,POR,SF,25th,10.1,34.2,25.8,25.10,20.46,67
David Lee,SAS,PF,28th,15.1,40.9,18.0,26.19,26.19,56
DeMarre Carroll,TOR,SF,21st,6,36.7,25.5,27.00,19.12,53
Darren Collison,SAC,PG,17th,12.8,40.4,29.3,31.20,24.59,66
Joakim Noah,NYK,C,11th,6,41.7,22.3,22.08,21.29,52
Jameer Nelson,DEN,PG,25th,15.2,49.1,25.0,33.95,29.74,49
Norman Powell,TOR,SG,14th,8.2,44,15.5,36.00,23.54,13
Maurice Harkless,POR,SF,15th,2.2,30.8,29.2,21.34,14.43,62
Patrick Patterson,TOR,PF,22nd,4,28.9,27.2,24.70,14.65,62
Jordan Clarkson,LAL,PG,28th,12.7,41.8,27.2,28.84,25.15,62
Jared Sullinger,TOR,PF,22nd,0,16.8,12.2,7.92,6.21,34
Jusuf Nurkic,DEN,C,30th,7.4,45.4,17.9,20.79,23.68,41
Nick Young,LAL,SG,20th,7.8,37.9,26.0,27.84,20.69,58
Brandon Ingram,LAL,SF,20th,5.4,31.7,27.4,24.80,16.67,55
Spencer Hawes,CHA,PF,25th,12.8,44.2,17.9,29.40,26.25,47
Patrick Mills,SAS,PG,9th,3,30.6,21.7,18.00,14.80,58
Frank Kaminsky,CHA,PF,28th,5.9,34.4,23.6,21.10,18.15,59
Tony Parker,SAS,PG,9th,11.4,38,25.2,25.50,22.82,63
Montrezl Harrell,HOU,C,18th,0,30.5,18.9,9.54,9.64,41
Ty Lawson,SAC,PG,17th,7.5,36.7,24.4,24.50,20.02,57
Alex Abrines,OKC,SG,16th,0,19.7,14.0,11.60,7.42,31
Andre Roberson,OKC,SF,16th,3.4,30.5,30.2,27.26,15.02,56
Pat Connaughton,POR,SG,25th,0,6.4,6.5,0.00,0.00,21
Anthony Morrow,OKC,SG,16th,0,12.7,15.2,0.00,0.00,26
Noah Vonleh,POR,PF,21st,5.1,27.2,12.0,19.80,14.55,30
Allen Crabbe,POR,SG,25th,4,30.7,28.1,22.50,15.46,56
Joffrey Lauvergne,OKC,PF,10th,3,30.2,13.3,22.00,14.70,31
Darrell Arthur,DEN,C,23rd,0,27.7,14.8,12.60,11.69,34
Danny Green,SAS,SG,29th,8.4,31.5,26.1,28.62,18.29,62
Jamal Murray,DEN,PG,11th,10.1,43.8,18.9,29.16,24.55,34
Juan Hernangomez,DEN,SF,22nd,0,21.3,10.9,7.92,6.29,12
Tarik Black,LAL,C,16th,6.5,29.3,15.3,20.40,16.26,53
Larry Nance Jr.,LAL,PF,20th,3.3,30.4,21.4,17.70,14.89,57
Langston Galloway,NOP,PG,26th,0,28.5,20.5,13.86,9.92,42
Jonathon Simmons,SAS,SF,29th,0.2,24,17.6,13.70,10.41,46
Jerami Grant,OKC,SF,5th,6,23.1,21.3,27.81,13.32,62
Semaj Christon,OKC,PG,3rd,0,9.7,15.0,0.00,0.00,46
Cameron Payne,OKC,PG,3rd,4.1,21.6,15.8,18.00,11.59,54
Domantas Sabonis,OKC,PF,3rd,4.3,26.5,20.9,26.32,13.82,52
Manu Ginobili,SAS,SG,29th,6.4,32.4,18.7,19.20,17.57,57
Timofey Mozgov,LAL,C,16th,0,24.3,20.4,13.20,9.54,51
Davis Bertans,SAS,SF,25th,5.9,33.7,10.6,17.44,17.84,6
Dewayne Dedmon,SAS,C,3rd,4.4,31.2,15.2,18.19,15.86,47
Kyle Anderson,SAS,SG,25th,0,22.2,14.3,9.00,5.97,18
