Seth Curry,29.73
Pierre Jackson,22.46
Dwight Powell,22.16
Jameer Nelson,24.13
C.J. Miles,21.68
P.J. Tucker,20.92
Jordan Clarkson,24.53
Brandon Knight,19.56
Alec Burks,19.48
Justin Anderson,19.34
Devin Harris,19.06
Darrell Arthur,18.33
Brandon Ingram,20.05
Shabazz Muhammad,17.91
Dorian Finney-Smith,17.75
Alex Len,17.23
Andre Roberson,17.01
Jamal Murray,17
Al Jefferson,16.84
Andrew Bogut,16.7
Nick Young,19.28
Marquese Chriss,15.79
Ricky Rubio,31.69
Ivica Zubac,15.72
Boris Diaw,15.7
Tyson Chandler,26.44
Timofey Mozgov,15.15
Monta Ellis,16.61
Jerami Grant,14.96
Glenn Robinson,15.02
Steven Adams,28.25
Derrick Favors,24.91
Gorgui Dieng,27.55
Louis Williams,30.23
Rodney Hood,19.74
Kenneth Faried,23.73
Trey Lyles,13.88
Gary Harris,26.02
T.J. Warren,17.65
Larry Nance,13.46
Joe Ingles,14.83
Joe Johnson,13.52
Jose Calderon,13.27
Danilo Gallinari,27.74
Nemanja Bjelica,13.09
Domantas Sabonis,12.72
George Hill,31.63
Nikola Jokic,43.01
Will Barton,24.48
Enes Kanter,25.64
Victor Oladipo,26.65
Wilson Chandler,26.11
Eric Bledsoe,44.01
Myles Turner,30.85
Rudy Gobert,36.53
Thaddeus Young,27.17
Devin Booker,33.68
Tarik Black,11.64
Harrison Barnes,31.68
Cameron Payne,11.21
Alex Abrines,11.09
Andrew Wiggins,33.43
Gordon Hayward,35.26
Jeff Teague,35.01
Aaron Brooks,10.42
Kris Dunn,11.37
Paul George,37.36
Luol Deng,18.19
Karl-Anthony Towns,45.43
Dragan Bender,9.93
Zach LaVine,24.62
Russell Westbrook,59.58
Salah Mejri,9.19
Jusuf Nurkic,9.1
Joffrey Lauvergne,9.12
Julius Randle,23.22
Cole Aldrich,5.79
Dante Exum,4.71
Tyler Ulis,4.68
Shelvin Mack,4.56
Joseph Young,4.08
Juan Hernangomez,3.79
Leandro Barbosa,3.32
Lavoy Allen,2.69
Anthony Morrow,2.49
