Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status
nba.p.3845,Beno,Udrih,PG,DET,MIL,DET@MIL,8:00PM EST,10,11.6, 
nba.p.4800,Ish,Smith,PG,DET,MIL,DET@MIL,8:00PM EST,10,20.1, 
nba.p.4895,Marcus,Morris,SF,DET,MIL,DET@MIL,8:00PM EST,22,24.5, 
nba.p.4901,Tobias,Harris,PF,DET,MIL,DET@MIL,8:00PM EST,21,26.9, 
nba.p.4906,Reggie,Jackson,PG,DET,MIL,DET@MIL,8:00PM EST,22,26.1, 
nba.p.4922,Jon,Leuer,PF,DET,MIL,DET@MIL,8:00PM EST,15,21.5, 
nba.p.5015,Andre,Drummond,C,DET,MIL,DET@MIL,8:00PM EST,34,36.8, 
nba.p.5150,Aron,Baynes,C,DET,MIL,DET@MIL,8:00PM EST,10,10.7, 
nba.p.5159,Kentavious,Caldwell-Pope,SG,DET,MIL,DET@MIL,8:00PM EST,19,25.4, 
nba.p.5195,Reggie,Bullock,SG,DET,MIL,DET@MIL,8:00PM EST,10,9.8, 
nba.p.5468,Stanley,Johnson,SF,DET,MIL,DET@MIL,8:00PM EST,10,10.6, 
nba.p.5498,Darrun,Hilliard,SG,DET,MIL,DET@MIL,8:00PM EST,10,5.8, 
nba.p.5524,Boban,Marjanovic,C,DET,MIL,DET@MIL,8:00PM EST,10,9.1, 
nba.p.5649,Henry,Ellenson,PF,DET,MIL,DET@MIL,8:00PM EST,10,2.7, 
nba.p.5680,Michael,Gbinije,SF,DET,MIL,DET@MIL,8:00PM EST,10,1.2, 
nba.p.3333,Jason,Terry,SG,MIL,DET,DET@MIL,8:00PM EST,10,8.9, 
nba.p.4288,Spencer,Hawes,PF,MIL,DET,DET@MIL,8:00PM EST,10,16.3, 
nba.p.4388,Michael,Beasley,PF,MIL,DET,DET@MIL,8:00PM EST,10,15.3, 
nba.p.4479,Roy,Hibbert,C,MIL,DET,DET@MIL,8:00PM EST,10,12.1, 
nba.p.4722,Greg,Monroe,C,MIL,DET,DET@MIL,8:00PM EST,17,24, 
nba.p.5020,John,Henson,C,MIL,DET,DET@MIL,8:00PM EST,10,17.6, 
nba.p.5073,Khris,Middleton,SF,MIL,DET,DET@MIL,8:00PM EST,17,17, 
nba.p.5095,Mirza,Teletovic,PF,MIL,DET,DET@MIL,8:00PM EST,10,12.3, 
nba.p.5185,Giannis,Antetokounmpo,PG,MIL,DET,DET@MIL,8:00PM EST,53,46.8, 
nba.p.5190,Tony,Snell,SF,MIL,DET,DET@MIL,8:00PM EST,10,15.5, 
nba.p.5249,Matthew,Dellavedova,SG,MIL,DET,DET@MIL,8:00PM EST,10,18.3, 
nba.p.5293,Jabari,Parker,SF,MIL,DET,DET@MIL,8:00PM EST,10,33.3,INJ
nba.p.5477,Rashad,Vaughn,SG,MIL,DET,DET@MIL,8:00PM EST,10,7.5, 
nba.p.5641,Thon,Maker,PF,MIL,DET,DET@MIL,8:00PM EST,10,6.6, 
nba.p.5667,Malcolm,Brogdon,SG,MIL,DET,DET@MIL,8:00PM EST,14,20.5, 
nba.p.3721,David,West,PF,GS,DEN,GS@DEN,9:00PM EST,10,11.8,INJ
nba.p.3745,Zaza,Pachulia,C,GS,DEN,GS@DEN,9:00PM EST,10,17.5,INJ
nba.p.3821,Shaun,Livingston,PG,GS,DEN,GS@DEN,9:00PM EST,10,10.8,O
nba.p.3826,Andre,Iguodala,SF,GS,DEN,GS@DEN,9:00PM EST,10,18.5, 
nba.p.4244,Kevin,Durant,SF,GS,DEN,GS@DEN,9:00PM EST,51,47.4, 
nba.p.4480,JaVale,McGee,C,GS,DEN,GS@DEN,9:00PM EST,10,11.1, 
nba.p.4612,Stephen,Curry,PG,GS,DEN,GS@DEN,9:00PM EST,48,42.8, 
nba.p.4892,Klay,Thompson,SG,GS,DEN,GS@DEN,9:00PM EST,28,31.7,O
nba.p.5069,Draymond,Green,PF,GS,DEN,GS@DEN,9:00PM EST,34,37, 
