Brandon Jennings,31.11
Spencer Hawes,26.13
Ivica Zubac,23.53
Courtney Lee,21.78
Jameer Nelson,27.59
Kyle O'Quinn,20.82
Solomon Hill,20.55
Norman Powell,26.46
Garrett Temple,20.17
Jordan Clarkson,23.65
Danny Green,19.37
Guillermo Hernangomez,19.11
Larry Nance,18.6
Tony Parker,20.05
Manu Ginobili,18.17
Nene Hilario,18.04
Arron Afflalo,18
Terrence Ross,18.01
Sam Dekker,17.94
Kenneth Faried,30.2
Domantas Sabonis,17.73
Ty Lawson,19.34
Darren Collison,24.54
Kelly Oubre,17.38
Lucas Nogueira,17.27
Donatas Motiejunas,17.17
Allen Crabbe,17.16
David Lee,25.58
Jerami Grant,17.03
Marvin Williams,25.43
Matt Barnes,16.81
Justin Holiday,16.82
Willie Cauley-Stein,16.56
Al-Farouq Aminu,26.38
Patrick Patterson,19.76
Evan Turner,24.62
Timofey Mozgov,16.43
Cory Joseph,16.38
Frank Kaminsky,17.97
Patty Mills,17.75
Montrezl Harrell,17.67
Marcin Gortat,30.36
Tarik Black,16.01
Andre Roberson,16.03
Marco Belinelli,16.02
Joffrey Lauvergne,15.93
Jonas Valanciunas,28.56
Kosta Koufos,15.89
Anthony Tolliver,15.86
E'Twaun Moore,15.81
Nick Young,18.94
Gary Harris,26.68
Ryan Anderson,26.77
Jamal Murray,15
Darrell Arthur,14.97
Joakim Noah,19.35
Danilo Gallinari,32.5
Dewayne Dedmon,14.52
Jrue Holiday,39.68
Michael Kidd-Gilchrist,24.2
Mindaugas Kuzminskas,14.12
Dante Cunningham,14
Mason Plumlee,32.24
Davis Bertans,13.83
Jusuf Nurkic,16.32
Jason Smith,13.39
Steven Adams,25.46
Clint Capela,22.5
Roy Hibbert,13.09
Brandon Ingram,14.41
Will Barton,23.42
Moe Harkless,16.92
Victor Oladipo,28.65
Bradley Beal,35.92
DeMarre Carroll,17.58
Ramon Sessions,12.42
Buddy Hield,12.33
Kyle Anderson,12.21
Markieff Morris,32.77
Trevor Ariza,26.36
Cameron Payne,11.91
Patrick Beverley,25.08
Louis Williams,24.72
Wilson Chandler,25.05
Langston Galloway,11.38
Noah Vonleh,11.19
Eric Gordon,24.63
Luol Deng,17.97
Ron Baker,11.03
Nicolas Batum,36.3
Otto Porter,27.02
Corey Brewer,10.7
Meyers Leonard,10.68
D'Angelo Russell,27.72
Kyle Lowry,44.33
Carmelo Anthony,40.47
Alex Abrines,10.44
John Wall,49.24
DeMarcus Cousins,55.76
Anthony Davis,51.92
LaMarcus Aldridge,33.18
Terrence Jones,17.99
C.J. McCollum,34.73
Trey Burke,9.65
Kemba Walker,37.63
James Harden,58.66
Kawhi Leonard,40.29
Damian Lillard,38.99
Russell Westbrook,55.56
Emmanuel Mudiay,11.51
Malachi Richardson,7.71
Jeremy Lamb,12.04
Jared Sullinger,9.04
Jonathon Simmons,7.27
Tomas Satoransky,7.09
Pat Connaughton,6.58
Pascal Siakam,5.94
Kyle Singler,4.99
Jose Calderon,4.13
Sheldon McClellan,3.88
K.J. McDaniels,2.31
