James Harden,64.7,55.7,43.3,68.1,58.8,58.8
Karl-Anthony Towns,46.8,45.9,35.9,55.8,50.4,50.4
LeBron James,47.3,50.3,40.4,60.2,49.8,49.8
Anthony Davis,43.4,52.2,38.6,65.7,47.5,47.5
John Wall,42.8,46.0,37.4,54.6,47.1,47.1
Giannis Antetokounmpo,40.5,46.8,35.8,57.8,46.8,46.8
DeMarcus Cousins,47.0,50.4,37.8,62.9,46.3,46.3
Jimmy Butler,45.8,42.2,28.9,55.5,45.8,45.8
Isaiah Thomas,35.8,42.5,33.7,51.3,41.9,41.9
Paul George,41.4,37.6,29.1,46.1,41.2,41.2
Ricky Rubio,38.4,30.4,20.2,40.7,40.4,40.4
Kyrie Irving,41.7,39.8,29.3,50.2,40.2,40.2
Stephen Curry,42.6,42.5,33.0,52.0,39.4,39.4
Kemba Walker,29.3,38.4,28.5,48.3,39.2,39.2
Nikola Jokic,38.7,35.7,21.0,50.5,38.1,38.1
D'Angelo Russell,28.0,29.1,17.0,41.1,37.4,37.4
Bradley Beal,32.5,35.0,25.1,44.9,37.3,37.3
Nikola Vucevic,42.9,34.0,23.8,44.2,36.7,36.7
Jeff Teague,32.1,33.5,23.5,43.4,36.6,36.6
Andre Drummond,33.0,36.8,26.2,47.4,36.2,36.2
Klay Thompson,38.8,32.5,22.5,42.6,35.7,35.7
Tyler Ulis,33.5,11.8,0.0,23.6,35.3,35.3
Dario Saric,33.7,24.3,13.5,35.1,35.2,35.2
Andrew Wiggins,30.0,32.9,22.4,43.5,34.6,34.6
Draymond Green,34.7,36.2,26.7,45.7,34.5,34.5
Dwight Howard,32.8,33.6,23.8,43.3,34.2,34.2
Nicolas Batum,29.7,33.9,25.3,42.5,33.8,33.8
Julius Randle,30.8,29.7,19.1,40.3,33.7,33.7
Brook Lopez,34.0,34.4,25.3,43.6,32.7,32.7
Dennis Schroder,29.2,30.3,20.6,40.0,32.6,32.6
Devin Booker,27.4,29.9,21.3,38.6,32.4,32.4
Rajon Rondo,29.2,25.0,14.4,35.5,32.2,32.2
Al Horford,42.6,33.7,24.5,43.0,31.9,31.9
