Isaiah Thomas,BOS,PG,36.21,6.20,3.14,3.43,6.71,0.94,0.13,2.80,28.90
DeMarcus Cousins,SAC,PF,33.16,7.84,1.16,10.12,3.38,1.88,1.24,4.09,28.15
Kyrie Irving,CLE,PG,37.28,6.74,2.38,3.40,4.92,1.04,0.21,3.21,24.50
Karl-Anthony Towns,MIN,C,33.59,8.38,0.66,10.97,2.66,0.69,1.42,2.78,22.98
LeBron James,CLE,SF,34.51,6.69,1.13,7.43,6.55,0.97,0.34,4.15,21.58
Eric Bledsoe,PHX,PG,34.64,5.05,1.80,4.75,6.18,1.38,0.50,3.97,20.81
Brook Lopez,BKN,C,28.80,6.53,0.68,5.46,1.99,0.53,1.36,2.24,20.56
Andrew Wiggins,MIN,SF,34.48,6.39,0.82,3.93,2.32,0.74,0.40,2.39,20.53
Zach LaVine,MIN,SG,36.05,3.89,3.17,3.55,3.38,0.95,0.32,2.17,19.82
Devin Booker,PHX,SG,34.00,4.76,1.88,2.73,3.31,0.77,0.27,3.33,18.92
Harrison Barnes,DAL,SF,33.51,6.73,0.92,4.94,1.57,0.65,0.19,1.17,18.86
Reggie Jackson,DET,PG,33.06,5.40,1.54,3.24,6.04,0.53,0.14,3.44,18.53
Marc Gasol,MEM,C,31.44,6.02,0.56,6.00,3.81,1.14,1.35,2.34,17.87
Jahlil Okafor,PHI,PF,24.14,7.36,0.00,5.23,1.18,0.45,0.99,2.11,17.73
Mike Conley,MEM,PG,33.13,3.54,2.21,3.70,6.69,1.45,0.33,2.30,17.55
Hassan Whiteside,MIA,C,27.40,6.77,0.00,11.51,0.64,0.75,2.30,2.00,17.07
Tyler Johnson,MIA,PG,34.75,4.70,1.59,4.87,4.45,1.29,0.87,1.56,16.79
Evan Fournier,ORL,SG,34.34,3.99,2.01,2.92,3.25,1.32,0.04,2.42,16.50
Nikola Vucevic,ORL,C,22.62,7.40,0.05,6.34,1.88,0.73,0.73,1.48,16.46
Al Horford,BOS,C,33.37,5.71,1.09,7.29,4.42,0.87,1.23,1.43,16.46
Wesley Matthews,DAL,SG,37.46,1.89,3.70,3.65,2.43,1.30,0.25,1.44,16.26
Goran Dragic,MIA,PG,25.74,4.78,1.01,3.19,4.94,0.94,0.22,2.38,15.40
Serge Ibaka,ORL,PF,29.47,5.05,1.11,6.07,0.85,0.73,1.35,1.45,14.75
Seth Curry,DAL,PG,32.02,2.66,2.66,3.10,3.55,1.20,0.18,1.76,14.49
Jae Crowder,BOS,SF,33.40,2.77,2.26,5.78,2.31,1.21,0.38,1.04,14.49
Dirk Nowitzki,DAL,PF,22.81,4.33,1.19,4.24,1.16,0.55,0.48,0.83,14.23
Darren Collison,SAC,PG,33.43,3.93,1.14,2.64,4.86,1.24,0.11,2.29,13.88
Robert Covington,PHI,SF,30.35,1.28,3.20,6.13,1.68,1.29,0.84,2.30,13.56
Andre Drummond,DET,C,29.46,5.55,0.01,12.50,0.86,1.27,1.06,2.08,13.17
TJ Warren,PHX,SF,28.17,5.15,0.41,3.65,0.96,0.75,0.35,0.98,12.95
Bojan Bogdanovic,BKN,SF,26.04,2.31,2.03,3.30,1.44,0.31,0.06,1.66,12.89
Zach Randolph,MEM,SF,19.64,5.37,0.09,5.89,1.48,0.46,0.13,1.17,12.87
Dion Waiters,MIA,PG,26.25,3.13,1.35,2.72,2.83,1.04,0.26,1.82,12.70
Sean Kilpatrick,BKN,PG,27.28,2.83,1.47,3.71,2.12,0.56,0.09,2.07,12.39
Kentavious Caldwell-Pope,DET,SG,35.52,2.39,1.86,3.68,2.41,1.12,0.24,1.64,12.03
Aaron Gordon,ORL,SF,29.14,3.64,0.91,5.74,2.14,0.82,0.47,1.24,11.80
Wayne Ellington,MIA,PG,24.21,1.71,2.42,2.46,1.54,0.82,0.11,0.59,11.68
Ersan Ilyasova,PHI,PF,21.24,2.25,1.69,4.73,1.14,0.50,0.33,1.12,11.10
Gorgui Dieng,MIN,PF,29.39,4.18,0.05,7.32,2.02,1.05,1.18,1.63,10.91
Nik Stauskas,PHI,SG,29.59,1.31,2.17,2.99,2.59,0.57,0.44,1.90,10.49
James Johnson,MIA,PF,24.90,2.92,0.98,4.32,3.04,0.94,0.96,1.98,10.48
Jon Leuer,DET,PF,25.73,3.58,0.60,6.31,1.45,0.52,0.42,1.30,10.46
Tobias Harris,DET,SF,23.20,2.99,0.83,4.03,1.39,0.44,0.36,0.99,10.38
Marcus Morris,DET,SF,31.31,2.31,1.41,4.48,2.23,0.56,0.26,1.55,10.34
Troy Daniels,MEM,PG,16.43,0.84,2.62,1.48,0.76,0.41,0.07,0.79,10.25
Brandon Knight,PHX,PG,18.23,2.40,1.20,2.10,2.21,0.45,0.16,1.83,10.25
Elfrid Payton,ORL,PG,26.17,3.83,0.33,3.14,5.62,1.10,0.34,2.45,10.17
