P. Siakam,PF,Raptors,false,11,1,2,0,0,0,0,0,1,0,0,1,1,0,-8,2,false
D. Carroll,SF,Raptors,false,23,0,6,0,4,0,0,0,2,2,2,0,0,2,-3,0,false
J. Valanciunas,C,Raptors,false,30,5,11,0,0,0,0,5,10,1,0,0,0,3,1,10,false
K. Lowry,PG,Raptors,false,40,5,13,3,8,11,16,3,1,4,5,0,5,6,-3,24,false
D. DeRozan,SG,Raptors,false,38,11,21,0,0,3,4,1,2,6,1,0,2,1,-6,25,false
T. Ross,SF,Raptors,false,31,3,10,2,7,0,0,0,6,0,0,0,1,1,5,8,true
J. Sullinger,C,Raptors,false,14,4,10,0,2,0,1,1,2,0,0,0,0,3,-3,8,true
J. Poeltl,C,Raptors,false,4,0,0,0,0,0,0,0,1,0,0,0,0,2,-3,0,true
F. VanVleet,PG,Raptors,false,6,1,2,0,0,0,0,0,2,1,0,0,0,1,-2,2,true
C. Joseph,PG,Raptors,false,26,2,5,0,1,1,2,1,2,3,1,0,0,2,-1,5,true
N. Powell,SG,Raptors,false,18,2,6,1,2,0,0,1,2,0,1,1,0,3,-2,5,true
E. Ilyasova,PF,76ers,true,24,7,14,3,6,1,2,1,4,2,0,0,0,1,4,18,false
R. Covington,SF,76ers,true,36,4,6,1,2,1,2,0,5,2,2,1,5,2,2,10,false
J. Embiid,C,76ers,true,27,6,13,2,5,12,14,0,9,2,1,2,4,5,20,26,false
T.J. McConnell,PG,76ers,true,29,4,6,0,0,2,2,0,5,8,1,0,1,4,1,10,false
N. Stauskas,SG,76ers,true,16,0,2,0,2,0,0,0,1,1,0,2,1,3,10,0,false
N. Noel,PF,76ers,true,21,2,6,0,0,1,2,1,2,0,0,0,3,4,-15,5,true
D. Saric,PF,76ers,true,24,3,9,1,3,1,2,2,7,1,0,2,3,1,1,8,true
S. Rodriguez,PG,76ers,true,19,2,5,0,3,0,1,1,6,4,0,0,3,0,4,4,true
T. Luwawu-Cabarrot,SG,76ers,true,17,1,6,0,2,2,2,1,1,0,1,0,1,0,-5,4,true
G. Henderson,SG,76ers,true,26,2,3,1,1,4,5,0,2,0,0,0,1,1,3,9,true
J. Green,PF,Grizzlies,false,34,6,7,2,2,1,2,2,11,1,1,0,0,4,2,15,false
C. Parsons,SF,Grizzlies,false,19,1,6,1,3,3,4,1,1,1,0,0,1,2,1,6,false
M. Gasol,C,Grizzlies,false,39,9,16,0,3,10,11,1,1,7,0,1,1,1,-6,28,false
M. Conley,PG,Grizzlies,false,31,5,13,2,5,8,9,1,2,6,0,0,5,2,6,20,false
T. Allen,SG,Grizzlies,false,30,2,7,0,0,2,4,5,2,1,2,0,2,6,-2,6,false
Z. Randolph,PF,Grizzlies,false,20,3,14,0,1,0,0,3,6,0,0,0,0,1,-4,6,true
J. Ennis,SF,Grizzlies,false,28,3,10,0,4,2,2,4,2,1,2,0,1,3,1,8,true
