Russell Westbrook,OKC,PG,13th,45.4,87.5,34.1,36.75,63.43,79
Isaiah Thomas,BOS,PG,17th,26,59,34.0,31.85,40.13,78
Kyle Lowry,TOR,PG,30th,32.8,66.5,37.1,39.90,47.24,77
Damian Lillard,POR,PG,7th,24.6,63,35.2,37.80,41.05,73
Blake Griffin,LAC,PF,2nd,23.6,54.3,32.6,31.35,36.77,78
C.J. McCollum,POR,SG,29th,22.3,60.7,34.1,36.04,38.74,70
DeAndre Jordan,LAC,C,26th,25.1,57,31.1,30.07,38.76,73
Jae Crowder,BOS,SF,20th,18,43.9,31.9,33.32,29.09,72
Mason Plumlee,POR,C,3rd,18.3,49.9,27.6,29.70,31.84,69
Brook Lopez,BKN,C,17th,16.1,50.4,28.9,29.45,30.80,70
Al Horford,BOS,C,21st,23.4,53.1,32.6,33.99,36.13,76
Victor Oladipo,OKC,SG,9th,15.2,47.1,33.3,33.25,28.83,67
Steven Adams,OKC,C,28th,17.4,46.1,30.1,33.00,29.70,68
Austin Rivers,LAC,PG,21st,12.1,46.2,27.1,34.20,26.71,51
Jonas Valanciunas,TOR,C,25th,19.7,51.2,26.5,29.16,33.18,66
Trevor Booker,BKN,PF,11th,4.5,33.8,25.8,18.20,17.02,67
Marcus Smart,BOS,PG,17th,14.9,41.2,30.2,32.30,26.20,69
J.J. Redick,LAC,SG,21st,10.5,40.7,27.8,29.70,23.43,61
Al-Farouq Aminu,POR,PF,28th,15.2,41.9,28.2,33.92,26.63,65
Norman Powell,TOR,SG,23rd,7.7,44.4,16.9,32.90,23.42,17
Sean Kilpatrick,BKN,SG,1st,5.5,42.5,26.1,30.24,21.35,53
Evan Turner,POR,SF,29th,11.6,36.4,25.8,25.10,22.25,66
Raymond Felton,LAC,SF,22nd,13.3,45.6,21.9,32.40,27.12,44
Bojan Bogdanovic,BKN,SF,8th,12.4,41.4,26.2,28.56,24.85,61
Jamal Crawford,LAC,SG,21st,3.9,35.4,26.2,25.30,17.41,52
DeMarre Carroll,TOR,SF,30th,6.2,37.1,25.8,25.48,19.47,52
Maurice Harkless,POR,SF,28th,2.1,31.2,28.9,22.56,14.53,60
Kelly Olynyk,BOS,PF,6th,4.7,35,20.4,18.60,17.69,53
Ed Davis,POR,C,25th,2.9,27.4,16.5,18.20,13.40,41
Meyers Leonard,POR,PF,3rd,0,16.9,15.4,0.00,0.00,27
Jaylen Brown,BOS,SG,20th,6.3,33.7,14.3,24.00,18.05,23
Allen Crabbe,POR,SG,29th,5.2,32.6,28.0,25.25,16.94,55
Noah Vonleh,POR,PF,25th,3.2,25,12.1,15.30,12.56,32
Terry Rozier,BOS,PG,17th,5,29.4,17.4,23.10,15.45,48
Brandon Bass,LAC,C,2nd,0,18.5,11.8,7.21,6.15,37
Marreese Speights,LAC,C,26th,2.1,30.7,16.2,12.00,14.35,57
Luc Mbah a Moute,LAC,SF,2nd,0,20.8,22.1,12.74,7.68,49
Wesley Johnson,LAC,SF,19th,0,15.8,13.3,3.76,2.84,35
Gerald Green,BOS,SF,8th,0,13.2,10.4,0.00,0.00,29
Amir Johnson,BOS,PF,21st,0,27.4,19.2,11.90,9.73,45
Jonas Jerebko,BOS,PF,21st,3.6,24.3,16.9,19.80,12.43,48
Paul Pierce,LAC,SF,19th,4.4,16,11.8,16.38,9.40,49
Anthony Morrow,OKC,SG,9th,0,12.6,16.1,0.00,0.00,31
Pascal Siakam,TOR,PF,16th,0,12.2,16.2,0.00,0.00,46
Fred VanVleet,TOR,PG,30th,0,15.2,6.7,10.80,0.00,0
Randy Foye,BKN,SG,1st,4.3,28.4,18.1,24.20,14.62,41
Justin Hamilton,BKN,C,17th,4.9,31.8,19.3,17.68,16.41,51
Joe Harris,BKN,SF,1st,0,24.9,21.8,17.10,10.28,52
Spencer Dinwiddie,BKN,PG,27th,5.3,32.8,20.6,23.92,17.08,46
Rondae Hollis-Jefferson,BKN,PF,1st,11.2,39.8,21.2,28.08,23.45,55
Isaiah Whitehead,BKN,PG,27th,9,32.5,21.8,24.15,19.08,56
Lucas Nogueira,TOR,PF,25th,11.3,39.5,20.8,26.46,23.34,53
Jared Sullinger,TOR,PF,16th,3.8,26.6,12.0,14.30,13.56,34
Andre Roberson,OKC,SF,9th,8.1,34.5,29.8,30.69,19.40,57
Alex Abrines,OKC,SG,9th,3.5,25,14.0,18.02,12.67,31
Joffrey Lauvergne,OKC,PF,28th,5.8,33.3,13.7,22.66,17.58,32
Jerami Grant,OKC,SF,5th,2.6,20.6,20.8,19.10,10.28,60
Cameron Payne,OKC,PG,13th,6.4,23.1,16.4,19.38,13.59,59
Domantas Sabonis,OKC,PF,13th,3.9,27.7,21.0,24.44,14.08,48
Cory Joseph,TOR,PG,30th,1.9,29.7,22.1,19.30,13.80,53
Terrence Ross,TOR,SG,30th,9,35.8,22.1,27.44,20.47,57
