Kent Bazemore,21.05,ATL,SG,WAS,37.66,10,210.0,-150,106.25,-0.25,26.3,101.70,20.37,25.25,29.89,12.21,1.91
Joe Ingles,24.11,UTA,SG,LAC,36.77,5,194.5,-240,100,1,24.0,94.33,13.73,32.44,32.79,15.43,1.85
Luc Richard Mbah a Moute,18.38,LAC,SF,@ UTA,33.01,1,194.5,200,94.5,1,22.5,99.86,10.82,33.59,23.89,12.87,1.84
J.J. Redick,21.89,LAC,SG,@ UTA,33.49,1,194.5,200,94.5,1,27.9,99.86,20.25,34.06,29.11,14.67,1.82
Isaiah Canaan,19.96,CHI,PG,BOS,44.59,18,203.0,130,100,-1,15.6,98.73,15.30,33.46,25.35,14.57,1.81
Rodney Hood,19.77,UTA,SG,LAC,36.77,5,194.5,-240,100,1,26.4,94.33,20.56,24.94,29.66,9.88,1.8
Marcus Smart,28.27,BOS,PG,@ CHI,44.70,19,203.0,-150,103,0,29.9,99.63,19.12,30.60,36.75,19.79,1.77
Jamal Crawford,18.5,LAC,SG,@ UTA,33.49,1,194.5,200,94.5,1,25.9,99.86,21.94,27.58,25.90,11.10,1.68
Kelly Olynyk,17.18,BOS,PF,@ CHI,44.28,15,203.0,-150,103,0,19.9,99.63,18.89,17.42,26.97,7.39,1.56
Marcin Gortat,28.86,WAS,C,@ ATL,44.01,4,210.0,130,103.75,0.25,30.7,100.39,14.18,26.87,37.23,20.49,1.52
Austin Rivers,15.2,LAC,PG,@ UTA,42.70,6,194.5,200,94.5,1,27.3,99.86,19.76,23.43,19.46,10.94,1.52
Bobby Portis,14.94,CHI,PF,BOS,44.84,19,203.0,130,100,-1,15.4,98.73,18.16,15.92,21.81,8.07,1.49
Al Horford,38.77,BOS,C,@ CHI,45.11,5,203.0,-150,103,0,31.9,99.63,19.95,38.41,53.11,24.43,1.44
Marreese Speights,15.45,LAC,PF,@ UTA,39.45,1,194.5,200,94.5,1,15.2,99.86,22.22,14.40,20.86,10.04,1.4
Bojan Bogdanovic,13.81,WAS,SG,@ ATL,39.63,20,210.0,130,103.75,0.25,25.0,100.39,21.84,19.42,20.44,7.18,1.38
Ersan Ilyasova,16.43,ATL,PF,WAS,45.44,24,210.0,-150,106.25,-0.25,25.3,101.70,21.44,18.36,23.33,9.53,1.37
Cristiano Da Silva Felicio,13.7,CHI,C,BOS,49.06,22,203.0,130,100,-1,15.3,98.73,12.14,15.77,17.81,9.59,1.37
Robin Lopez,22.97,CHI,C,BOS,49.06,22,203.0,130,100,-1,27.5,98.73,16.73,27.28,30.09,15.85,1.35
Paul Zipser,13.27,CHI,SG,BOS,38.63,15,203.0,130,100,-1,19.0,98.73,14.21,19.70,18.58,7.96,1.33
Otto Porter,27.8,WAS,SF,@ ATL,41.63,28,210.0,130,103.75,0.25,31.9,100.39,14.53,33.10,37.25,18.35,1.32
Avery Bradley,30.32,BOS,SG,@ CHI,37.53,9,203.0,-150,103,0,33.1,99.63,20.70,36.70,42.75,17.89,1.32
Joe Johnson,22.32,UTA,SF,LAC,39.97,25,194.5,-240,100,1,23.5,94.33,17.52,30.00,29.46,15.18,1.31
Dwyane Wade,34.62,CHI,SG,BOS,38.63,15,203.0,130,100,-1,29.7,98.73,28.78,33.64,47.78,21.46,1.28
Tim Hardaway Jr.,24.17,ATL,SG,WAS,37.66,10,210.0,-150,106.25,-0.25,26.9,101.70,22.15,30.10,32.39,15.95,1.27
George Hill,28.59,UTA,PG,LAC,41.63,2,194.5,-240,100,1,31.5,94.33,21.86,35.72,38.60,18.58,1.24
Brandon Jennings,12.42,WAS,PG,@ ATL,46.78,25,210.0,130,103.75,0.25,21.4,100.39,19.44,14.08,19.38,5.46,1.24
Markieff Morris,25.96,WAS,PF,@ ATL,42.41,6,210.0,130,103.75,0.25,30.6,100.39,19.75,28.59,35.57,16.35,1.24
Nikola Mirotic,27.03,CHI,PF,BOS,44.84,19,203.0,130,100,-1,23.7,98.73,19.05,29.33,36.76,17.30,1.23
Jae Crowder,27.23,BOS,SF,@ CHI,38.90,13,203.0,-150,103,0,32.0,99.63,16.48,35.68,35.40,19.06,1.18
Raymond Felton,11.74,LAC,SF,@ UTA,33.01,1,194.5,200,94.5,1,20.5,99.86,16.53,18.55,18.43,5.05,1.17
Dennis Schroder,39.55,ATL,PG,WAS,42.96,9,210.0,-150,106.25,-0.25,31.0,101.70,28.72,32.81,51.02,28.08,1.16
Gordon Hayward,39.98,UTA,SF,LAC,39.97,25,194.5,-240,100,1,33.9,94.33,25.29,35.13,56.37,23.59,1.14
Bradley Beal,38.81,WAS,SG,@ ATL,39.63,20,210.0,130,103.75,0.25,34.5,100.39,26.11,38.74,50.06,27.56,1.14
