Russell Westbrook,67.6,61.2,49.9,72.5,65.9,65.9
James Harden,51.1,55.4,42.9,67.9,55.1,55.1
Anthony Davis,58.1,52.6,39.3,65.9,51.3,51.3
LeBron James,50.0,50.2,40.4,59.9,50.5,50.5
DeMarcus Cousins,57.6,51.0,38.8,63.3,49.4,49.4
John Wall,52.8,46.5,37.2,55.7,46.4,46.4
Stephen Curry,51.6,43.4,34.0,52.8,44.9,44.9
Jimmy Butler,51.2,43.2,30.3,56.1,43.8,43.8
Giannis Antetokounmpo,48.8,46.9,35.7,58.1,43.5,43.5
DeMar DeRozan,45.7,40.2,29.8,50.6,43.1,43.1
Nikola Jokic,42.6,36.3,21.5,51.0,42.6,42.6
Isaiah Thomas,43.3,42.7,33.9,51.4,42.6,42.6
Kawhi Leonard,42.6,42.6,32.6,52.5,42.4,42.4
Dennis Schroder,39.7,30.9,20.8,41.0,41.0,41.0
Mike Conley,42.0,37.3,27.2,47.3,40.8,40.8
Dwight Howard,39.2,34.0,24.3,43.7,40.5,40.5
Kristaps Porzingis,35.0,33.8,23.6,44.1,40.3,40.3
Kyrie Irving,38.5,39.6,29.3,49.9,40.1,40.1
Hassan Whiteside,35.5,38.7,27.8,49.7,39.2,39.2
Paul George,44.5,38.1,29.4,46.8,38.4,38.4
Kemba Walker,42.1,38.7,28.8,48.6,38.4,38.4
Klay Thompson,33.0,32.5,22.5,42.6,37.5,37.5
Kevin Love,31.1,37.8,27.8,47.7,37.4,37.4
Goran Dragic,34.8,35.6,27.2,43.9,36.8,36.8
Zach Randolph,30.9,27.0,19.3,34.7,36.6,36.6
Bradley Beal,31.0,34.7,25.0,44.5,36.1,36.1
Rudy Gobert,45.8,36.4,26.9,45.9,35.5,35.5
Gordon Hayward,35.4,35.8,26.3,45.3,35.1,35.1
Devin Booker,51.4,31.4,19.8,43.0,34.9,34.9
Draymond Green,31.6,35.9,26.2,45.5,34.9,34.9
Jeremy Lin,29.7,27.3,19.3,35.3,34.8,34.8
Brook Lopez,36.0,34.7,25.5,43.9,34.3,34.3
Jrue Holiday,36.0,33.6,23.4,43.9,33.9,33.9
Tyler Ulis,29.4,13.4,0.6,26.1,33.7,33.7
Myles Turner,32.5,30.6,21.9,39.3,33.7,33.7
Jeff Teague,35.6,33.5,23.8,43.3,33.5,33.5
Al Horford,33.5,33.7,24.7,42.7,32.9,32.9
D'Angelo Russell,28.9,29.0,17.0,41.1,32.8,32.8
Rajon Rondo,35.1,25.8,14.8,36.9,32.8,32.8
T.J. Warren,33.9,25.5,14.2,36.7,32.5,32.5
Lou Williams,24.6,26.8,15.7,38.0,31.7,31.7
Nicolas Batum,29.4,33.6,24.9,42.2,31.7,31.7
Paul Millsap,31.8,35.8,24.6,47.0,31.3,31.3
Guillermo Hernangomez,29.1,18.5,6.6,30.4,31.0,31.0
Richaun Holmes,27.3,19.6,8.8,30.3,30.1,30.1
Dirk Nowitzki,25.4,27.6,19.1,36.0,29.6,29.6
Victor Oladipo,25.8,28.6,20.3,36.8,29.5,29.5
Nikola Mirotic,36.9,21.1,10.5,31.7,29.5,29.5
Khris Middleton,29.5,28.5,19.7,37.3,29.4,29.4
Dario Saric,28.6,24.6,13.8,35.5,28.6,28.6
James Johnson,30.1,26.4,16.9,36.0,28.4,28.4
Trevor Ariza,32.4,26.5,18.6,34.4,28.1,28.1
Clint Capela,27.8,26.1,19.3,33.0,28.0,28.0
Tim Hardaway Jr.,25.4,22.5,12.2,32.9,28.0,28.0
Marquese Chriss,21.7,17.7,8.2,27.2,27.7,27.7
Jae Crowder,27.5,26.8,18.9,34.8,27.3,27.3
Jordan Clarkson,29.0,23.5,14.8,32.2,26.9,26.9
Gary Harris,24.8,25.7,17.4,33.9,26.4,26.4
Jonas Valanciunas,28.8,26.3,17.6,35.1,26.3,26.3
Harrison Barnes,26.3,29.5,21.6,37.4,26.3,26.3
J.J. Barea,19.5,21.5,13.2,29.9,26.3,26.3
Robin Lopez,19.2,21.8,13.9,29.7,26.2,26.2
Tony Allen,19.2,20.5,12.7,28.2,26.0,26.0
Danilo Gallinari,31.1,28.7,22.2,35.2,25.9,25.9
Tyler Johnson,20.8,27.4,19.1,35.6,25.9,25.9
Wesley Matthews,24.2,25.3,17.7,32.9,25.7,25.7
Julius Randle,27.6,29.5,19.0,40.1,25.7,25.7
Ersan Ilyasova,27.3,25.0,15.8,34.1,25.6,25.6
Marvin Williams,31.5,24.9,15.9,33.9,25.6,25.6
Cody Zeller,25.8,23.9,16.9,30.9,25.4,25.4
Greg Monroe,24.3,25.7,16.2,35.1,25.0,25.0
Serge Ibaka,28.2,28.8,19.5,38.1,24.9,24.9
Nerlens Noel,24.6,21.4,11.3,31.4,24.7,24.7
Andre Iguodala,29.6,20.3,12.5,28.2,24.5,24.5
