Russell Westbrook,OKC,PG,22nd,39.2,80.3,34.2,32.20,56.80,80
James Harden,HOU,SG,10th,43.7,87.9,36.1,39.96,62.62,77
LeBron James,CLE,SF,20th,38.3,73.4,37.2,39.22,53.34,79
Giannis Antetokounmpo,MIL,PG,2nd,21.3,62.7,34.8,36.26,39.05,75
Kevin Durant,GSW,SF,27th,30.1,61.7,33.9,31.96,43.63,81
Isaiah Thomas,BOS,PG,2nd,29,61,34.0,33.84,42.67,79
Stephen Curry,GSW,PG,8th,38.3,72.7,33.1,36.30,53.03,77
Blake Griffin,LAC,PF,15th,24.2,56.4,32.8,31.50,37.99,77
Kyrie Irving,CLE,PG,29th,23.7,60.3,34.6,35.70,39.41,73
Kevin Love,CLE,PF,8th,24,63.7,31.3,34.24,41.02,70
Paul George,IND,SF,29th,28.7,56.3,35.1,34.30,40.51,79
Kemba Walker,CHA,PG,17th,18.8,53.1,33.4,34.34,33.52,74
Nikola Jokic,DEN,C,1st,23.9,76.2,25.9,34.32,46.30,55
Hassan Whiteside,MIA,C,30th,18.3,62.6,32.3,30.30,37.30,67
Jeff Teague,IND,PG,5th,19.7,56.7,32.1,36.38,35.58,70
Gordon Hayward,UTA,SF,17th,19.4,53.3,34.2,30.60,33.94,73
Draymond Green,GSW,PF,23rd,19.9,50.8,32.9,32.01,33.16,76
Goran Dragic,MIA,PG,9th,19.2,53.9,33.8,30.94,34.06,71
Nicolas Batum,CHA,SG,23rd,20.4,51.7,34.1,35.36,33.77,74
Rudy Gobert,UTA,C,23rd,26.3,56.8,33.2,34.56,39.33,75
Devin Booker,PHX,SG,30th,23.3,55.4,34.2,36.26,37.02,69
Al Horford,BOS,C,3rd,21.6,52.5,32.6,37.40,34.82,74
Harrison Barnes,DAL,PF,22nd,20.4,48.5,35.5,38.48,32.48,74
Klay Thompson,GSW,SG,29th,17.7,51.5,33.8,35.31,32.20,69
Serge Ibaka,ORL,PF,1st,14.3,49.3,30.1,34.68,29.30,66
DeAndre Jordan,LAC,C,12th,22.2,54.3,30.9,29.70,35.94,73
Nikola Vucevic,ORL,C,2nd,22.1,57.9,28.1,32.86,37.43,69
Wilson Chandler,DEN,SF,14th,20.7,62,30.4,37.45,38.39,59
George Hill,UTA,PG,23rd,12.7,46.9,31.1,31.02,27.36,68
Myles Turner,IND,C,14th,16.9,49.1,30.1,34.24,30.71,70
James Johnson,MIA,PF,2nd,16.1,50.2,25.8,30.00,30.69,61
Ersan Ilyasova,PHI,PF,6th,7.3,41.8,26.9,25.38,22.08,62
Robert Covington,PHI,SF,10th,13.1,48.9,30.7,32.20,28.43,60
Seth Curry,DAL,SG,24th,13.2,44.9,27.7,32.30,26.81,57
Victor Oladipo,OKC,SG,16th,20.6,54,33.5,37.80,34.89,66
Elfrid Payton,ORL,PG,3rd,10.4,51.2,28.7,28.60,27.91,57
Steven Adams,OKC,C,5th,15.7,44.4,30.5,38.85,28.01,69
Wesley Matthews,DAL,SF,21st,16.6,44.5,35.0,38.16,28.54,69
Trevor Ariza,HOU,SF,24th,17,43.9,34.3,38.88,28.54,71
Deron Williams,DAL,PG,24th,16.4,46.5,29.5,29.10,29.25,68
Patrick Beverley,HOU,PG,28th,17.1,41.6,30.6,30.38,27.62,73
Ryan Anderson,HOU,PF,22nd,5.6,41.5,30.4,29.76,20.98,56
Austin Rivers,LAC,PG,23rd,15.4,48.8,27.6,35.64,29.69,52
Tyler Johnson,MIA,PG,5th,18,48.1,30.1,31.32,30.85,68
Will Barton,DEN,SG,28th,12.9,51.4,28.3,30.00,29.40,57
Marcus Smart,BOS,PG,2nd,16,43.4,30.3,37.06,27.76,68
Evan Fournier,ORL,SG,8th,11.7,44.9,32.5,32.67,25.94,64
Yogi Ferrell,DAL,PG,24th,0,36.2,22.8,14.30,11.61,30
Clint Capela,HOU,C,21st,19.4,46.1,23.2,27.72,30.85,70
Gary Harris,DEN,SG,28th,17.1,48,27.8,37.80,30.35,62
Greg Monroe,MIL,C,24th,7.2,42.8,20.8,21.20,22.45,57
Michael Kidd-Gilchrist,CHA,SF,23rd,17.8,44.9,29.0,35.64,29.40,66
T.J. McConnell,PHI,PG,25th,10.6,41.4,24.1,28.42,23.79,56
Dirk Nowitzki,DAL,C,19th,12.7,42.5,25.7,25.48,25.48,66
Derrick Favors,UTA,PF,4th,9.5,41.8,22.9,26.19,23.36,55
Nerlens Noel,PHI,C,6th,5.4,40.3,17.8,22.66,20.37,47
J.J. Redick,LAC,SG,23rd,16.5,46.4,28.0,35.64,29.30,61
Marvin Williams,CHA,PF,21st,19.4,44.8,27.5,34.34,30.29,68
Raymond Felton,LAC,SF,21st,4.6,36.7,22.2,21.63,18.39,46
Tristan Thompson,CLE,C,8th,12.3,43.2,29.2,28.80,25.52,62
Malcolm Brogdon,MIL,SG,19th,12.3,44.1,25.1,30.90,25.93,55
Jamal Crawford,LAC,SG,23rd,5.9,38.4,26.4,25.30,19.81,53
Frank Kaminsky,CHA,PF,19th,15.6,45.8,23.9,32.64,28.53,58
T.J. Warren,PHX,SF,28th,3.6,45.6,28.9,31.36,21.61,45
Jameer Nelson,DEN,PG,15th,10.8,45.2,25.2,34.68,25.52,48
