Russell Westbrook,OKC,PG,18th,35.7,77.4,34.1,31.85,53.60,80
DeMarcus Cousins,SAC,PF,9th,36.5,78.9,34.1,34.34,54.63,76
LeBron James,CLE,SF,4th,35.7,69.9,37.0,40.33,50.37,80
Anthony Davis,NOP,C,23rd,27.6,84.3,35.7,36.05,51.91,68
John Wall,WAS,PG,17th,38.2,69.6,35.8,40.70,51.65,80
Karl-Anthony Towns,MIN,C,19th,33.1,70.8,35.9,35.72,49.26,76
Kyle Lowry,TOR,PG,19th,29.5,62.8,37.2,41.42,43.78,77
DeMar DeRozan,TOR,SG,12th,30.4,61.3,34.8,38.88,43.66,78
Eric Bledsoe,PHX,PG,27th,27.9,70.3,32.9,36.72,46.05,68
Kyrie Irving,CLE,PG,13th,24.6,62.3,34.4,34.65,40.78,72
Carmelo Anthony,NYK,SF,22nd,21,61.8,33.2,35.35,38.50,68
Blake Griffin,LAC,PF,10th,23.4,53.6,32.7,33.95,36.36,78
Paul George,IND,SF,27th,26.3,54.6,35.1,36.75,38.40,78
Kevin Love,CLE,PF,15th,16.5,55.2,31.1,30.08,33.06,71
Hassan Whiteside,MIA,C,22nd,14.7,60.1,32.4,30.90,34.11,66
Nikola Jokic,DEN,C,2nd,25.9,77.7,25.6,32.96,48.09,55
Jeff Teague,IND,PG,8th,25.5,62.5,32.1,37.40,41.36,69
Paul Millsap,ATL,PF,8th,23.8,63.5,32.2,34.65,40.78,69
Marc Gasol,MEM,C,12th,21.3,59.8,33.9,34.20,37.79,71
Andre Drummond,DET,C,30th,25.3,65.5,30.2,32.00,42.53,68
Goran Dragic,MIA,PG,14th,19.1,53.9,33.7,31.28,34.00,71
Gordon Hayward,UTA,SF,21st,22.9,56.5,34.3,36.72,37.27,73
Mike Conley,MEM,PG,3rd,18.1,54.4,32.0,32.30,33.66,71
Andrew Wiggins,MIN,SF,12th,15.3,53,36.7,38.38,31.47,65
LaMarcus Aldridge,SAS,PF,19th,17,50.1,31.6,29.76,31.19,70
Bradley Beal,WAS,SG,27th,21,54.1,33.8,37.80,35.19,71
Jrue Holiday,NOP,PG,28th,24.5,58.2,31.3,32.98,38.98,71
Rudy Gobert,UTA,C,11th,24.4,55.7,33.3,38.16,37.78,74
Markieff Morris,WAS,PF,30th,21.1,54.6,31.7,36.75,35.46,65
DeAndre Jordan,LAC,C,16th,23.2,54.8,31.1,31.31,36.73,73
Dwyane Wade,CHI,SG,7th,27.8,61.8,30.0,34.56,42.34,70
Harrison Barnes,DAL,PF,25th,19.4,47.6,35.3,34.65,31.50,74
Devin Booker,PHX,SG,16th,16,48.4,34.3,33.12,29.87,69
Kristaps Porzingis,NYK,PF,27th,15.4,53.5,32.6,30.30,31.75,67
Dennis Schroder,ATL,PG,1st,13.3,49.3,30.0,32.24,28.76,65
D'Angelo Russell,LAL,PG,5th,17.9,59.3,26.3,31.31,35.63,58
Myles Turner,IND,C,3rd,17.7,50.3,29.9,31.68,31.65,70
Julius Randle,LAL,PF,26th,3.7,41.6,28.2,20.02,19.94,61
Dwight Howard,ATL,C,14th,18.2,56,29.1,33.00,34.42,68
George Hill,UTA,PG,21st,14.4,48.7,31.3,34.98,29.07,67
Robert Covington,PHI,SF,11th,10.1,46.9,30.5,30.36,25.87,58
Otto Porter,WAS,SF,16th,12,51.1,33.2,30.69,28.76,62
Zach Randolph,MEM,PF,5th,14.8,41.2,23.9,24.18,26.14,72
Ricky Rubio,MIN,PG,24th,15.9,50.6,31.4,32.34,30.79,63
Ersan Ilyasova,PHI,PF,11th,14.2,48.3,27.1,26.88,28.79,63
Dion Waiters,MIA,SG,3rd,9.5,50.9,29.9,27.30,27.25,57
Derrick Rose,NYK,PG,25th,18.9,52.3,31.6,32.67,33.19,67
James Johnson,MIA,PF,18th,17.2,50.4,25.4,30.30,31.45,61
Reggie Jackson,DET,PG,10th,11,43.3,28.3,25.48,24.84,66
Wilson Chandler,DEN,SF,9th,14.3,56.1,30.0,32.90,32.21,57
Tobias Harris,DET,PF,13th,12.4,42.3,31.7,27.54,25.20,68
Victor Oladipo,OKC,SG,17th,15.1,48.6,33.4,34.65,29.42,66
Louis Williams,LAL,SG,18th,12.2,49.9,23.9,23.30,28.38,61
Kentavious Caldwell-Pope,DET,SG,14th,11.8,53.7,33.3,37.80,29.75,53
Steven Adams,OKC,C,24th,16.8,45.2,30.2,33.25,28.99,68
Marcin Gortat,WAS,C,1st,13.4,39.7,34.0,30.40,24.68,75
Marcus Morris,DET,SF,13th,14,47.4,32.5,32.90,28.29,61
Seth Curry,DAL,SG,29th,14.7,46.7,27.2,34.68,28.44,57
Gorgui Dieng,MIN,PF,19th,15.5,44.7,31.5,32.96,27.98,67
Austin Rivers,LAC,PG,1st,15.2,49,27.2,39.60,29.70,51
Tyson Chandler,PHX,C,17th,15.6,48.3,28.0,31.32,29.60,62
Tyler Johnson,MIA,PG,3rd,14.5,44.4,30.3,29.12,27.34,69
Terrence Jones,NOP,PF,23rd,16.6,55.7,24.0,31.32,33.36,51
Dirk Nowitzki,DAL,C,7th,17.6,46,25.1,27.81,29.78,67
Wesley Matthews,DAL,SF,28th,14.7,42.9,34.8,34.30,26.79,68
T.J. McConnell,PHI,PG,7th,10.2,41.3,23.8,28.83,23.55,55
Jonas Valanciunas,TOR,C,7th,15.2,46.3,26.5,28.35,28.52,66
Derrick Favors,UTA,PF,4th,3.7,34.4,22.5,19.95,16.88,55
J.J. Redick,LAC,SG,1st,7.8,38.2,27.9,27.60,20.81,60
David Lee,SAS,PF,19th,8.9,34.7,18.1,21.16,19.95,57
Gary Harris,DEN,SG,5th,9.2,41.2,26.9,27.72,22.92,59
Nerlens Noel,PHI,C,11th,10.5,46.3,17.5,23.04,25.83,47
Taj Gibson,CHI,PF,14th,17.6,43.1,27.1,32.70,28.51,69
Tyreke Evans,NOP,SG,15th,9.1,44.7,17.6,20.79,24.35,50
Will Barton,DEN,SG,5th,14.6,49,27.6,32.32,29.31,59
Norman Powell,TOR,SF,12th,0,28,17.2,10.56,7.02,18
Raymond Felton,LAC,SF,26th,10.6,43.1,21.9,29.10,24.53,45
Jameer Nelson,DEN,PG,4th,14.3,47.9,24.8,36.05,28.70,48
Jon Leuer,DET,PF,3rd,13.5,40,26.2,30.80,24.86,65
Yogi Ferrell,DAL,PG,29th,11.4,55.9,21.0,38.85,30.46,21
Luol Deng,LAL,SF,10th,0,30.6,26.9,22.66,13.05,54
Tristan Thompson,CLE,C,15th,6.7,37.5,28.7,24.50,19.89,62
P.J. Tucker,PHX,SF,17th,11,44.5,28.1,33.66,25.38,49
Darren Collison,SAC,PG,9th,12.8,39.7,29.4,31.50,24.29,66
Brandon Jennings,NYK,PG,25th,2,40.3,24.5,21.16,18.39,46
Rajon Rondo,CHI,PG,11th,0,39.9,26.3,17.68,16.90,51
Robin Lopez,CHI,C,8th,13.3,39.1,27.7,31.93,24.33,66
T.J. Warren,PHX,SF,17th,1.5,44,28.8,29.76,19.73,44
Kent Bazemore,ATL,SG,2nd,5.8,39.6,27.0,26.88,20.24,55
C.J. Miles,IND,SG,27th,7.2,35,22.3,27.00,19.14,56
DeMarre Carroll,TOR,SF,20th,5.5,36.7,26.0,27.04,18.90,52
Jamal Crawford,LAC,SG,1st,2.6,35.4,26.4,25.30,16.67,52
Jordan Clarkson,LAL,PG,18th,8.5,37.7,27.0,26.00,21.03,62
JaMychal Green,MEM,PF,5th,5.4,35.1,28.5,26.26,18.15,61
Tony Allen,MEM,SG,19th,4.5,33.9,27.7,25.92,17.11,60
