John Wall,51.2,46.9,37.5,56.3,51.0,51.0
Kevin Durant,44.7,46.9,37.8,56.0,48.2,48.2
Isaiah Thomas,40.7,42.1,32.6,51.6,47.0,47.0
Stephen Curry,44.8,44.1,34.3,54.0,44.7,44.7
Kawhi Leonard,47.9,42.9,32.3,53.6,44.2,44.2
Bradley Beal,28.8,34.7,25.2,44.2,38.8,38.8
Al Horford,36.8,33.4,24.3,42.5,35.8,35.8
Draymond Green,43.3,36.5,26.2,46.8,35.4,35.4
LaMarcus Aldridge,36.1,31.4,22.7,40.1,34.3,34.3
Klay Thompson,22.6,31.9,21.6,42.2,32.7,32.7
Otto Porter,32.7,28.2,17.8,38.5,30.4,30.4
Patty Mills,24.2,18.3,10.0,26.6,29.1,29.1
Avery Bradley,25.3,29.3,19.7,38.8,28.8,28.8
Jae Crowder,32.2,27.2,19.9,34.5,28.7,28.7
Markieff Morris,29.2,26.6,17.2,35.9,27.5,27.5
Pau Gasol,28.8,26.6,17.4,35.8,26.6,26.6
Marcin Gortat,29.9,26.9,18.5,35.2,24.6,24.6
Marcus Smart,24.9,24.9,17.0,32.8,21.8,21.8
Manu Ginobili,16.0,16.2,8.7,23.8,20.4,20.4
Danny Green,22.2,17.6,11.2,23.9,20.1,20.1
Andre Iguodala,18.7,20.3,12.6,28.0,18.7,18.7
Jonathon Simmons,21.3,12.8,5.6,20.0,16.3,16.3
Kelly Olynyk,14.7,18.9,10.3,27.6,16.0,16.0
Bojan Bogdanovic,20.9,20.5,12.1,28.8,15.9,15.9
David West,16.5,13.8,7.9,19.7,15.0,15.0
Terry Rozier,17.7,13.7,6.6,20.8,13.3,13.3
JaVale McGee,10.2,12.3,4.6,19.9,12.9,12.9
Brandon Jennings,5.4,16.9,6.3,27.6,12.2,12.2
Amir Johnson,8.9,16.5,8.2,24.8,12.0,12.0
Kelly Oubre Jr.,15.0,13.3,5.2,21.3,11.2,11.2
Zaza Pachulia,13.9,16.9,9.4,24.4,11.0,11.0
Ian Mahinmi,17.1,14.8,5.8,23.8,10.9,10.9
Jaylen Brown,9.4,11.4,3.6,19.2,10.3,10.3
David Lee,9.2,16.4,8.5,24.4,10.1,10.1
Shaun Livingston,9.7,10.9,5.9,16.0,9.1,9.1
Kyle Anderson,8.8,10.2,1.1,19.3,8.3,8.3
Ian Clark,7.2,11.4,3.4,19.4,5.9,5.9
Daniel Ochefu,3.1,2.4,-1.2,6.1,0.0,0.0
Sheldon McClellan,2.5,5.2,-0.9,11.4,0.0,0.0
Tony Parker,29.0,19.7,11.1,28.2,0.0,0.0
Trey Burke,9.0,8.3,1.0,15.6,0.0,0.0
Tomas Satoransky,3.8,6.7,0.3,13.1,0.0,0.0
Damian Jones,7.5,4.9,0.4,9.4,0.0,0.0
Jason Smith,9.0,11.7,3.7,19.6,0.0,0.0
Kevon Looney,4.1,7.0,1.5,12.6,0.0,0.0
Demetrius Jackson,4.0,4.0,-2.4,10.3,0.0,0.0
James Michael McAdoo,4.1,6.5,-0.1,13.1,0.0,0.0
Jordan Mickey,1.7,3.9,0.3,7.5,0.0,0.0
Jonas Jerebko,8.2,10.3,4.4,16.1,0.0,0.0
James Young,2.2,4.1,-1.2,9.4,0.0,0.0
Tyler Zeller,6.0,8.1,0.8,15.4,0.0,0.0
Dejounte Murray,12.4,6.9,-1.3,15.1,0.0,0.0
Matt Barnes,16.5,18.4,9.3,27.4,0.0,0.0
Chris McCullough,3.0,4.3,-1.4,10.0,0.0,0.0
Davis Bertans,2.8,8.3,0.4,16.2,0.0,0.0
Gerald Green,9.6,9.5,2.2,16.8,0.0,0.0
Bryn Forbes,4.7,4.5,-2.6,11.5,0.0,0.0
Patrick McCaw,7.9,8.4,1.0,15.9,0.0,0.0
Dewayne Dedmon,8.0,15.0,6.6,23.3,0.0,0.0
Joel Anthony,5.3,4.0,-1.3,9.4,0.0,0.0
