DeMarcus Cousins,SAC,PF,35.44,7.99,1.40,11.14,3.80,1.43,1.58,3.75,28.05
Kemba Walker,CHA,PG,34.13,5.12,3.68,4.36,5.19,1.23,0.33,2.56,26.18
Blake Griffin,LAC,PF,35.91,9.86,0.07,9.11,4.85,1.20,0.43,3.15,25.89
Karl-Anthony Towns,MIN,C,35.14,9.23,0.73,11.76,3.00,0.87,1.73,2.76,25.08
Kevin Durant,GSW,SF,34.74,6.73,1.91,8.16,5.01,0.88,1.12,3.02,24.70
Isaiah Thomas,BOS,PG,29.85,4.32,2.80,2.58,4.74,0.80,0.11,2.57,23.47
Andrew Wiggins,MIN,SF,36.95,7.11,0.95,4.36,2.63,0.87,0.44,2.54,22.94
Brook Lopez,BKN,C,30.19,7.27,0.76,5.41,2.21,0.71,1.37,2.74,22.63
Stephen Curry,GSW,PG,29.89,3.25,4.21,4.30,5.66,1.34,0.14,2.86,22.00
Jabari Parker,MIL,PF,36.34,7.18,0.64,6.86,2.82,1.03,0.51,2.31,20.87
Devin Booker,PHX,SG,31.80,5.54,2.07,2.65,3.52,0.83,0.24,2.87,20.86
Hassan Whiteside,MIA,C,33.04,7.99,0.00,12.29,0.64,0.79,2.26,2.21,19.69
Gordon Hayward,UTA,SF,37.32,3.73,2.08,5.53,3.63,1.08,0.39,2.59,19.37
Zach LaVine,MIN,SG,33.45,3.81,3.17,3.30,3.35,0.96,0.27,2.04,19.36
Goran Dragic,MIA,PG,36.78,6.32,1.24,4.09,7.13,1.01,0.16,3.27,19.24
Klay Thompson,GSW,SG,30.61,4.08,2.93,3.59,1.70,0.65,0.38,1.66,19.21
Eric Bledsoe,PHX,PG,26.90,4.70,1.49,3.75,5.72,1.29,0.44,2.78,17.82
TJ Warren,PHX,SF,32.57,7.22,0.52,4.39,1.35,1.09,0.44,0.98,17.81
Wilson Chandler,DEN,SF,29.02,5.15,1.62,6.56,1.90,0.92,0.37,1.97,17.65
Jae Crowder,BOS,SF,40.00,3.04,3.06,6.15,2.34,1.62,0.56,1.52,17.63
Giannis Antetokounmpo,MIL,SG,28.98,5.62,0.34,7.47,4.61,1.05,1.69,2.82,17.18
