Jimmy Butler,47.5,43.4,30.7,56.1,55.8,55.8
Giannis Antetokounmpo,50.7,47.2,35.8,58.5,50.6,50.6
Kawhi Leonard,46.7,42.5,32.2,52.8,46.3,46.3
Paul George,50.8,38.9,29.1,48.7,43.9,43.9
John Wall,49.7,46.5,37.3,55.7,43.6,43.6
Kevin Durant,47.6,47.4,38.4,56.4,43.2,43.2
Isaiah Thomas,44.0,42.7,34.0,51.4,42.9,42.9
Chris Paul,46.9,40.8,30.5,51.1,42.4,42.4
Kemba Walker,40.6,38.8,28.9,48.8,41.5,41.5
Blake Griffin,46.2,40.0,29.8,50.1,40.8,40.8
Damian Lillard,42.9,43.0,33.6,52.5,38.8,38.8
Rudy Gobert,39.4,36.7,27.0,46.3,38.4,38.4
Elfrid Payton,39.5,29.4,16.6,42.1,38.0,38.0
Nikola Vucevic,33.6,34.0,24.0,44.0,37.1,37.1
Hassan Whiteside,35.0,38.6,27.7,49.5,36.3,36.3
Gordon Hayward,38.2,36.0,26.4,45.7,36.3,36.3
Klay Thompson,39.5,32.9,22.7,43.2,35.3,35.3
Nicolas Batum,32.4,33.6,25.0,42.2,35.2,35.2
Brook Lopez,33.8,34.6,25.0,44.2,35.0,35.0
Goran Dragic,34.1,35.4,26.8,43.9,34.5,34.5
Draymond Green,29.4,35.8,25.9,45.6,34.0,34.0
Jeremy Lin,33.2,28.2,19.7,36.7,33.9,33.9
LaMarcus Aldridge,32.5,31.9,23.4,40.5,33.6,33.6
Aaron Gordon,39.0,23.2,12.9,33.4,33.4,33.4
C.J. McCollum,31.5,35.6,25.1,46.0,33.0,33.0
Bradley Beal,33.7,34.7,25.1,44.3,32.9,32.9
Jeff Teague,34.1,33.5,23.9,43.1,32.7,32.7
DeAndre Jordan,38.8,33.9,24.7,43.1,32.5,32.5
Al Horford,30.8,33.0,23.8,42.2,32.0,32.0
Jrue Holiday,32.7,33.6,23.4,43.7,31.7,31.7
Khris Middleton,28.2,27.6,18.9,36.4,29.7,29.7
Richaun Holmes,30.6,20.0,9.3,30.8,29.0,29.0
Jae Crowder,23.1,26.7,18.7,34.7,29.0,29.0
Avery Bradley,22.8,30.1,21.1,39.1,28.9,28.9
T.J. McConnell,27.5,22.4,14.2,30.5,28.8,28.8
Marvin Williams,26.5,24.7,15.6,33.8,28.0,28.0
Myles Turner,21.0,30.2,21.3,39.0,27.7,27.7
James Johnson,33.5,26.8,17.1,36.6,27.5,27.5
Evan Fournier,29.3,26.4,17.8,35.0,27.4,27.4
Pau Gasol,31.3,27.7,18.6,36.8,27.2,27.2
Cody Zeller,21.8,23.8,17.0,30.6,27.0,27.0
Michael Kidd-Gilchrist,20.6,23.0,15.4,30.6,26.5,26.5
Robin Lopez,19.8,21.7,13.9,29.6,26.4,26.4
Markieff Morris,20.0,26.9,17.5,36.2,26.2,26.2
Terrence Ross,22.0,18.9,10.8,27.0,26.2,26.2
Justin Anderson,21.7,13.3,4.2,22.4,25.9,25.9
Tyler Johnson,23.5,27.0,18.7,35.3,25.4,25.4
Nikola Mirotic,32.6,21.4,10.8,32.1,25.1,25.1
Thaddeus Young,30.9,24.1,15.6,32.6,24.9,24.9
Josh Richardson,27.6,22.0,13.7,30.3,24.5,24.5
Jordan Crawford,20.5,21.0,14.3,27.6,24.3,24.3
Al-Farouq Aminu,30.1,23.1,15.0,31.1,24.1,24.1
J.J. Redick,26.7,21.5,13.3,29.7,23.9,23.9
