DeMarcus Cousins,SAC,PF,36.47,8.40,1.29,10.78,3.85,1.78,1.43,4.42,28.82
James Harden,HOU,PG,36.54,4.54,3.33,7.36,9.74,1.96,0.48,6.46,28.37
Isaiah Thomas,BOS,PG,30.31,4.99,2.89,2.88,5.39,0.74,0.13,2.52,25.89
Anthony Davis,NO,PF,34.05,8.90,0.25,10.37,1.87,1.17,1.58,2.34,25.25
Kyrie Irving,CLE,PG,33.31,6.69,2.15,3.33,5.37,1.37,0.35,2.53,24.33
Damian Lillard,POR,PG,35.64,4.59,2.95,4.47,5.51,0.68,0.35,3.08,23.72
LaMarcus Aldridge,SA,PF,39.89,9.39,0.07,10.15,2.58,0.78,1.08,1.66,23.43
LeBron James,CLE,SF,33.37,7.17,1.09,7.44,7.51,1.42,0.71,3.73,23.39
Paul George,IND,SF,35.91,4.23,3.23,6.59,4.02,1.63,0.38,3.20,22.43
Kemba Walker,CHA,PG,32.34,4.72,2.90,4.00,4.75,1.25,0.26,2.07,22.29
Goran Dragic,MIA,PG,42.87,7.46,1.29,4.96,6.99,1.39,0.23,3.86,22.25
Carmelo Anthony,NY,SF,32.51,5.78,2.12,6.72,3.51,0.73,0.54,2.02,21.91
Kawhi Leonard,SA,SF,33.37,5.29,1.88,6.62,3.05,1.68,0.74,1.80,21.68
Jimmy Butler,CHI,SF,37.28,5.22,1.10,6.42,5.40,1.61,0.40,2.38,21.52
CJ McCollum,POR,SG,31.99,5.28,2.28,3.09,3.28,1.00,0.55,2.33,20.64
Kevin Love,CLE,PF,36.09,3.09,3.23,11.99,2.60,1.02,0.62,2.30,20.58
Nikola Vucevic,ORL,C,28.23,9.09,0.04,8.56,2.46,0.74,0.99,1.99,20.44
Bradley Beal,WAS,SG,33.25,4.25,2.94,3.31,3.23,1.26,0.22,2.54,20.02
Jabari Parker,MIL,PF,37.40,6.36,0.73,6.16,2.56,1.08,0.48,2.35,19.47
John Wall,WAS,PG,33.66,6.40,1.00,4.73,8.80,2.17,0.61,4.73,19.34
Jahlil Okafor,PHI,PF,27.28,7.95,0.01,5.90,1.36,0.58,1.01,2.34,18.65
Joel Embiid,PHI,C,24.84,4.95,0.96,7.36,2.57,0.86,2.56,4.18,18.59
Jae Crowder,BOS,SF,40.17,3.27,2.98,7.11,2.61,1.44,0.50,1.42,18.53
Marc Gasol,MEM,C,33.27,6.16,0.56,6.61,3.77,1.08,1.26,2.26,18.42
Jonas Valanciunas,TOR,C,32.44,7.17,0.00,10.79,0.80,0.61,1.31,2.09,18.41
Bojan Bogdanovic,BKN,SF,32.28,3.30,3.01,4.01,1.83,0.43,0.08,2.33,18.10
Myles Turner,IND,C,35.24,6.42,0.31,8.36,1.14,0.68,2.34,1.89,17.73
