Jeremy Lamb,29.33
Ivica Zubac,24.7
Buddy Hield,21.88
Rajon Rondo,28.03
Nemanja Bjelica,21.46
Patty Mills,25.56
Brandon Ingram,22.73
Vince Carter,20.12
Nick Young,19.69
Willie Cauley-Stein,29.04
Manu Ginobili,19.38
Cody Zeller,26.62
Kosta Koufos,19.02
Larry Nance,18.85
Jordan Clarkson,26.16
JaMychal Green,18.58
Danny Green,18.16
Nene Hilario,18.22
Alex Len,18.1
Monta Ellis,17.96
Marquese Chriss,19.66
Jamal Crawford,17.72
C.J. Miles,17.19
Kelly Olynyk,18.92
Brandon Rush,17.15
Ian Mahinmi,17.19
Robin Lopez,18.91
Nikola Mirotic,20.57
E'Twaun Moore,16.96
Josh Richardson,16.85
J.J. Redick,20.2
Joe Johnson,16.68
Matthew Dellavedova,16.72
Tony Snell,16.51
Arron Afflalo,16.37
Alec Burks,16.23
Skal Labissiere,16.16
Joe Ingles,16.17
Solomon Hill,16.08
Clint Capela,27.18
Allen Crabbe,17.44
Marvin Williams,31.61
Trevor Ariza,26.9
Alan Williams,27.99
Amir Johnson,15.53
Ish Smith,16.91
Shabazz Muhammad,15.35
Michael Kidd-Gilchrist,26.11
Tony Allen,16.82
Wayne Ellington,15.26
Marco Belinelli,15.23
Dewayne Dedmon,15.22
Denzel Valentine,15.19
Boris Diaw,15.15
Darren Collison,25.76
Stanley Johnson,15.1
Greg Monroe,26.94
Leandro Barbosa,14.59
Ty Lawson,19
Bobby Portis,14.64
Rodney Stuckey,14.51
Eric Gordon,22.94
Dirk Nowitzki,31.35
Garrett Temple,14.19
Patrick Beverley,26.55
Anthony Tolliver,14.03
Tobias Harris,26.4
Meyers Leonard,13.81
Dante Cunningham,13.79
Gorgui Dieng,26.13
Thaddeus Young,23.26
Tyreke Evans,24.42
Tim Frazier,13.54
Tyler Ulis,14.69
James Johnson,29.24
T.J. Warren,27.93
Sam Dekker,13.2
Austin Rivers,17.2
Al Horford,30.4
Yogi Ferrell,20.92
Cristiano Da Silva Felicio,13.07
Ryan Anderson,24.86
Derrick Jones,12.97
Willie Reed,13.02
Reggie Jackson,23.17
Tyler Johnson,21.9
Jason Terry,12.78
George Hill,26.72
Raymond Felton,12.72
Glenn Robinson,12.68
Al-Farouq Aminu,22.88
John Henson,12.66
Tarik Black,12.72
Jordan Crawford,17.8
Malcolm Brogdon,21.06
Jaylen Brown,13.67
Pau Gasol,26.11
Jonathon Simmons,12.36
Andrew Harrison,12.27
Dion Waiters,29.63
Jusuf Nurkic,30.39
Nerlens Noel,21.99
Rodney Hood,18.08
Myles Turner,26.51
Luc Richard Mbah a Moute,12.02
Jared Dudley,11.94
Moe Harkless,20.16
Rodney McGruder,11.91
LaMarcus Aldridge,32.05
DeAndre Jordan,32.11
Marcin Gortat,22.56
David Lee,17.91
Noah Vonleh,11.82
Wayne Selden,11.84
Jon Leuer,15.25
Marcus Morris,23.16
Julius Randle,32.47
Marreese Speights,11.59
Marcus Smart,20.75
Ricky Rubio,36.32
Paul George,40.05
Andre Drummond,34.2
Bojan Bogdanovic,17.13
Troy Daniels,11.4
Khris Middleton,29.64
Avery Bradley,24.91
Devin Booker,31.44
Brandon Jennings,11.21
Dorian Finney-Smith,11.17
Brandan Wright,11.07
Jae Crowder,25.54
Dante Exum,11.14
J.J. Barea,14.43
Davis Bertans,11.13
Harrison Barnes,28.7
Aron Baynes,10.89
Montrezl Harrell,10.75
James Ennis,10.79
Rudy Gobert,34.14
Goran Dragic,33.67
Kyle Anderson,10.51
Marc Gasol,33.67
Hassan Whiteside,38.8
Rakeem Christmas,10.36
Kris Dunn,10.31
Mike Conley,36.73
Devin Harris,10.22
Bradley Beal,36.77
Zach Randolph,22.37
C.J. McCollum,33.37
Shabazz Napier,10.03
Mirza Teletovic,9.99
Thon Maker,9.86
Otto Porter,24.6
Jason Smith,9.82
Tyler Ennis,9.73
Markieff Morris,26.21
Louis Williams,20.31
Gordon Hayward,33.83
Jeff Teague,27.28
Karl-Anthony Towns,47.13
Tyus Jones,9.62
Kemba Walker,41.49
Luke Babbitt,9.49
Al Jefferson,9.46
Kentavious Caldwell-Pope,19.78
Dwyane Wade,28.75
Jrue Holiday,29.83
James Harden,57.41
David Nwaba,9.17
Terry Rozier,9.18
Salah Mejri,9.15
Blake Griffin,38.97
Anthony Davis,48.39
Chris Paul,39.7
Trey Lyles,8.97
Kawhi Leonard,44.31
Michael Carter-Williams,8.89
Eric Bledsoe,31.29
Andrew Wiggins,31.79
Corey Brewer,8.8
D'Angelo Russell,26.83
Dwight Powell,8.57
Damian Lillard,37.54
Seth Curry,23.08
Jonas Jerebko,8.38
Brian Roberts,8.43
John Wall,43.22
Giannis Antetokounmpo,42.82
DeMarcus Cousins,44.48
Jimmy Butler,38.4
Wesley Johnson,7.88
Frank Kaminsky,20.17
Isaiah Thomas,36.23
Kelly Oubre,6.42
Alexis Ajinca,6.36
Jerian Grant,5.96
Paul Zipser,5.94
Reggie Bullock,5.86
Raulzinho Neto,5.55
Gerald Green,5.53
Kevin Seraphin,5.28
Toney Douglas,5.23
Ben McLemore,5.04
Terrence Jones,6.58
Jeff Withey,4.45
Tomas Satoransky,4.06
Joffrey Lauvergne,3.71
Treveon Graham,3.39
Okaro White,3.32
Darrun Hilliard,3.1
Donatas Motiejunas,3.04
Pat Connaughton,2.9
Cole Aldrich,2.34
